payout_id,transaction_id,role
PAY-LEGACY-0301,9b341f36-4cda-4114-ae9b-03bceb06e8bb,settlement
PAY-LEGACY-0302,9bdc5a4c-7c32-4934-a86b-d1784de21b94,settlement
PAY-LEGACY-0303,9c46a1fa-5c1a-4094-a6a6-d190e0e6d86e,settlement
PAY-LEGACY-0304,9ce95568-2623-40dd-b9c7-3d311288bf18,settlement
PAY-LEGACY-0305,9d691249-1043-46ae-add6-ef7ea871a81f,settlement
PAY-LEGACY-0306,9de06f3b-4958-44a9-bf13-0d8062e685c1,settlement
PAY-LEGACY-0307,9e7641ee-21bf-4390-8db6-d276148e9641,settlement
PAY-LEGACY-0308,9f061afc-d162-43b4-a612-519c0c8ee9d7,settlement
PAY-LEGACY-0309,9f75203e-2dbb-488d-9876-21523f758a21,settlement
PAY-LEGACY-0310,9fea9a8a-9fa9-4fd2-9108-850654ec2682,settlement
PAY-LEGACY-0311,a0695dfb-04cc-4d21-9c7b-2404b45ae1e3,settlement
PAY-LEGACY-0312,a0e37321-2103-441f-9b13-b5cd77e3a895,settlement
PAY-LEGACY-0313,a1602547-69d1-4c48-b6fb-8e61eeaa0803,settlement
PAY-LEGACY-0314,a1d4309e-a86c-41fe-9178-4440f19f904b,settlement
PAY-LEGACY-0315,a22f9693-2129-4a27-9ff7-d8566d25022b,settlement
PAY-LEGACY-0316,a297a4b6-adf1-4dbd-8adb-1c6bee02c27e,settlement
PAY-LEGACY-0317,a31e7551-8299-453e-a4dc-a70915d8c10b,settlement
PAY-LEGACY-0318,a3b0cd4e-f6d4-4536-b4ca-92e048e1d624,settlement
PAY-LEGACY-0319,a44b5477-fadd-4710-8a71-04d0edd330ce,settlement
PAY-LEGACY-0320,a498be9f-6ec2-4abe-9480-0c71b735e1b5,settlement
PAY-LEGACY-0321,a50ad002-32a1-4000-9765-569cf89308d0,settlement
PAY-LEGACY-0322,a58158db-efcd-4710-b139-17639d6b610e,settlement
PAY-LEGACY-0323,a613ef15-ece1-470c-b8af-be34a3ec22e9,settlement
PAY-LEGACY-0324,a688eef7-9f11-48bd-b052-2efc2d1dfbbf,settlement
PAY-LEGACY-0325,a708e3e7-6a7f-40ec-85bd-308255701543,settlement
PAY-LEGACY-0326,a785bc2a-412e-4ac9-92c3-313b228802a1,settlement
PAY-LEGACY-0327,a7e5c1b3-9e93-4862-8696-78e9dc148d62,settlement
PAY-LEGACY-0328,a83ab54a-8431-4646-8d56-52d9e3a6f314,settlement
PAY-LEGACY-0329,a8c3977d-76ea-4223-8569-35e5a2c2481e,settlement
PAY-LEGACY-0330,a94d7a93-0666-4786-bf50-4914f4ba8a15,settlement
PAY-LEGACY-0331,a9ca775c-22b9-421f-873a-dc3f59951899,settlement
PAY-LEGACY-0332,aa602b37-ee9a-40d3-bd0b-fb65b593fda1,settlement
PAY-LEGACY-0333,aad761ff-b007-448d-98f9-77bd2a474be6,settlement
PAY-LEGACY-0334,ab337f93-57f5-4cb1-b48a-e254a54daab5,settlement
PAY-LEGACY-0335,abc9f1cb-0d3e-45ee-9834-9f2390a75133,settlement
PAY-LEGACY-0336,ac75a8d8-cf05-432d-b193-85b68749d9ba,settlement
PAY-LEGACY-0337,ad12ca40-67f6-4cca-9d00-9733a078fede,settlement
PAY-LEGACY-0338,ada31c12-5eee-4040-b5c4-30c5d8485c88,settlement
PAY-LEGACY-0339,adf6229f-d11d-4029-9452-4a1b71d099da,settlement
PAY-LEGACY-0340,ae74f21a-1195-400e-8f4c-e673b76a0b30,settlement
PAY-LEGACY-0341,aefa5cfc-8039-4ca3-aa9b-9880acf4a08f,settlement
PAY-LEGACY-0342,af559eae-26a4-4805-b3ed-aa410cc6839e,settlement
PAY-LEGACY-0343,afc7ad1e-e736-431b-9bff-524990539cde,settlement
PAY-LEGACY-0344,b040d791-1bdc-491b-bbaf-03dfd1f3559b,settlement
PAY-LEGACY-0345,b0cedf0d-023e-4656-9afe-2faa7feccd0e,settlement
PAY-LEGACY-0346,b181e214-30f5-459c-82ae-1b80e3605874,settlement
PAY-LEGACY-0347,b225c092-3f46-489c-89be-06b99e515432,settlement
PAY-LEGACY-0348,b2c9a6e0-fab8-449f-a110-726fd97e1c14,settlement
PAY-LEGACY-0349,b3431bbd-2076-487d-bd50-6ede6bf12769,settlement
PAY-LEGACY-0350,b412827e-a960-4959-a969-9764c7c42ef7,settlement
PAY-LEGACY-0351,b487d830-7077-4b41-a527-fb80c047e177,settlement
PAY-LEGACY-0352,b5074570-a3a4-47b2-83f6-70d8c86c3ca4,settlement
PAY-LEGACY-0353,b569d9ef-f73e-4c94-8fce-9b138d86c33e,settlement
PAY-LEGACY-0354,b5efb924-4fa8-4363-83ca-a54ddc54f0b5,settlement
PAY-LEGACY-0355,b66301c1-55f2-43cb-ba3e-db22f85e4c5b,settlement
PAY-LEGACY-0356,b6b67fe7-9140-4d94-9372-8bf150ac307c,settlement
PAY-LEGACY-0357,b7474b0a-312d-4530-99dd-55df1b3470c6,settlement
PAY-LEGACY-0358,b7d63a0b-e0ea-47d8-8f75-47e12b297f4e,settlement
PAY-LEGACY-0359,b8501639-9874-4212-924e-5947e809099c,settlement
PAY-LEGACY-0360,b8efdabd-8423-4f31-b4a7-9dc021c80efe,settlement
PAY-LEGACY-0361,b9660018-2ce0-4250-a936-acc929ddf9c1,settlement
PAY-LEGACY-0362,ba27535e-6e5e-4a5c-9e38-fa5b689069b3,settlement
PAY-LEGACY-0363,baa58f01-1f21-4011-b9d9-7477f45bf039,settlement
PAY-LEGACY-0364,bb1a0049-1b6c-498b-8258-360f430f8e12,settlement
PAY-LEGACY-0365,bba23832-2a28-4872-a449-66db5a310b3e,settlement
PAY-LEGACY-0366,bc27e085-4af2-4fba-959e-040333932a53,settlement
PAY-LEGACY-0367,bcbded49-8fdb-4f51-9336-d44f10bb94c6,settlement
PAY-LEGACY-0368,bd1df5b9-8610-4406-a188-dc014eda8cfc,settlement
PAY-LEGACY-0369,bd94c42b-f819-42cd-9015-c9f3a8a6c9b3,settlement
PAY-LEGACY-0370,be02f72e-2891-411d-89fe-d969a564f1cf,settlement
PAY-LEGACY-0371,be8ac359-9787-41ee-adc9-9ec61d7ff8eb,settlement
PAY-LEGACY-0372,bef85ecc-d951-4f4a-a7e0-0811fb5bd8e8,settlement
PAY-LEGACY-0373,bf692948-5e9e-4703-995a-1a038c74b752,settlement
PAY-LEGACY-0374,bfd99c8c-d21e-4afe-82f9-5656cf0bc519,settlement
PAY-LEGACY-0375,c065089c-6898-4044-ae90-89916bb2c7e2,settlement
PAY-LEGACY-0376,c11f9d21-309d-427f-97db-4d76ef3b0f5a,settlement
PAY-LEGACY-0377,c19ad2da-1fd9-4efe-b27a-7af4a76bd6e7,settlement
PAY-LEGACY-0378,c24d5aca-da1b-404b-90d2-cbcc1b9763f8,settlement
PAY-LEGACY-0379,c2c14aea-5257-4b87-92ea-5ce38f1a493c,settlement
PAY-LEGACY-0380,c35cc920-cb97-4f9e-81b6-af8d2f92e585,settlement
PAY-LEGACY-0381,c41da6fc-1441-4daa-bf03-2ab7c6baf63b,settlement
PAY-LEGACY-0382,c479c701-0237-4c46-aa47-082fb1081ddd,settlement
PAY-LEGACY-0383,c4e375d7-5461-4fb3-9f6a-84f7c191bd80,settlement
PAY-LEGACY-0384,c5886bbc-6931-4ab7-abac-c7c40905595e,settlement
PAY-LEGACY-0385,c62c55ed-93d7-4137-a8d3-45394c689b31,settlement
PAY-LEGACY-0386,c6b2e0ab-fb94-4991-94e2-8bc3d6f4f499,settlement
PAY-LEGACY-0387,c766bfba-ef6a-4e54-b58a-55a0f34618eb,settlement
PAY-LEGACY-0388,c7d81ab7-1bcc-47dc-bca8-660f6f80637b,settlement
PAY-LEGACY-0389,c8836647-1084-46e4-b824-9b5be92429f3,settlement
PAY-LEGACY-0390,c9019917-8d92-4d3e-af1e-851bcbc3f1a4,settlement
PAY-LEGACY-0391,c9806034-6ec7-4eab-b22e-63fc5b2752a8,settlement
PAY-LEGACY-0392,c9f2b93a-b25f-4b51-ba7a-3a7ec7a4d2c5,settlement
PAY-LEGACY-0393,ca7c09b2-d03f-4b89-8bf6-faa66db5d728,settlement
PAY-LEGACY-0394,caf37f61-a53a-4fdd-87a0-b5dd4160a390,settlement
PAY-LEGACY-0395,cbd86912-98e4-43f5-80b1-df8bbaea8163,settlement
PAY-LEGACY-0396,cc61d3a2-d7d6-49f0-9ca4-17a84223ecaa,settlement
PAY-LEGACY-0397,ccc4e1b9-883f-430b-b27b-2fcef7eaafe4,settlement
PAY-LEGACY-0398,cd42406e-08c4-4d86-bf99-d64124a73848,settlement
PAY-LEGACY-0399,cdc90784-fd3e-411d-a6e6-1826ef418d76,settlement
PAY-LEGACY-0400,ce2a940c-2a48-4bdc-a8af-884d71e7e7c0,settlement
PAY-LEGACY-0401,cea4e226-9bef-4eb1-ac3e-728e87878075,settlement
PAY-LEGACY-0402,cf338aa4-f8e2-4ecc-b75f-f19912790e98,settlement
PAY-LEGACY-0403,cfc7fdf3-0056-4ba0-9ed2-ac9f012488d8,settlement
PAY-LEGACY-0404,d015cecb-c81d-4da4-9ec2-f737591f87a5,settlement
PAY-LEGACY-0405,d096e687-5fc9-48bf-89d1-0913df082a23,settlement
PAY-LEGACY-0406,d0eb6e93-19ad-428a-9d38-d5f3f9089db3,settlement
PAY-LEGACY-0407,d17b5efa-b0ce-43c0-800e-5c313d1def5d,settlement
PAY-LEGACY-0408,d1e10367-3162-481e-8663-3eb60a574452,settlement
PAY-LEGACY-0409,d24cbcf7-496f-49ff-ab81-f01d433df095,settlement
PAY-LEGACY-0410,d2b1bcc7-58ef-496e-9a8c-7ae7b89f4e99,settlement
PAY-LEGACY-0411,d32d377a-ccf5-433b-bd48-72596b971d0d,settlement
PAY-LEGACY-0412,d3bf2dbb-d8e9-445d-82a1-69a32b09741e,settlement
PAY-LEGACY-0413,d437c57b-d9a4-4e59-a96e-05dae86bd5bf,settlement
PAY-LEGACY-0414,d4b4b244-7667-4be2-98bc-58467c613968,settlement
PAY-LEGACY-0415,d53b46a3-227b-4de2-b2f5-9174dd45b466,settlement
PAY-LEGACY-0416,d5b7b07b-509e-4673-9210-9fea37e1d9cb,settlement
PAY-LEGACY-0417,d61a0188-2341-4acc-92f0-59731a1e6be9,settlement
PAY-LEGACY-0418,d6b016e0-e76e-4b13-ac1f-689bd4a7efd9,settlement
PAY-LEGACY-0419,d70c1dd6-0950-438d-97c5-8563dfd2221f,settlement
PAY-LEGACY-0420,d779c0d8-683b-4ff4-8813-9d5e8f81185e,settlement
PAY-LEGACY-0421,d7fa8a34-3eea-40eb-b8c5-1a8a3442ace0,settlement
PAY-LEGACY-0422,d86fdd2e-fa4c-4d6a-bc55-c7daee9f1318,settlement
PAY-LEGACY-0423,d901d3ba-3781-4285-9d2e-0a7cf322bf74,settlement
PAY-LEGACY-0424,d971ecf7-3f70-42ea-a2ea-a818a3173588,settlement
PAY-LEGACY-0425,d9e874fc-87ea-4d73-9954-7b2fa6d662ec,settlement
PAY-LEGACY-0426,da6f6106-6954-479a-820b-af22994d26d4,settlement
PAY-LEGACY-0427,dac59079-4035-49d8-a544-49b453599815,settlement
PAY-LEGACY-0428,db157ca9-9f30-4189-b301-3a587b9669d0,settlement
PAY-LEGACY-0429,dbb7d463-f57b-4fab-9f24-484e11cc0214,settlement
PAY-LEGACY-0430,dc400512-5f7b-4da9-a8dc-36255f74aff5,settlement
PAY-LEGACY-0431,dcd5afe7-7ba7-44d6-af46-846cf361ab80,settlement
PAY-LEGACY-0432,dd4ec785-343f-420f-a00b-d186062d381c,settlement
PAY-LEGACY-0433,ddd0711e-7be9-481c-9236-f8ccd14726c3,settlement
PAY-LEGACY-0434,de84fa64-4741-4092-bf2c-35ff674e4a6e,settlement
PAY-LEGACY-0435,df0f6747-9759-423b-82da-b8cc5da9a289,settlement
PAY-LEGACY-0436,df811169-1a3e-4ef7-ac4e-384467c14632,settlement
PAY-LEGACY-0437,dfd4d7ad-12f7-4535-a940-4a18c6f7886a,settlement
PAY-LEGACY-0438,e04e395c-e583-4a5a-9ea7-a859ae6b40f4,settlement
PAY-LEGACY-0439,e0f33dbf-fa83-4cb1-86cf-312f411457ae,settlement
PAY-LEGACY-0440,e17b2321-e487-4a51-9182-f813f89f6af4,settlement
PAY-LEGACY-0441,e1fd989a-9959-4789-910c-d275472c561a,settlement
PAY-LEGACY-0442,e2ab81e9-9cdd-4a28-9270-467ae3a6a08b,settlement
PAY-LEGACY-0443,e2fb97c9-d8d9-458a-96a2-a38fdc54d5d1,settlement
PAY-LEGACY-0444,e3b076ec-85f9-466e-9d3d-20d6e357af09,settlement
PAY-LEGACY-0445,e41439a2-df9e-4f55-b739-cffe53d972b3,settlement
PAY-LEGACY-0446,e4713aeb-2f06-4729-ace3-d695e2e63b9d,settlement
PAY-LEGACY-0447,e4fb0bff-7e05-4743-b54f-dae2887a2f06,settlement
PAY-LEGACY-0448,e57a5d27-d80e-49cb-8e8c-0ebaee5b509c,settlement
PAY-LEGACY-0449,e5eca7a3-6f88-46f5-852e-3544397b51fc,settlement
PAY-LEGACY-0450,e66028d3-8649-4bee-8d2d-e57a1774bb60,settlement
PAY-LEGACY-0451,e6be9bcd-96b3-4f99-9044-0d1b95e117d0,settlement
PAY-LEGACY-0452,e7502646-d9b1-460c-a9cf-d0e14c010f0c,settlement
PAY-LEGACY-0453,e7fb68e2-ea56-4aa9-a563-e735d869cd8d,settlement
PAY-LEGACY-0454,e8791ac4-e748-4d8f-8c48-5478d635eea3,settlement
PAY-LEGACY-0455,e8db6169-df95-47ba-8f50-516c44a21ede,settlement
PAY-LEGACY-0456,e938ce90-a8d8-4714-a392-5fce8a3b41f7,settlement
PAY-LEGACY-0457,e9a69a90-9380-4036-9c6c-7764ada58fbe,settlement
PAY-LEGACY-0458,ea1be4fc-8685-4e36-ab22-4e46a4913222,settlement
PAY-LEGACY-0459,ea9a964f-0b04-4f2f-a534-afa8e7bcfaa4,settlement
PAY-LEGACY-0460,eaff52f1-7a62-4fec-90e2-05040e69bdf7,settlement
PAY-LEGACY-0461,eb8331e8-9ced-4105-bbf2-5dcdc2e0dd4c,settlement
PAY-LEGACY-0462,ec1765ab-05d4-44bd-a74f-0b3453ec3bb7,settlement
PAY-LEGACY-0463,ec8de0d6-2ff3-4f4d-9d79-ac1e1d2e91f2,settlement
PAY-LEGACY-0464,ed49dbde-74fd-4fef-baa5-b92dbaf68dd9,settlement
PAY-LEGACY-0465,edd71403-44bf-4c30-b6f3-7501af3a2f69,settlement
PAY-LEGACY-0466,ee44111c-cda6-4f88-912c-c000db318638,settlement
PAY-LEGACY-0467,ee9f820a-7185-4070-9122-f365ffea38e1,settlement
PAY-LEGACY-0468,ef3b3ff6-4a09-43c3-99c0-c905fd8121aa,settlement
PAY-LEGACY-0469,ef9f58de-09f8-4255-910b-3878302b6919,settlement
PAY-LEGACY-0470,eff86543-3c08-43c9-bf22-eaa9b87a87ff,settlement
PAY-LEGACY-0471,f065bfd3-a225-4580-9cf4-724273b259a5,settlement
PAY-LEGACY-0472,f118b444-6fab-4bd3-8085-39c3a0b4aeb4,settlement
PAY-LEGACY-0473,f196e4ec-3171-463d-81d8-e79d9236e236,settlement
PAY-LEGACY-0474,f248d506-35f4-4c50-8b7c-f5328f3a8a2c,settlement
PAY-LEGACY-0475,f31640ea-1531-4e89-9a70-82d5d1a3fbb4,settlement
PAY-LEGACY-0476,f37c897a-dd4f-4a42-9921-a4c612462e96,settlement
PAY-LEGACY-0477,f40da0a2-fe18-4910-85e5-100c676a7530,settlement
PAY-LEGACY-0478,f4a1c1c9-a62b-416d-af76-c22abdaa1d0d,settlement
PAY-LEGACY-0479,f510c570-e41b-4d45-8da3-94ff31fb56c7,settlement
PAY-LEGACY-0480,f59c71ef-40a9-40be-9a64-10125f54c222,settlement
PAY-LEGACY-0481,f61d6467-b7bb-462b-918c-adc2d22d3159,settlement
PAY-LEGACY-0482,f6a75880-84f6-48ec-bb83-0597abd357ce,settlement
PAY-LEGACY-0483,f71c1e1f-31c2-4027-b91d-9a54a5467771,settlement
PAY-LEGACY-0484,f7bea4db-85e9-49ac-b876-73b6ccb83f96,settlement
PAY-LEGACY-0485,f8490906-61c2-44fa-8f07-5b60bbba1386,settlement
PAY-LEGACY-0486,f8d52127-f492-4e90-a31e-18bb51c8e733,settlement
PAY-LEGACY-0487,f96a3ddb-588d-4c5a-a59b-0c97fb19f95c,settlement
PAY-LEGACY-0488,f9c6c238-ffbe-42d6-aac5-7cd78b1fea15,settlement
PAY-LEGACY-0489,fa533e08-7929-41bb-806d-a5aa70c8351a,settlement
PAY-LEGACY-0490,faf009dd-d0c1-40ce-a97c-de8021987fcc,settlement
PAY-LEGACY-0491,fb6797a3-e7ed-4b3b-bbc8-0853edd91d5d,settlement
PAY-LEGACY-0492,fbcb3136-b53c-44ac-b349-e03939b0f328,settlement
PAY-LEGACY-0493,fc4fe3d7-c492-4fed-b953-f50926c2b716,settlement
PAY-LEGACY-0494,fca7ef41-c997-4448-92da-d1ef497ca8d9,settlement
PAY-LEGACY-0495,fd114f40-8b19-4f7b-8a0c-22630e92613f,settlement
PAY-LEGACY-0496,fda64d34-bb34-4624-8e38-5d01bc8ace6f,settlement
PAY-LEGACY-0497,fe30b49f-a33d-41b0-8ad8-df289abeb069,settlement
PAY-LEGACY-0498,febdf971-dae5-4266-8c18-33298aa1c451,settlement
PAY-LEGACY-0499,ff5115d5-ccc8-4d59-aef7-ec33402ce394,settlement
PAY-MISMATCH,5eea1f24-4538-548a-960f-5b60049822a6,settlement
PAY-MISSING-REF,96a2475e-7b55-5a24-9430-1102da7172f3,settlement
PAY-NEXT-MONTH,a06c7b06-6951-5601-9223-64deada2d09b,settlement
PAY-PAISE,66653666-346f-5a97-a679-6f8028a3e939,settlement
PAY-PARTIAL,c3c30eb4-4282-51c5-b831-c766a537c378,settlement
PAY-REFUND,5ab13807-fcbc-580e-97b3-4e2a7dc7d12f,settlement
PAY-RETRY,090d63e8-2228-5b81-a9f0-efbf67f56428,settlement
PAY-REVERSED,3858020e-5fe3-5ea7-ac88-fee402fd0b2d,settlement
PAY-REVERSED,7afcd258-23ab-5984-b824-c226985e7482,reversal
PAY-SPLIT,129e5a23-d8aa-51ec-9ab9-abf22e19d8e6,settlement
PAY-SPLIT,61b58652-d27f-5695-9b11-5c0e9649303f,settlement
PAY-THRESHOLD-ABOVE,83818844-2d82-5dd9-9ad3-35628b6a2d5b,settlement
PAY-THRESHOLD-EQUAL,8271b49a-a81c-5f18-8289-d58fdf76764e,settlement
PAY-TIMING,8188ba25-a7f8-5f9c-84ea-68a20db1576b,settlement
