attempt_id,payout_id,attempt_number,attempt_date,status,failure_code
ATT-LEGACY-0302-1,PAY-LEGACY-0302,1,2026-03-12,succeeded,
ATT-LEGACY-0303-1,PAY-LEGACY-0303,1,2026-07-23,succeeded,
ATT-LEGACY-0304-1,PAY-LEGACY-0304,1,2024-11-27,succeeded,
ATT-LEGACY-0305-1,PAY-LEGACY-0305,1,2024-03-13,succeeded,
ATT-LEGACY-0306-1,PAY-LEGACY-0306,1,2025-03-16,succeeded,
ATT-LEGACY-0307-1,PAY-LEGACY-0307,1,2024-12-01,succeeded,
ATT-LEGACY-0308-1,PAY-LEGACY-0308,1,2026-08-21,succeeded,
ATT-LEGACY-0309-1,PAY-LEGACY-0309,1,2024-04-15,succeeded,
ATT-LEGACY-0310-1,PAY-LEGACY-0310,1,2024-07-10,succeeded,
ATT-LEGACY-0311-1,PAY-LEGACY-0311,1,2025-03-08,succeeded,
ATT-LEGACY-0312-1,PAY-LEGACY-0312,1,2024-10-24,succeeded,
ATT-LEGACY-0313-1,PAY-LEGACY-0313,1,2024-06-01,succeeded,
ATT-LEGACY-0314-1,PAY-LEGACY-0314,1,2026-06-01,succeeded,
ATT-LEGACY-0315-1,PAY-LEGACY-0315,1,2026-08-29,succeeded,
ATT-LEGACY-0316-1,PAY-LEGACY-0316,1,2024-10-27,succeeded,
ATT-LEGACY-0317-1,PAY-LEGACY-0317,1,2025-03-15,succeeded,
ATT-LEGACY-0318-1,PAY-LEGACY-0318,1,2025-08-13,succeeded,
ATT-LEGACY-0319-1,PAY-LEGACY-0319,1,2024-06-04,succeeded,
ATT-LEGACY-0320-1,PAY-LEGACY-0320,1,2026-01-10,succeeded,
ATT-LEGACY-0321-1,PAY-LEGACY-0321,1,2024-11-17,succeeded,
ATT-LEGACY-0322-1,PAY-LEGACY-0322,1,2024-11-04,succeeded,
ATT-LEGACY-0323-1,PAY-LEGACY-0323,1,2024-06-25,succeeded,
ATT-LEGACY-0324-1,PAY-LEGACY-0324,1,2024-05-22,succeeded,
ATT-LEGACY-0325-1,PAY-LEGACY-0325,1,2026-01-16,succeeded,
ATT-LEGACY-0326-1,PAY-LEGACY-0326,1,2025-07-17,succeeded,
ATT-LEGACY-0327-1,PAY-LEGACY-0327,1,2026-04-09,succeeded,
ATT-LEGACY-0328-1,PAY-LEGACY-0328,1,2026-03-31,succeeded,
ATT-LEGACY-0329-1,PAY-LEGACY-0329,1,2026-04-18,succeeded,
ATT-LEGACY-0330-1,PAY-LEGACY-0330,1,2026-02-22,succeeded,
ATT-LEGACY-0331-1,PAY-LEGACY-0331,1,2025-01-16,succeeded,
ATT-LEGACY-0332-1,PAY-LEGACY-0332,1,2026-06-30,succeeded,
ATT-LEGACY-0333-1,PAY-LEGACY-0333,1,2025-02-14,succeeded,
ATT-LEGACY-0334-1,PAY-LEGACY-0334,1,2025-04-29,succeeded,
ATT-LEGACY-0335-1,PAY-LEGACY-0335,1,2025-08-23,succeeded,
ATT-LEGACY-0336-1,PAY-LEGACY-0336,1,2025-05-30,succeeded,
ATT-LEGACY-0337-1,PAY-LEGACY-0337,1,2024-03-26,succeeded,
ATT-LEGACY-0338-1,PAY-LEGACY-0338,1,2025-11-03,succeeded,
ATT-LEGACY-0339-1,PAY-LEGACY-0339,1,2024-11-07,succeeded,
ATT-LEGACY-0340-1,PAY-LEGACY-0340,1,2024-04-10,succeeded,
ATT-LEGACY-0341-1,PAY-LEGACY-0341,1,2025-08-12,succeeded,
ATT-LEGACY-0342-1,PAY-LEGACY-0342,1,2024-12-02,succeeded,
ATT-LEGACY-0343-1,PAY-LEGACY-0343,1,2026-01-04,succeeded,
ATT-LEGACY-0344-1,PAY-LEGACY-0344,1,2024-07-07,succeeded,
ATT-LEGACY-0345-1,PAY-LEGACY-0345,1,2025-03-28,succeeded,
ATT-LEGACY-0346-1,PAY-LEGACY-0346,1,2024-03-04,succeeded,
ATT-LEGACY-0347-1,PAY-LEGACY-0347,1,2026-05-08,succeeded,
ATT-LEGACY-0348-1,PAY-LEGACY-0348,1,2024-08-20,succeeded,
ATT-LEGACY-0349-1,PAY-LEGACY-0349,1,2026-08-16,succeeded,
ATT-LEGACY-0350-1,PAY-LEGACY-0350,1,2026-06-23,succeeded,
ATT-LEGACY-0351-1,PAY-LEGACY-0351,1,2025-12-13,succeeded,
ATT-LEGACY-0352-1,PAY-LEGACY-0352,1,2024-12-25,succeeded,
ATT-LEGACY-0353-1,PAY-LEGACY-0353,1,2026-03-13,succeeded,
ATT-LEGACY-0354-1,PAY-LEGACY-0354,1,2024-11-29,succeeded,
ATT-LEGACY-0355-1,PAY-LEGACY-0355,1,2025-01-22,succeeded,
ATT-LEGACY-0356-1,PAY-LEGACY-0356,1,2026-07-17,succeeded,
ATT-LEGACY-0357-1,PAY-LEGACY-0357,1,2025-12-11,succeeded,
ATT-LEGACY-0358-1,PAY-LEGACY-0358,1,2025-06-09,succeeded,
ATT-LEGACY-0359-1,PAY-LEGACY-0359,1,2025-06-27,succeeded,
ATT-LEGACY-0360-1,PAY-LEGACY-0360,1,2025-04-19,succeeded,
ATT-LEGACY-0361-1,PAY-LEGACY-0361,1,2025-10-20,succeeded,
ATT-LEGACY-0362-1,PAY-LEGACY-0362,1,2025-08-12,succeeded,
ATT-LEGACY-0363-1,PAY-LEGACY-0363,1,2025-10-05,succeeded,
ATT-LEGACY-0364-1,PAY-LEGACY-0364,1,2024-05-12,succeeded,
ATT-LEGACY-0365-1,PAY-LEGACY-0365,1,2024-05-08,succeeded,
ATT-LEGACY-0366-1,PAY-LEGACY-0366,1,2026-03-06,succeeded,
ATT-LEGACY-0367-1,PAY-LEGACY-0367,1,2026-02-25,succeeded,
ATT-LEGACY-0368-1,PAY-LEGACY-0368,1,2024-04-03,succeeded,
ATT-LEGACY-0369-1,PAY-LEGACY-0369,1,2026-02-11,succeeded,
ATT-LEGACY-0370-1,PAY-LEGACY-0370,1,2025-01-16,succeeded,
ATT-LEGACY-0371-1,PAY-LEGACY-0371,1,2026-05-02,succeeded,
ATT-LEGACY-0372-1,PAY-LEGACY-0372,1,2025-12-25,succeeded,
ATT-LEGACY-0373-1,PAY-LEGACY-0373,1,2024-02-18,succeeded,
ATT-LEGACY-0374-1,PAY-LEGACY-0374,1,2024-02-19,succeeded,
ATT-LEGACY-0375-1,PAY-LEGACY-0375,1,2026-07-08,succeeded,
ATT-LEGACY-0376-1,PAY-LEGACY-0376,1,2025-02-26,succeeded,
ATT-LEGACY-0377-1,PAY-LEGACY-0377,1,2026-01-23,succeeded,
ATT-LEGACY-0378-1,PAY-LEGACY-0378,1,2026-03-07,succeeded,
ATT-LEGACY-0379-1,PAY-LEGACY-0379,1,2026-08-06,succeeded,
ATT-LEGACY-0380-1,PAY-LEGACY-0380,1,2025-09-11,succeeded,
ATT-LEGACY-0381-1,PAY-LEGACY-0381,1,2024-07-25,succeeded,
ATT-LEGACY-0382-1,PAY-LEGACY-0382,1,2026-09-05,succeeded,
ATT-LEGACY-0383-1,PAY-LEGACY-0383,1,2026-07-05,succeeded,
ATT-LEGACY-0384-1,PAY-LEGACY-0384,1,2024-06-27,succeeded,
ATT-LEGACY-0385-1,PAY-LEGACY-0385,1,2025-12-08,succeeded,
ATT-LEGACY-0386-1,PAY-LEGACY-0386,1,2025-03-07,succeeded,
ATT-LEGACY-0387-1,PAY-LEGACY-0387,1,2026-06-22,succeeded,
ATT-LEGACY-0388-1,PAY-LEGACY-0388,1,2025-06-06,succeeded,
ATT-LEGACY-0389-1,PAY-LEGACY-0389,1,2025-10-24,succeeded,
ATT-LEGACY-0390-1,PAY-LEGACY-0390,1,2025-02-03,succeeded,
ATT-LEGACY-0391-1,PAY-LEGACY-0391,1,2024-05-24,succeeded,
ATT-LEGACY-0392-1,PAY-LEGACY-0392,1,2024-08-30,succeeded,
ATT-LEGACY-0393-1,PAY-LEGACY-0393,1,2025-06-12,succeeded,
ATT-LEGACY-0394-1,PAY-LEGACY-0394,1,2024-03-27,succeeded,
ATT-LEGACY-0395-1,PAY-LEGACY-0395,1,2024-07-22,succeeded,
ATT-LEGACY-0396-1,PAY-LEGACY-0396,1,2026-04-10,succeeded,
ATT-LEGACY-0397-1,PAY-LEGACY-0397,1,2026-07-25,succeeded,
ATT-LEGACY-0398-1,PAY-LEGACY-0398,1,2024-06-28,succeeded,
ATT-LEGACY-0399-1,PAY-LEGACY-0399,1,2026-01-19,succeeded,
ATT-LEGACY-0400-1,PAY-LEGACY-0400,1,2025-10-03,succeeded,
ATT-LEGACY-0401-1,PAY-LEGACY-0401,1,2025-02-02,succeeded,
ATT-LEGACY-0402-1,PAY-LEGACY-0402,1,2025-07-06,succeeded,
ATT-LEGACY-0403-1,PAY-LEGACY-0403,1,2024-01-18,succeeded,
ATT-LEGACY-0404-1,PAY-LEGACY-0404,1,2024-10-12,succeeded,
ATT-LEGACY-0405-1,PAY-LEGACY-0405,1,2024-03-04,succeeded,
ATT-LEGACY-0406-1,PAY-LEGACY-0406,1,2025-05-07,succeeded,
ATT-LEGACY-0407-1,PAY-LEGACY-0407,1,2024-05-17,succeeded,
ATT-LEGACY-0408-1,PAY-LEGACY-0408,1,2024-05-06,succeeded,
ATT-LEGACY-0409-1,PAY-LEGACY-0409,1,2024-04-03,succeeded,
ATT-LEGACY-0410-1,PAY-LEGACY-0410,1,2025-08-27,succeeded,
ATT-LEGACY-0411-1,PAY-LEGACY-0411,1,2024-03-07,succeeded,
ATT-LEGACY-0412-1,PAY-LEGACY-0412,1,2025-12-07,succeeded,
ATT-LEGACY-0413-1,PAY-LEGACY-0413,1,2024-05-21,succeeded,
ATT-LEGACY-0414-1,PAY-LEGACY-0414,1,2025-09-10,succeeded,
ATT-LEGACY-0415-1,PAY-LEGACY-0415,1,2024-02-07,succeeded,
ATT-LEGACY-0416-1,PAY-LEGACY-0416,1,2024-08-24,succeeded,
ATT-LEGACY-0417-1,PAY-LEGACY-0417,1,2026-03-14,succeeded,
ATT-LEGACY-0418-1,PAY-LEGACY-0418,1,2026-07-07,succeeded,
ATT-LEGACY-0419-1,PAY-LEGACY-0419,1,2026-07-21,succeeded,
ATT-LEGACY-0420-1,PAY-LEGACY-0420,1,2026-01-10,succeeded,
ATT-LEGACY-0421-1,PAY-LEGACY-0421,1,2026-01-20,succeeded,
ATT-LEGACY-0422-1,PAY-LEGACY-0422,1,2025-02-20,succeeded,
ATT-LEGACY-0423-1,PAY-LEGACY-0423,1,2026-01-21,succeeded,
ATT-LEGACY-0424-1,PAY-LEGACY-0424,1,2026-06-05,succeeded,
ATT-LEGACY-0425-1,PAY-LEGACY-0425,1,2024-02-05,succeeded,
ATT-LEGACY-0426-1,PAY-LEGACY-0426,1,2025-11-03,succeeded,
ATT-LEGACY-0427-1,PAY-LEGACY-0427,1,2026-08-05,succeeded,
ATT-LEGACY-0428-1,PAY-LEGACY-0428,1,2026-07-01,succeeded,
ATT-LEGACY-0429-1,PAY-LEGACY-0429,1,2026-07-31,succeeded,
ATT-LEGACY-0430-1,PAY-LEGACY-0430,1,2025-01-06,succeeded,
ATT-LEGACY-0431-1,PAY-LEGACY-0431,1,2024-04-23,succeeded,
ATT-LEGACY-0432-1,PAY-LEGACY-0432,1,2024-07-20,succeeded,
ATT-LEGACY-0433-1,PAY-LEGACY-0433,1,2026-06-07,succeeded,
ATT-LEGACY-0434-1,PAY-LEGACY-0434,1,2025-02-07,succeeded,
ATT-LEGACY-0435-1,PAY-LEGACY-0435,1,2024-08-14,succeeded,
ATT-LEGACY-0436-1,PAY-LEGACY-0436,1,2026-03-14,succeeded,
ATT-LEGACY-0437-1,PAY-LEGACY-0437,1,2024-10-14,succeeded,
ATT-LEGACY-0438-1,PAY-LEGACY-0438,1,2025-09-18,succeeded,
ATT-LEGACY-0439-1,PAY-LEGACY-0439,1,2025-12-19,succeeded,
ATT-LEGACY-0440-1,PAY-LEGACY-0440,1,2025-01-16,succeeded,
ATT-LEGACY-0441-1,PAY-LEGACY-0441,1,2024-07-26,succeeded,
ATT-LEGACY-0442-1,PAY-LEGACY-0442,1,2024-06-05,succeeded,
ATT-LEGACY-0443-1,PAY-LEGACY-0443,1,2024-06-14,succeeded,
ATT-LEGACY-0444-1,PAY-LEGACY-0444,1,2025-01-30,succeeded,
ATT-LEGACY-0445-1,PAY-LEGACY-0445,1,2026-08-21,succeeded,
ATT-LEGACY-0446-1,PAY-LEGACY-0446,1,2025-12-09,succeeded,
ATT-LEGACY-0447-1,PAY-LEGACY-0447,1,2024-06-09,succeeded,
ATT-LEGACY-0448-1,PAY-LEGACY-0448,1,2026-07-11,succeeded,
ATT-LEGACY-0449-1,PAY-LEGACY-0449,1,2024-03-19,succeeded,
ATT-LEGACY-0450-1,PAY-LEGACY-0450,1,2024-10-26,succeeded,
ATT-LEGACY-0451-1,PAY-LEGACY-0451,1,2026-07-22,succeeded,
ATT-LEGACY-0452-1,PAY-LEGACY-0452,1,2025-04-07,succeeded,
ATT-LEGACY-0453-1,PAY-LEGACY-0453,1,2024-09-09,succeeded,
ATT-LEGACY-0454-1,PAY-LEGACY-0454,1,2024-03-03,succeeded,
ATT-LEGACY-0455-1,PAY-LEGACY-0455,1,2024-06-14,succeeded,
ATT-LEGACY-0456-1,PAY-LEGACY-0456,1,2025-09-05,succeeded,
ATT-LEGACY-0457-1,PAY-LEGACY-0457,1,2025-04-18,succeeded,
ATT-LEGACY-0458-1,PAY-LEGACY-0458,1,2026-07-09,succeeded,
ATT-LEGACY-0459-1,PAY-LEGACY-0459,1,2024-11-22,succeeded,
ATT-LEGACY-0460-1,PAY-LEGACY-0460,1,2025-07-22,succeeded,
ATT-LEGACY-0461-1,PAY-LEGACY-0461,1,2025-09-09,succeeded,
ATT-LEGACY-0462-1,PAY-LEGACY-0462,1,2024-08-17,succeeded,
ATT-LEGACY-0463-1,PAY-LEGACY-0463,1,2026-05-04,succeeded,
ATT-LEGACY-0464-1,PAY-LEGACY-0464,1,2024-02-11,succeeded,
ATT-LEGACY-0465-1,PAY-LEGACY-0465,1,2024-08-19,succeeded,
ATT-LEGACY-0466-1,PAY-LEGACY-0466,1,2024-09-08,succeeded,
ATT-LEGACY-0467-1,PAY-LEGACY-0467,1,2024-10-25,succeeded,
ATT-LEGACY-0468-1,PAY-LEGACY-0468,1,2025-08-27,succeeded,
ATT-LEGACY-0469-1,PAY-LEGACY-0469,1,2025-12-17,succeeded,
ATT-LEGACY-0470-1,PAY-LEGACY-0470,1,2024-09-04,succeeded,
ATT-LEGACY-0471-1,PAY-LEGACY-0471,1,2024-06-10,succeeded,
ATT-LEGACY-0472-1,PAY-LEGACY-0472,1,2026-08-23,succeeded,
ATT-LEGACY-0473-1,PAY-LEGACY-0473,1,2024-12-17,succeeded,
ATT-LEGACY-0474-1,PAY-LEGACY-0474,1,2026-01-27,succeeded,
ATT-LEGACY-0475-1,PAY-LEGACY-0475,1,2025-10-23,succeeded,
ATT-LEGACY-0476-1,PAY-LEGACY-0476,1,2026-06-24,succeeded,
ATT-LEGACY-0477-1,PAY-LEGACY-0477,1,2025-06-27,succeeded,
ATT-LEGACY-0478-1,PAY-LEGACY-0478,1,2024-06-19,succeeded,
ATT-LEGACY-0479-1,PAY-LEGACY-0479,1,2025-07-27,succeeded,
ATT-LEGACY-0480-1,PAY-LEGACY-0480,1,2024-03-20,succeeded,
ATT-LEGACY-0481-1,PAY-LEGACY-0481,1,2025-08-12,succeeded,
ATT-LEGACY-0482-1,PAY-LEGACY-0482,1,2026-01-18,succeeded,
ATT-LEGACY-0483-1,PAY-LEGACY-0483,1,2025-11-18,succeeded,
ATT-LEGACY-0484-1,PAY-LEGACY-0484,1,2024-02-24,succeeded,
ATT-LEGACY-0485-1,PAY-LEGACY-0485,1,2025-09-01,succeeded,
ATT-LEGACY-0486-1,PAY-LEGACY-0486,1,2024-12-12,succeeded,
ATT-LEGACY-0487-1,PAY-LEGACY-0487,1,2026-02-16,succeeded,
ATT-LEGACY-0488-1,PAY-LEGACY-0488,1,2025-11-03,succeeded,
ATT-LEGACY-0489-1,PAY-LEGACY-0489,1,2025-01-04,succeeded,
ATT-LEGACY-0490-1,PAY-LEGACY-0490,1,2026-08-30,succeeded,
ATT-LEGACY-0491-1,PAY-LEGACY-0491,1,2025-10-21,succeeded,
ATT-LEGACY-0492-1,PAY-LEGACY-0492,1,2024-03-07,succeeded,
ATT-LEGACY-0493-1,PAY-LEGACY-0493,1,2026-04-17,succeeded,
ATT-LEGACY-0494-1,PAY-LEGACY-0494,1,2025-10-18,succeeded,
ATT-LEGACY-0495-1,PAY-LEGACY-0495,1,2024-07-15,succeeded,
ATT-LEGACY-0496-1,PAY-LEGACY-0496,1,2026-06-26,succeeded,
ATT-LEGACY-0497-1,PAY-LEGACY-0497,1,2026-01-21,succeeded,
ATT-LEGACY-0498-1,PAY-LEGACY-0498,1,2024-04-16,succeeded,
ATT-LEGACY-0499-1,PAY-LEGACY-0499,1,2025-04-20,succeeded,
ATT-MISMATCH-1,PAY-MISMATCH,1,2026-08-15,succeeded,
ATT-MISSING-BANK-1,PAY-MISSING-BANK,1,2026-08-15,succeeded,
ATT-MISSING-REF-1,PAY-MISSING-REF,1,2026-08-15,succeeded,
ATT-NEXT-MONTH-1,PAY-NEXT-MONTH,1,2026-09-01,succeeded,
ATT-PAISE-1,PAY-PAISE,1,2026-08-15,succeeded,
ATT-PARTIAL-1,PAY-PARTIAL,1,2026-08-15,succeeded,
ATT-PENDING-1,PAY-PENDING,1,2026-09-04,pending,
ATT-PROCESSING-1,PAY-PROCESSING,1,2026-09-04,processing,
ATT-REFUND-1,PAY-REFUND,1,2026-08-15,succeeded,
ATT-RETRY-1,PAY-RETRY,1,2026-08-15,failed,TIMEOUT
ATT-RETRY-2,PAY-RETRY,2,2026-08-15,succeeded,
ATT-REVERSED-1,PAY-REVERSED,1,2026-08-15,succeeded,
ATT-SPLIT-1,PAY-SPLIT,1,2026-08-15,succeeded,
ATT-THRESHOLD-ABOVE-1,PAY-THRESHOLD-ABOVE,1,2026-08-15,succeeded,
ATT-THRESHOLD-EQUAL-1,PAY-THRESHOLD-EQUAL,1,2026-08-15,succeeded,
ATT-TIMING-1,PAY-TIMING,1,2026-08-31,succeeded,
