case_id,status,reason_code,as_of_date,review_note
REC-LEGACY-0297,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0298,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0299,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0300,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0301,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0302,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0303,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0304,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0305,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0306,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0307,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0308,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0309,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0310,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0311,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0312,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0313,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0314,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0315,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0316,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0317,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0318,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0319,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0320,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0321,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0322,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0323,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0324,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0325,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0326,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0327,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0328,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0329,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0330,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0331,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0332,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0333,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0334,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0335,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0336,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0337,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0338,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0339,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0340,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0341,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0342,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0343,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0344,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0345,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0346,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0347,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0348,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0349,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0350,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0351,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0352,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0353,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0354,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0355,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0356,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0357,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0358,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0359,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0360,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0361,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0362,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0363,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0364,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0365,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0366,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0367,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0368,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0369,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0370,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0371,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0372,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0373,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0374,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0375,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0376,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0377,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0378,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0379,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0380,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0381,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0382,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0383,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0384,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0385,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0386,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0387,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0388,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0389,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0390,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0391,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0392,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0393,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0394,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0395,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0396,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0397,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0398,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0399,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0400,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0401,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0402,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0403,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0404,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0405,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0406,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0407,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0408,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0409,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0410,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0411,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0412,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0413,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0414,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0415,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0416,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0417,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0418,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0419,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0420,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0421,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0422,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0423,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0424,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0425,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0426,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0427,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0428,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0429,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0430,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0431,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0432,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0433,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0434,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0435,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0436,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0437,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0438,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0439,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0440,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0441,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0442,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0443,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0444,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0445,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0446,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0447,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0448,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0449,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0450,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0451,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0452,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0453,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0454,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0455,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0456,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0457,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0458,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0459,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0460,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0461,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0462,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0463,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0464,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0465,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0466,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0467,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0468,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0469,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0470,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0471,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0472,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0473,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0474,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0475,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0476,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0477,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0478,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0479,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0480,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0481,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0482,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0483,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0484,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0485,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0486,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0487,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0488,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0489,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0490,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0491,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0492,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0493,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0494,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0495,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0496,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0497,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0498,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0499,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-MISMATCH,discrepancy,amount_mismatch,2026-09-05,Synthetic adjudication: amount_mismatch
REC-MISSING-BANK,unreconciled,missing_bank_record,2026-09-05,Synthetic adjudication: missing_bank_record
REC-MISSING-REF,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-NEXT-MONTH,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-PAISE,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-PARTIAL,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-PARTIAL-REFUND,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-PENDING,not_due,future_settlement,2026-09-05,Synthetic adjudication: future_settlement
REC-PROCESSING,not_due,future_settlement,2026-09-05,Synthetic adjudication: future_settlement
REC-REFUND,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-RETRY,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-REVERSAL,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-REVERSED,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-SPLIT,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-THRESHOLD-ABOVE,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-THRESHOLD-EQUAL,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-TIMING,reconciled,timing_difference,2026-09-05,Synthetic adjudication: timing_difference
REC-UNEXPECTED,unreconciled,unexpected_bank_debit,2026-09-05,Synthetic adjudication: unexpected_bank_debit
