invoice_id,vendor_id,invoice_date,due_date,amount_minor,provenance
INV-LEGACY-0185,87a75965-a272-5a35-900e-1762ba9488ed,2025-05-08,2025-06-07,2134508,synthetic_extension_v1
INV-LEGACY-0186,8d0d49ca-9dd9-5c8c-b9fe-e4cb65defe73,2024-10-02,2024-11-01,3506614,synthetic_extension_v1
INV-LEGACY-0187,63f4d061-8523-5ba5-83df-01cd7055f359,2025-02-26,2025-03-28,3209686,synthetic_extension_v1
INV-LEGACY-0188,c3ee90ed-404d-5b52-9dc6-1da94d6809b4,2025-06-02,2025-07-02,37654896,synthetic_extension_v1
INV-LEGACY-0189,20ba8481-4838-57a8-85c4-600e334e994d,2026-02-25,2026-03-27,2455010,synthetic_extension_v1
INV-LEGACY-0190,f4429e57-7327-591d-a6e0-daa2dc7243ea,2026-07-26,2026-08-25,29328847,synthetic_extension_v1
INV-LEGACY-0191,76cfa4d5-58cd-5147-9114-6d2347852070,2024-05-10,2024-06-09,10447194,synthetic_extension_v1
INV-LEGACY-0192,c1b1e75d-131d-5e69-86c5-c0c12e77406d,2024-05-05,2024-06-04,730685,synthetic_extension_v1
INV-LEGACY-0193,abfafefd-f1d4-562e-8578-673570ba6670,2024-10-15,2024-11-14,1710980,synthetic_extension_v1
INV-LEGACY-0194,bc2e61d3-b231-50d7-adf4-3d8cefc47608,2025-08-04,2025-09-03,722705,synthetic_extension_v1
INV-LEGACY-0195,201f525a-3068-5046-b028-7def29460c9d,2024-05-19,2024-06-18,388008,synthetic_extension_v1
INV-LEGACY-0196,b8412f27-5f6f-5b52-9764-cc61586ae013,2025-05-05,2025-06-04,3749712,synthetic_extension_v1
INV-LEGACY-0197,a39f87b4-af54-56c4-9630-3a77a007a20e,2024-07-22,2024-08-21,1541725,synthetic_extension_v1
INV-LEGACY-0198,bc6febd8-7473-5fe0-a8b5-fdf154c45313,2025-03-25,2025-04-24,2719297,synthetic_extension_v1
INV-LEGACY-0199,85be973f-397c-5091-a0cf-8a69af9538a6,2024-01-09,2024-02-08,1259003,synthetic_extension_v1
INV-LEGACY-0200,f27aaedd-4c53-5c6f-9527-59387c250723,2024-09-21,2024-10-21,2768705,synthetic_extension_v1
INV-LEGACY-0201,8ad3ab75-1148-52cf-b7d9-e9f22926b24e,2024-10-01,2024-10-31,316433066,synthetic_extension_v1
INV-LEGACY-0202,3045c937-d3d2-5d34-a1f6-1f3f4fd0a24c,2024-02-23,2024-03-24,33240077,synthetic_extension_v1
INV-LEGACY-0203,c85a13a5-eb0d-5389-b144-796391146dd1,2024-03-01,2024-03-31,1415550,synthetic_extension_v1
INV-LEGACY-0204,c3ee90ed-404d-5b52-9dc6-1da94d6809b4,2025-06-25,2025-07-25,4031200,synthetic_extension_v1
INV-LEGACY-0205,37fa3390-3c13-5b9d-91da-fd76fbb1f631,2024-11-19,2024-12-19,1377909,synthetic_extension_v1
INV-LEGACY-0206,f037e82c-74e9-5a3c-aaa3-daa26856de67,2024-03-11,2024-04-10,4949941,synthetic_extension_v1
INV-LEGACY-0207,58c8ca4c-8f64-5f76-afde-257dfee3eba4,2024-01-24,2024-02-23,3376514,synthetic_extension_v1
INV-LEGACY-0208,840839a8-c7ea-5ee3-a49b-4add4123bfcc,2025-05-14,2025-06-13,48766312,synthetic_extension_v1
INV-LEGACY-0209,56f84b4c-e039-5f72-b3f7-41684d1e212a,2026-05-15,2026-06-14,2385915,synthetic_extension_v1
INV-LEGACY-0210,3045c937-d3d2-5d34-a1f6-1f3f4fd0a24c,2025-10-05,2025-11-04,997144,synthetic_extension_v1
INV-LEGACY-0211,cf12fc5b-6cbd-5c4d-a645-d8cb8ffc3364,2026-06-15,2026-07-15,48169581,synthetic_extension_v1
INV-LEGACY-0212,5abefc8a-a7ab-5b14-82be-80d66cee2257,2024-05-29,2024-06-28,40777522,synthetic_extension_v1
INV-LEGACY-0213,56f84b4c-e039-5f72-b3f7-41684d1e212a,2024-01-07,2024-02-06,2227006,synthetic_extension_v1
INV-LEGACY-0214,b7246714-7696-5218-97d3-ec9f16a96d23,2026-05-16,2026-06-15,4089425,synthetic_extension_v1
INV-LEGACY-0215,21433154-873b-5278-942c-b1731fd3c3cb,2026-03-18,2026-04-17,4786502,synthetic_extension_v1
INV-LEGACY-0216,6890ddec-c75c-5441-980b-5b0c7953a44c,2025-05-20,2025-06-19,37174762,synthetic_extension_v1
INV-LEGACY-0217,997cec34-5c60-56ac-a6b4-a3d4e25e3313,2024-05-21,2024-06-20,3505819,synthetic_extension_v1
INV-LEGACY-0218,dc76987f-d23e-545e-8544-9315d8870171,2026-05-11,2026-06-10,476068,synthetic_extension_v1
INV-LEGACY-0219,997cec34-5c60-56ac-a6b4-a3d4e25e3313,2024-10-31,2024-11-30,2887132,synthetic_extension_v1
INV-LEGACY-0220,0abe02c5-6298-5e60-8222-19e57456cc9c,2024-08-17,2024-09-16,887806,synthetic_extension_v1
INV-LEGACY-0221,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,2026-01-21,2026-02-20,2377638,synthetic_extension_v1
INV-LEGACY-0222,1e7245ad-12eb-5c96-8d0a-dc1f95537f98,2026-05-23,2026-06-22,4135744,synthetic_extension_v1
INV-LEGACY-0223,785c0395-e985-5f7b-b465-fe76f488bedc,2024-01-11,2024-02-10,4509525,synthetic_extension_v1
INV-LEGACY-0224,2a46d6e0-9626-547a-9492-f77626fc9294,2025-04-25,2025-05-25,710951,synthetic_extension_v1
INV-LEGACY-0225,291a230d-b959-548a-bb4e-48ef410ee686,2024-03-02,2024-04-01,3526571,synthetic_extension_v1
INV-LEGACY-0226,6d348207-0285-5c60-9b77-05138f349590,2024-02-26,2024-03-27,929648,synthetic_extension_v1
INV-LEGACY-0227,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,2026-03-05,2026-04-04,2383119,synthetic_extension_v1
INV-LEGACY-0228,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,2024-05-01,2024-05-31,3723979,synthetic_extension_v1
INV-LEGACY-0229,33460873-b38d-5c4e-b1bb-75ac8bbd4e7b,2026-04-14,2026-05-14,47298631,synthetic_extension_v1
INV-LEGACY-0230,f037e82c-74e9-5a3c-aaa3-daa26856de67,2025-08-30,2025-09-29,1267093,synthetic_extension_v1
INV-LEGACY-0231,b27be532-f849-53e0-b298-6c23a1f29e92,2025-04-16,2025-05-16,1560382,synthetic_extension_v1
INV-LEGACY-0232,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,2024-08-28,2024-09-27,1071303,synthetic_extension_v1
INV-LEGACY-0233,e5a1e07d-c752-52b1-94e2-78347b85647b,2025-09-23,2025-10-23,2001972,synthetic_extension_v1
INV-LEGACY-0234,6b91b68f-afd1-5fa9-b57d-2087186b70e8,2026-04-30,2026-05-30,365022,synthetic_extension_v1
INV-LEGACY-0235,7ba9ed9a-c8e1-5579-a537-9012bfdc80de,2024-11-11,2024-12-11,33877227,synthetic_extension_v1
INV-LEGACY-0236,6db5f047-b1cb-55f3-a343-da35c9d44f09,2025-09-21,2025-10-21,40270173,synthetic_extension_v1
INV-LEGACY-0237,9e31f002-04dc-576f-b04a-7810aab351aa,2024-02-11,2024-03-12,1126981,synthetic_extension_v1
INV-LEGACY-0238,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,2026-09-04,2026-10-04,27729810,synthetic_extension_v1
INV-LEGACY-0239,2c5245f6-45e2-5ada-9149-36fccc79f4ad,2026-05-25,2026-06-24,4255973,synthetic_extension_v1
INV-LEGACY-0240,a39f87b4-af54-56c4-9630-3a77a007a20e,2024-12-29,2025-01-28,4028439,synthetic_extension_v1
INV-LEGACY-0241,5abefc8a-a7ab-5b14-82be-80d66cee2257,2026-05-14,2026-06-13,4637951,synthetic_extension_v1
INV-LEGACY-0242,63ba70e1-c58b-5e80-90b6-e64b468e1d8f,2025-03-28,2025-04-27,38527084,synthetic_extension_v1
INV-LEGACY-0243,85be973f-397c-5091-a0cf-8a69af9538a6,2026-06-11,2026-07-11,49533574,synthetic_extension_v1
INV-LEGACY-0244,bdfdbeed-dd68-51d8-81d7-883bde84ff57,2024-01-28,2024-02-27,3165166,synthetic_extension_v1
INV-LEGACY-0245,14d404d2-4217-5119-97fc-0aa76600055f,2026-03-28,2026-04-27,47457274,synthetic_extension_v1
INV-LEGACY-0246,264879eb-432f-5dec-bb7c-ced8802ee711,2025-11-27,2025-12-27,1022750,synthetic_extension_v1
INV-LEGACY-0247,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,2025-07-28,2025-08-27,371313799,synthetic_extension_v1
INV-LEGACY-0248,f037e82c-74e9-5a3c-aaa3-daa26856de67,2025-02-13,2025-03-15,1200761,synthetic_extension_v1
INV-LEGACY-0249,252d221d-75f9-503d-a310-5720c7e3f003,2024-10-18,2024-11-17,33124797,synthetic_extension_v1
INV-LEGACY-0250,7da7d206-57ba-5c34-a589-086317984a43,2025-02-21,2025-03-23,223003,synthetic_extension_v1
INV-LEGACY-0251,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-06-04,2025-07-04,1383171,synthetic_extension_v1
INV-LEGACY-0252,52499440-76c6-5aa8-96a8-5ee514d1f561,2024-10-17,2024-11-16,22167699,synthetic_extension_v1
INV-LEGACY-0253,dcd3d192-8ac0-57bb-b3e4-60cd56518662,2024-01-22,2024-02-21,42875729,synthetic_extension_v1
INV-LEGACY-0254,2944fa7a-c322-53a9-ba46-4cb8c85c8d15,2025-06-10,2025-07-10,2155035,synthetic_extension_v1
INV-LEGACY-0255,033df6de-e39a-556f-ac50-8ec5164d7754,2025-03-15,2025-04-14,401641,synthetic_extension_v1
INV-LEGACY-0256,58c8ca4c-8f64-5f76-afde-257dfee3eba4,2024-01-07,2024-02-06,1018009,synthetic_extension_v1
INV-LEGACY-0257,ac0e41d7-b3ab-556c-97a1-1af4ba2265ad,2026-05-22,2026-06-21,3217186,synthetic_extension_v1
INV-LEGACY-0258,2482678b-b707-5b50-a10d-0bafdc2444bb,2025-12-10,2026-01-09,2211621,synthetic_extension_v1
INV-LEGACY-0259,20ba8481-4838-57a8-85c4-600e334e994d,2024-02-29,2024-03-30,1159214,synthetic_extension_v1
INV-LEGACY-0260,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-10-18,2025-11-17,2013037,synthetic_extension_v1
INV-LEGACY-0261,bc6febd8-7473-5fe0-a8b5-fdf154c45313,2025-06-28,2025-07-28,1924843,synthetic_extension_v1
INV-LEGACY-0262,37164bdb-4512-552f-8f5e-9f176f3fd5bb,2026-05-03,2026-06-02,38268739,synthetic_extension_v1
INV-LEGACY-0263,d0ea87f6-fd2c-5100-ad10-ec07ea13effe,2024-02-07,2024-03-08,39979022,synthetic_extension_v1
INV-LEGACY-0264,9d8d52b3-df86-5ba3-88ee-387602aedd38,2024-12-01,2024-12-31,4948094,synthetic_extension_v1
INV-LEGACY-0265,062379c9-df52-5839-ac2c-84c2f769737e,2024-08-27,2024-09-26,4418992,synthetic_extension_v1
INV-LEGACY-0266,d0ea87f6-fd2c-5100-ad10-ec07ea13effe,2026-05-12,2026-06-11,4465058,synthetic_extension_v1
INV-LEGACY-0267,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,2026-06-27,2026-07-27,224465,synthetic_extension_v1
INV-LEGACY-0268,cb594e5f-b964-5154-b88d-6a5b35a1b057,2026-02-02,2026-03-04,1993780,synthetic_extension_v1
INV-LEGACY-0269,7da7d206-57ba-5c34-a589-086317984a43,2024-12-17,2025-01-16,235354,synthetic_extension_v1
INV-LEGACY-0270,20ba8481-4838-57a8-85c4-600e334e994d,2026-06-03,2026-07-03,15749046,synthetic_extension_v1
INV-LEGACY-0271,15205565-6528-5522-9ba1-6c8a769002f2,2025-11-30,2025-12-30,44986668,synthetic_extension_v1
INV-LEGACY-0272,8c44d008-53f7-596a-b199-37f3269feea3,2026-08-25,2026-09-24,1954755,synthetic_extension_v1
INV-LEGACY-0273,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,2024-07-02,2024-08-01,12414163,synthetic_extension_v1
INV-LEGACY-0274,58c8ca4c-8f64-5f76-afde-257dfee3eba4,2024-12-13,2025-01-12,17841517,synthetic_extension_v1
INV-LEGACY-0275,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,2024-08-13,2024-09-12,10596841,synthetic_extension_v1
INV-LEGACY-0276,c85a13a5-eb0d-5389-b144-796391146dd1,2025-01-11,2025-02-10,3494503,synthetic_extension_v1
INV-LEGACY-0277,f1cfd59d-0d36-5d68-a40c-87eabd9e9d1b,2025-03-15,2025-04-14,1983332,synthetic_extension_v1
INV-LEGACY-0278,85be973f-397c-5091-a0cf-8a69af9538a6,2025-11-04,2025-12-04,47551823,synthetic_extension_v1
INV-LEGACY-0279,0a8aafe5-fade-50a3-b44a-65fe01a3f5e3,2026-01-11,2026-02-10,571281,synthetic_extension_v1
INV-LEGACY-0280,af4f0c33-bac2-5577-86cb-a6ba042a6dd0,2025-04-08,2025-05-08,1459655,synthetic_extension_v1
INV-LEGACY-0281,b4e1de7a-e798-52f8-9269-e4214d83108e,2024-10-26,2024-11-25,2055829,synthetic_extension_v1
INV-LEGACY-0282,ae9d9f80-e11d-5e53-b167-7c7f9031fd6a,2024-04-04,2024-05-04,2129685,synthetic_extension_v1
INV-LEGACY-0283,d834cbe4-1ac8-57b4-b601-bf0e55237534,2026-04-29,2026-05-29,2141143,synthetic_extension_v1
INV-LEGACY-0284,f2076f54-1357-59de-8f38-194c67d4f1bf,2025-04-23,2025-05-23,239811,synthetic_extension_v1
INV-LEGACY-0285,19581aae-06ea-5c39-9399-25aef009de24,2024-02-29,2024-03-30,4845055,synthetic_extension_v1
INV-LEGACY-0286,58c8ca4c-8f64-5f76-afde-257dfee3eba4,2024-12-21,2025-01-20,2301195,synthetic_extension_v1
INV-LEGACY-0287,ac0e41d7-b3ab-556c-97a1-1af4ba2265ad,2024-08-25,2024-09-24,806419,synthetic_extension_v1
INV-LEGACY-0288,bdfdbeed-dd68-51d8-81d7-883bde84ff57,2025-07-21,2025-08-20,2471396,synthetic_extension_v1
INV-LEGACY-0289,8eeb06f6-ac4a-502a-82ae-d92769fe3b88,2025-05-16,2025-06-15,2351417,synthetic_extension_v1
INV-LEGACY-0290,96cb7db8-3817-5d76-9d8c-b73e2a17bbec,2026-07-24,2026-08-23,2158646,synthetic_extension_v1
INV-LEGACY-0291,58cbc3f9-5cbb-5b99-bd78-d9384a28acd6,2025-11-03,2025-12-03,16409519,synthetic_extension_v1
INV-LEGACY-0292,77167ec3-e35c-5dae-88bc-e1a85debe453,2025-03-11,2025-04-10,468717,synthetic_extension_v1
INV-LEGACY-0293,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,2024-03-02,2024-04-01,4081205,synthetic_extension_v1
INV-LEGACY-0294,4063d6f3-59a9-5227-b8dd-344a5972d9da,2024-12-12,2025-01-11,1617646,synthetic_extension_v1
INV-LEGACY-0295,6ff81d04-69f9-5ca1-b0d6-9b58a4098b61,2026-02-09,2026-03-11,1025732,synthetic_extension_v1
INV-LEGACY-0296,2944fa7a-c322-53a9-ba46-4cb8c85c8d15,2025-05-02,2025-06-01,2470999,synthetic_extension_v1
INV-LEGACY-0297,8674902d-2a3e-5926-9cad-29217ce4cc5d,2025-07-17,2025-08-16,36601677,synthetic_extension_v1
INV-LEGACY-0298,d0ea87f6-fd2c-5100-ad10-ec07ea13effe,2024-06-05,2024-07-05,3265108,synthetic_extension_v1
INV-LEGACY-0299,54719001-fd55-5f9d-8b4e-887178dd2f03,2026-08-21,2026-09-20,4438999,synthetic_extension_v1
INV-LEGACY-0300,af26753c-e2fb-51c9-b80e-aa1936b064f1,2025-02-21,2025-03-23,3650955,synthetic_extension_v1
INV-LEGACY-0301,e64b0d81-2f42-5b01-8b7f-21aaf64f8ba4,2024-04-02,2024-05-02,2283246,synthetic_extension_v1
INV-LEGACY-0302,9e13bd15-65f8-5e56-9052-683f07fdf9fa,2026-03-12,2026-04-11,3518401,synthetic_extension_v1
INV-LEGACY-0303,87a75965-a272-5a35-900e-1762ba9488ed,2026-07-23,2026-08-22,1528576,synthetic_extension_v1
INV-LEGACY-0304,a39f87b4-af54-56c4-9630-3a77a007a20e,2024-11-27,2024-12-27,27949998,synthetic_extension_v1
INV-LEGACY-0305,6890ddec-c75c-5441-980b-5b0c7953a44c,2024-03-13,2024-04-12,1135625,synthetic_extension_v1
INV-LEGACY-0306,e4ae775b-af33-58eb-b006-541d8689a783,2025-03-16,2025-04-15,843303,synthetic_extension_v1
INV-LEGACY-0307,2c7fa604-b973-51cd-aaeb-33054db07262,2024-12-01,2024-12-31,1388172,synthetic_extension_v1
INV-LEGACY-0308,6162fefd-5e2c-5b46-9196-19877bc1dc92,2026-08-21,2026-09-20,4138028,synthetic_extension_v1
INV-LEGACY-0309,fde58e48-cf68-524f-8d70-f1b18d897472,2024-04-15,2024-05-15,4795448,synthetic_extension_v1
INV-LEGACY-0310,4dd192f2-9722-5707-a965-d53b52ec5e27,2024-07-10,2024-08-09,1148158,synthetic_extension_v1
INV-LEGACY-0311,b901ff6a-cb68-580d-8513-f21dae44888e,2025-03-08,2025-04-07,952818,synthetic_extension_v1
INV-LEGACY-0312,63316b6c-efd4-540b-8a8c-979177487156,2024-10-24,2024-11-23,339100,synthetic_extension_v1
INV-LEGACY-0313,8ad3ab75-1148-52cf-b7d9-e9f22926b24e,2024-06-01,2024-07-01,4198901,synthetic_extension_v1
INV-LEGACY-0314,21433154-873b-5278-942c-b1731fd3c3cb,2026-06-01,2026-07-01,3799139,synthetic_extension_v1
INV-LEGACY-0315,b7246714-7696-5218-97d3-ec9f16a96d23,2026-08-29,2026-09-28,40423804,synthetic_extension_v1
INV-LEGACY-0316,24c395d5-926a-5626-aefc-90c253e9d26a,2024-10-27,2024-11-26,34798382,synthetic_extension_v1
INV-LEGACY-0317,fc52ab5c-f5e8-52a1-b41d-42d60b68168f,2025-03-15,2025-04-14,4741987,synthetic_extension_v1
INV-LEGACY-0318,56f84b4c-e039-5f72-b3f7-41684d1e212a,2025-08-13,2025-09-12,1481273,synthetic_extension_v1
INV-LEGACY-0319,fad3766f-9d22-5c98-a03c-14f80cdd8d5c,2024-06-04,2024-07-04,37407965,synthetic_extension_v1
INV-LEGACY-0320,f27aaedd-4c53-5c6f-9527-59387c250723,2026-01-10,2026-02-09,4185450,synthetic_extension_v1
INV-LEGACY-0321,5243a818-9d8e-5646-b3d1-2471cba98005,2024-11-17,2024-12-17,1323826,synthetic_extension_v1
INV-LEGACY-0322,61dc7946-723b-549d-8f30-8fca04d45872,2024-11-04,2024-12-04,23610998,synthetic_extension_v1
INV-LEGACY-0323,bd8e03c0-b540-5225-85ee-86af7c924b1d,2024-06-25,2024-07-25,15170872,synthetic_extension_v1
INV-LEGACY-0324,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2024-05-22,2024-06-21,2377968,synthetic_extension_v1
INV-LEGACY-0325,8eeb06f6-ac4a-502a-82ae-d92769fe3b88,2026-01-16,2026-02-15,1410961,synthetic_extension_v1
INV-LEGACY-0326,f27aaedd-4c53-5c6f-9527-59387c250723,2025-07-17,2025-08-16,2049471,synthetic_extension_v1
INV-LEGACY-0327,201f525a-3068-5046-b028-7def29460c9d,2026-04-09,2026-05-09,3517740,synthetic_extension_v1
INV-LEGACY-0328,b0e00bfb-3ce5-50f7-be46-15507bb204de,2026-03-31,2026-04-30,4669978,synthetic_extension_v1
INV-LEGACY-0329,f037e82c-74e9-5a3c-aaa3-daa26856de67,2026-04-18,2026-05-18,33218902,synthetic_extension_v1
INV-LEGACY-0330,f1901f67-4ff5-5e3f-b044-a75a954243c5,2026-02-22,2026-03-24,15624503,synthetic_extension_v1
INV-LEGACY-0331,bd8e03c0-b540-5225-85ee-86af7c924b1d,2025-01-16,2025-02-15,1793608,synthetic_extension_v1
INV-LEGACY-0332,201f525a-3068-5046-b028-7def29460c9d,2026-06-30,2026-07-30,4434869,synthetic_extension_v1
INV-LEGACY-0333,f5e0353e-e386-5f2e-bfc2-61c7f6188bce,2025-02-14,2025-03-16,4955559,synthetic_extension_v1
INV-LEGACY-0334,f27aaedd-4c53-5c6f-9527-59387c250723,2025-04-29,2025-05-29,2360763,synthetic_extension_v1
INV-LEGACY-0335,807ea2e2-6f6f-5cab-9638-b69db7d91d38,2025-08-23,2025-09-22,663855,synthetic_extension_v1
INV-LEGACY-0336,24c395d5-926a-5626-aefc-90c253e9d26a,2025-05-30,2025-06-29,18542800,synthetic_extension_v1
INV-LEGACY-0337,f037e82c-74e9-5a3c-aaa3-daa26856de67,2024-03-26,2024-04-25,1619946,synthetic_extension_v1
INV-LEGACY-0338,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2025-11-03,2025-12-03,1624095,synthetic_extension_v1
INV-LEGACY-0339,b584bf2b-77bb-5727-8a18-79acd4bd5e20,2024-11-07,2024-12-07,379947,synthetic_extension_v1
INV-LEGACY-0340,a37e9aba-5d93-5861-966e-d1a0276f97c2,2024-04-10,2024-05-10,29631145,synthetic_extension_v1
INV-LEGACY-0341,26fccec6-9ded-5756-8d18-1f83c0eef0ac,2025-08-12,2025-09-11,4621064,synthetic_extension_v1
INV-LEGACY-0342,bdfdbeed-dd68-51d8-81d7-883bde84ff57,2024-12-02,2025-01-01,1314790,synthetic_extension_v1
INV-LEGACY-0343,2e8d5717-28ff-507f-9a7a-87f8c9fbeee0,2026-01-04,2026-02-03,4082685,synthetic_extension_v1
INV-LEGACY-0344,20ba8481-4838-57a8-85c4-600e334e994d,2024-07-07,2024-08-06,577955,synthetic_extension_v1
INV-LEGACY-0345,56f84b4c-e039-5f72-b3f7-41684d1e212a,2025-03-28,2025-04-27,3972918,synthetic_extension_v1
INV-LEGACY-0346,5243a818-9d8e-5646-b3d1-2471cba98005,2024-03-04,2024-04-03,4699177,synthetic_extension_v1
INV-LEGACY-0347,c212531e-e5ce-5540-b467-81a4b60e2fcb,2026-05-08,2026-06-07,4856631,synthetic_extension_v1
INV-LEGACY-0348,3fd4db81-0f08-5859-90bd-ea8a08d9860a,2024-08-20,2024-09-19,44964893,synthetic_extension_v1
INV-LEGACY-0349,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2026-08-16,2026-09-15,315371489,synthetic_extension_v1
INV-LEGACY-0350,b901ff6a-cb68-580d-8513-f21dae44888e,2026-06-23,2026-07-23,637551,synthetic_extension_v1
INV-LEGACY-0351,5243a818-9d8e-5646-b3d1-2471cba98005,2025-12-13,2026-01-12,3950395,synthetic_extension_v1
INV-LEGACY-0352,21433154-873b-5278-942c-b1731fd3c3cb,2024-12-25,2025-01-24,4898282,synthetic_extension_v1
INV-LEGACY-0353,b7246714-7696-5218-97d3-ec9f16a96d23,2026-03-13,2026-04-12,4129223,synthetic_extension_v1
INV-LEGACY-0354,5abefc8a-a7ab-5b14-82be-80d66cee2257,2024-11-29,2024-12-29,35767439,synthetic_extension_v1
INV-LEGACY-0355,6162fefd-5e2c-5b46-9196-19877bc1dc92,2025-01-22,2025-02-21,46431632,synthetic_extension_v1
INV-LEGACY-0356,5243a818-9d8e-5646-b3d1-2471cba98005,2026-07-17,2026-08-16,2615423,synthetic_extension_v1
INV-LEGACY-0357,9e31f002-04dc-576f-b04a-7810aab351aa,2025-12-11,2026-01-10,3796829,synthetic_extension_v1
INV-LEGACY-0358,840839a8-c7ea-5ee3-a49b-4add4123bfcc,2025-06-09,2025-07-09,3660463,synthetic_extension_v1
INV-LEGACY-0359,3045c937-d3d2-5d34-a1f6-1f3f4fd0a24c,2025-06-27,2025-07-27,3868453,synthetic_extension_v1
INV-LEGACY-0360,25974edd-0cb8-5af8-ba05-a4fdf1bc3e7e,2025-04-19,2025-05-19,957455,synthetic_extension_v1
INV-LEGACY-0361,fc52ab5c-f5e8-52a1-b41d-42d60b68168f,2025-10-20,2025-11-19,3059353,synthetic_extension_v1
INV-LEGACY-0362,8c44d008-53f7-596a-b199-37f3269feea3,2025-08-12,2025-09-11,2481548,synthetic_extension_v1
INV-LEGACY-0363,feec06a9-7280-546f-924d-ecfea859f26a,2025-10-05,2025-11-04,770500,synthetic_extension_v1
INV-LEGACY-0364,fde58e48-cf68-524f-8d70-f1b18d897472,2024-05-12,2024-06-11,2547302,synthetic_extension_v1
INV-LEGACY-0365,03398435-d65f-54a1-88a2-e7df04f2ab90,2024-05-08,2024-06-07,2620530,synthetic_extension_v1
INV-LEGACY-0366,264879eb-432f-5dec-bb7c-ced8802ee711,2026-03-06,2026-04-05,4632580,synthetic_extension_v1
INV-LEGACY-0367,77167ec3-e35c-5dae-88bc-e1a85debe453,2026-02-25,2026-03-27,3030472,synthetic_extension_v1
INV-LEGACY-0368,e4ae775b-af33-58eb-b006-541d8689a783,2024-04-03,2024-05-03,3304918,synthetic_extension_v1
INV-LEGACY-0369,753ba2d9-7f77-5415-9d05-090061f6cbda,2026-02-11,2026-03-13,958723,synthetic_extension_v1
INV-LEGACY-0370,86fbef14-30de-5cde-bbe2-f78c991361b4,2025-01-16,2025-02-15,3117880,synthetic_extension_v1
INV-LEGACY-0371,120a5a93-1687-5da0-b93a-351c35912e25,2026-05-02,2026-06-01,35453,synthetic_extension_v1
INV-LEGACY-0372,6b91b68f-afd1-5fa9-b57d-2087186b70e8,2025-12-25,2026-01-24,4953678,synthetic_extension_v1
INV-LEGACY-0373,7fa798a3-a6f7-5238-bd7d-37d91e0e6df0,2024-02-18,2024-03-19,32963570,synthetic_extension_v1
INV-LEGACY-0374,b57df291-5493-5655-8bb6-8926410a88df,2024-02-19,2024-03-20,3397127,synthetic_extension_v1
INV-LEGACY-0375,f27aaedd-4c53-5c6f-9527-59387c250723,2026-07-08,2026-08-07,4497562,synthetic_extension_v1
INV-LEGACY-0376,b27be532-f849-53e0-b298-6c23a1f29e92,2025-02-26,2025-03-28,3419465,synthetic_extension_v1
INV-LEGACY-0377,8757b8f4-d39e-58f9-b9a6-ea2a75b7e0ed,2026-01-23,2026-02-22,1082144,synthetic_extension_v1
INV-LEGACY-0378,ba537eaa-c14d-51c4-8d39-e081b19753b7,2026-03-07,2026-04-06,1431859,synthetic_extension_v1
INV-LEGACY-0379,7d9808dd-3821-5fb9-b119-a0bd774ca03c,2026-08-06,2026-09-05,91748,synthetic_extension_v1
INV-LEGACY-0380,b7246714-7696-5218-97d3-ec9f16a96d23,2025-09-11,2025-10-11,4734012,synthetic_extension_v1
INV-LEGACY-0381,6162fefd-5e2c-5b46-9196-19877bc1dc92,2024-07-25,2024-08-24,26340770,synthetic_extension_v1
INV-LEGACY-0382,02fa1041-ddcd-5883-8de5-e7279d532d52,2026-09-05,2026-10-05,1610783,synthetic_extension_v1
INV-LEGACY-0383,997cec34-5c60-56ac-a6b4-a3d4e25e3313,2026-07-05,2026-08-04,1280982,synthetic_extension_v1
INV-LEGACY-0384,609ad49b-f5e8-5f86-a5ef-d803c80a8792,2024-06-27,2024-07-27,4266924,synthetic_extension_v1
INV-LEGACY-0385,b33c580e-ecba-5689-9029-34404623f131,2025-12-08,2026-01-07,21988170,synthetic_extension_v1
INV-LEGACY-0386,1dcd9d91-6524-598c-9bc4-13ae14df9657,2025-03-07,2025-04-06,374335,synthetic_extension_v1
INV-LEGACY-0387,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2026-06-22,2026-07-22,933611,synthetic_extension_v1
INV-LEGACY-0388,63316b6c-efd4-540b-8a8c-979177487156,2025-06-06,2025-07-06,3702586,synthetic_extension_v1
INV-LEGACY-0389,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2025-10-24,2025-11-23,3735106,synthetic_extension_v1
INV-LEGACY-0390,3cfda5b9-7dde-55fa-8cfa-d3b7d9e475ff,2025-02-03,2025-03-05,2086493,synthetic_extension_v1
