transaction_id,account_id,transaction_date,transaction_type,description,amount_minor,reference_id,utr_number,provenance
174f79ad-673b-49ab-bd5f-df67c046f391,14221eaf-283e-4340-abc4-dd08b2941107,2026-07-01,debit,LOAN/MAX LIFE,-15971681,R4096852,441352525785,original_csv
1751282c-b735-4de7-a2f0-fd5071b708af,4beba49f-9bcc-48cd-839a-2fa05dc9d458,2025-01-24,debit,TFR/SBI MUTUAL FUND,-3341595,I3768831,379347637075,original_csv
17567f4c-5878-4cb6-8a7d-baa1e7823f45,2b01375e-f233-46ea-8964-a4303fc10a78,2025-05-09,debit,UTIL/ZOMATO,-6272455,R4956763,,original_csv
175b7753-87f6-40bf-9716-001d5f5f6ca0,bfdcdc30-5dc4-4fac-9046-bd0076f5baff,2024-05-16,credit,INT/NAVI MUTUAL FUND,3301644,R5605484,330653846687,original_csv
175e7c7e-5fe7-460b-b77c-bed744756ec6,29cbd8f6-ef34-4eee-b7ff-23dad983c563,2024-08-31,credit,POS/PHONEPE,396263,S5924600,484942223337,original_csv
1761df07-fe3e-40d8-945b-012cfcb0b109,8eb4be0c-28c0-414a-9fac-cc0e2c018a53,2024-04-01,debit,TFR/PAYTM,-3548329,R4557293,,original_csv
17637b6e-c32a-4a94-92e0-48dca94dc0f2,900a43ae-c5a8-4f7a-b459-f7029fd04462,2025-02-16,debit,UTIL/SBI CARD,-39850339,R7618556,,original_csv
17650f45-c7ce-4c08-8242-a4b653ba0b96,556c4c24-c740-4e60-8e98-a1d6246c035a,2025-01-04,debit,INT/SBI LIFE,-3295607,U3386581,,original_csv
1765f97c-da19-416f-bb4f-6cab65795693,f7d85571-ac9f-4d3c-814e-11c696f70c77,2026-05-27,debit,REV/BAJAJ ALLIANZ GENERAL,-887250,S1741303,249578030165,original_csv
1766f9b8-390d-4ced-aa05-0b59a1db7988,831eea30-24a0-4bb2-abc4-8f7f5662fb12,2025-09-26,credit,POS/ADANI ELECTRICITY,4788083,S4758494,535134054314,original_csv
17680232-857c-465b-b0e1-dfb985cf5873,0d66a827-c2ff-4a3c-841c-cf7233b52e5e,2025-05-16,credit,POS/ZERODHA MUTUAL FUND,3429564,T8627625,287790978522,original_csv
176a1c5e-1ec7-4db2-a46d-fbe00639b08e,f9bf536a-da09-4ef3-8323-a2142c55101e,2024-06-03,credit,NEFT/JIO INFCOMM,3610437,T4974622,544290198199,original_csv
176f5d19-ef61-4fb4-9280-a79f90a9ad8b,e16a8579-862d-47e5-904d-8f79355bbf90,2026-08-22,debit,"EMI/Seth, Swamy and Kumer",-3989785,T2780327,247014287777,original_csv
176f6d92-a717-44f2-b741-49969f34b335,d4c13d70-1ede-4364-aaf9-6a30d76edb56,2025-09-27,debit,RET/SBI MUTUAL FUND,-3487802,N6573384,659606739041,original_csv
177033f7-81bb-463c-b570-1cf26abca4fc,8bdf7847-fc58-484b-b882-d0ddc337ba71,2026-07-26,credit,UTIL/RELIANCE GENERAL,3871173,I7594509,427870275993,original_csv
17713fcf-6007-4fee-a1b3-e63cbf39d6bf,4f01cdef-441a-4ade-b157-d6eefa631a6d,2025-01-05,debit,TFR/AIRTEL PAYMENTS BANK,-4840925,R3322206,441244713785,original_csv
1772fb3b-b990-4d0f-bb39-632d0eeba1a8,585bd9cd-dbcd-4ed4-87a9-8085d5b38d01,2024-11-29,credit,IMPS/HDFC MUTUAL FUND,3462988,I3329342,711471164899,original_csv
17776553-8f69-47f0-977b-4881f58c5f1a,db364ca5-0951-433f-8ccb-560d5e79617f,2024-11-02,credit,"INT/Karan, Batra and Prakash",3021201,S9292840,603914205609,original_csv
177779f2-4738-40df-a85c-60c06b56bf37,c50bfd5b-7383-4702-92d6-f81cbdbd8a12,2024-08-21,debit,RET/UTI MUTUAL FUND,-390320,T5245414,854785523674,original_csv
178b0e09-11df-4d5d-a406-ab3a5c612193,6777b548-8f67-4874-9046-03a55364b9fa,2025-04-21,debit,DEP/IXIGO,-13902800,T9380004,379322445174,original_csv
178c548a-f0d4-4b83-966e-1dd17fb71393,1087148a-97ed-4417-8f19-d0e4cd1ca471,2024-02-01,credit,CHQ/PAYU,45984293,S4006970,482291951433,original_csv
178cce83-2907-484d-a463-aa916c26a25b,c03705d2-b645-46b8-a941-c301dd694bdc,2025-11-05,credit,RET/MAKEMYTRIP,1540414,S2990120,100175308920,original_csv
179329ad-98f1-4601-a747-193b9ba8fe5a,1453b29e-e6ca-41cd-929c-11c0c4d40949,2024-09-26,credit,REF/OLA CABS,4458054,T4379164,939236350797,original_csv
179bf125-798a-48df-9c67-6046d1e2fa0a,c8299ca1-c9cc-4a56-994c-204e0872dc92,2025-07-08,credit,SAL/PAYTM,44742,U3953979,275073225321,original_csv
179f1d29-2c32-48a5-9da8-d3bbd7567839,f7d8ec06-0860-4a21-bf53-d90efa37c635,2024-11-11,credit,FT/IRCTC,36768442,R4487246,,original_csv
17a11722-7af7-49d3-952b-50ec9f7f9342,df677ddf-f932-438a-bab4-caa6ce5fbc91,2025-05-26,debit,REF/HDFC LIFE,-37512191,N7845341,219292424118,original_csv
17a62efb-848a-41e1-9786-bb01db162ecd,060b9912-17ea-4341-ac77-d13bbe66b3dd,2026-08-22,credit,RET/VODAFONE IDEA,24382454,S6437971,,original_csv
17abb2bb-3d73-4d4c-be8b-da84ea58ef10,89b3b805-507e-4432-92a8-8ff9bcc64c3b,2026-01-22,credit,REV/BHIM UPI,13348,S8019023,166684176006,original_csv
17ae3fbb-3c3c-47e7-acaa-35c1ab774fde,1aaf469e-2d49-4387-8efc-d82e3f286544,2024-05-24,debit,RTGS/RELIANCE DIGITAL RETAIL LTD,-2260074,U3771373,,original_csv
17b114c5-adc9-4e74-a914-420cc3570cc1,8eb4be0c-28c0-414a-9fac-cc0e2c018a53,2025-09-04,debit,CHQ/MORE SUPERMARKET,-1858844,N1611246,790868264535,original_csv
17b2baa4-5b86-432a-96d0-bc57d68c3856,efdf76a6-42d8-4969-a2b1-bc1bfa99b953,2024-10-13,debit,WDL/Mittal-Sachdeva,-37054,U4824793,892101332955,original_csv
17b5b5ee-2767-4824-a643-10280d0a4136,b5a6da5d-7679-49c0-b71f-1339ee93df6d,2025-04-04,debit,POS/MIRAE ASSET,-1672200,R8715963,194019581951,original_csv
17b6afa6-c65b-40ea-883e-f2fe63cae4f5,ad261f78-08fe-4f7f-8046-aff840ffef64,2026-05-11,credit,RET/Choudhury Ltd,178575,N1427325,611332525701,original_csv
17ba9beb-bcab-4917-90c2-80d5dbbf2e70,a2e28181-6b6c-49fb-80f0-0258a64558be,2025-02-15,credit,"CHG/Kanda, Goyal and Murty",31603516,,470224567310,original_csv
17bcfabc-15fc-46b2-8d14-6266a8d1c094,d984e6da-11d6-4d74-a236-7f669f92c64d,2025-02-21,credit,FT/BIGBASKET,29497748,I1824804,,original_csv
17bd1ef0-bd2c-48f5-8cfe-424c1adf583e,2063c40d-9085-48e6-8998-634d4ca7dc35,2026-04-29,credit,WDL/PHONEPE,3681680,U6000236,,original_csv
17c0e9fa-5e0b-4b66-b1f3-6429f30eb178,8e26f8d3-0eb5-4818-a1db-27332d0119f3,2025-07-15,credit,FT/BHARAT GAS,478066,U1665573,168690224969,original_csv
17dc0b01-8445-471e-a7fc-2a5a9a720f97,7178b722-3d03-4f02-9e2e-c463261f658d,2024-01-02,credit,EMI/YATRA,3591276,I3288133,884855089278,original_csv
17dea2c8-f9e6-4146-b5d2-7c65a2b21fce,ca4c3e95-608f-47e6-bcf3-0b2cc3383a48,2024-09-15,debit,LOAN/SPENCER'S RETAIL,-2473010,I1651438,250851225496,original_csv
17e1b17a-cb40-433b-851d-3e1e33bb4e76,d23d3e9b-8f43-4a10-990c-6ce1fc33af37,2024-01-26,debit,DEP/BSNL,-1416085,,,original_csv
17e61d97-5053-4950-b823-bf3364f0fc1d,2a7eaf35-81b4-4d92-81c8-e97bcc39fb1a,2025-02-23,debit,UTIL/CCAVENUE,-3992453,N6487225,,original_csv
17eba7d0-adee-4cb1-b1cc-fb6d80507cfd,040da707-edb8-4158-8635-43bf1503580b,2025-05-01,debit,LOAN/Lal LLC,-3076244,U6061424,588251419695,original_csv
17f475b4-6fcc-4ebf-a927-5d060fcd8129,3ffdd6f8-e2f7-447d-9b67-abd129320887,2026-05-10,debit,DEP/SBI CARD,-48330919,T3215369,422609761043,original_csv
17ffd0d0-dcfd-47ec-8c22-9169d4ebca4e,df9f1ade-63f6-4321-9ed3-3b68d7e80a88,2026-07-31,debit,INT/GROWW MUTUAL FUND,-344709044,N3702600,611954753848,original_csv
1802686d-9880-4573-81c7-b759890b8e43,b72a1b09-4ba2-4b24-9435-e275de70d3c8,2026-05-24,debit,REF/SUNDARAM MUTUAL FUND,-50170,R7495440,974769273208,original_csv
1802ae9d-6eac-4355-b475-e0df1ddfe525,5397f841-3365-4ba3-bb0b-c9168ea6cc5a,2026-07-16,debit,LOAN/CLEARTRIP,-15352122,T8710641,953757275620,original_csv
18034779-ce18-416f-864e-145fc5fe715c,2a7eaf35-81b4-4d92-81c8-e97bcc39fb1a,2025-12-29,debit,RET/Apte PLC,-1164830,,528148134662,original_csv
180a9517-9511-478d-b89d-2742b7bc9553,2b4896c5-9f3e-43d2-88c1-e5fee317bdd8,2026-07-08,debit,POS/MIRAE ASSET,-2578363,I1191095,270647119853,original_csv
180cb24a-a8ac-4ad6-b7a9-2eab043fcbb9,175029cf-c95c-4914-93db-0bc761c248a7,2024-09-05,debit,IMPS/ICICI LOMBARD,-949383,T3784141,,original_csv
180eab1b-a476-45f8-a55e-622a5ebfce8e,8d5945bb-65e6-4155-9939-157b6760ff02,2024-01-31,debit,"WDL/Garde, Peri and Hans",-1965620,,,original_csv
1812cdb3-805d-4668-a061-690d310908ff,28b730c9-a94f-466c-8eb3-58d1ba039a28,2025-01-05,debit,RTGS/ADITYA BIRLA SUN LIFE,-3521170,,,original_csv
18153626-4218-4cd8-a29d-33a2a176ad8b,256ad191-70c4-4532-8e0d-9f36f3d60188,2025-03-13,debit,ATM/BILLDESK,-274845,T3902078,,original_csv
1819127a-8618-4dc7-831c-3c7f5e3dc882,9118ec99-1109-422c-99a5-9a3171dcfcab,2024-11-15,debit,CHQ/SHELL,-1304761,N8009890,,original_csv
181c0b54-8cc1-4125-ba6c-e70db93864a2,69a91c43-f268-4500-aec9-86c907f102bd,2026-06-27,debit,RTGS/Pathak LLC,-3631845,S4587887,,original_csv
181c88d9-2f24-424b-a794-5fbe6f3d3f1d,ca1e2589-4575-4331-920a-1a06f2aeccc4,2026-07-13,credit,DEP/AMAZON INDIA,1638427,T5757893,,original_csv
181cb55c-1ded-48a4-9fcd-382e5afefc19,046d42da-374d-4c1f-bd36-244170f282d7,2024-04-22,debit,WDL/AXIS MUTUAL FUND,-4343455,U2448162,800123264658,original_csv
181cc9b5-ecc9-414f-99aa-d69c4c38907f,41c87b36-5743-463e-84e6-65c5e7559966,2026-07-17,credit,RET/NATIONAL INSURANCE,36663971,N8001849,,original_csv
18252dba-bea2-4ff1-b14b-bb475a3b0cb3,193cb1f1-08a6-4b3c-9b9b-488da220c17b,2024-02-02,debit,LOAN/BIGBASKET,-22539103,T7987106,917984304424,original_csv
1827c79e-b255-48f5-a1ee-395d5779fb60,dec1a6d7-1617-4c50-b1fc-8d310ad9235d,2024-10-07,debit,EMI/Sarma PLC,-802780,N2444294,528629823758,original_csv
182a0d00-f036-4b71-9285-f3a64e07eb1b,2a7eaf35-81b4-4d92-81c8-e97bcc39fb1a,2025-12-02,debit,WDL/HDFC BANK CREDIT CARD,-2449949,U1230799,214542767295,original_csv
182f3e61-5677-47f1-8cd2-bad668752604,5f767334-5cfe-4315-a240-0006e9381afa,2026-03-21,debit,REV/RELIANCE FRESH,-4437547,U3246615,178950433076,original_csv
18318b46-7902-4dd4-b3eb-1ad8423e1f1b,9cb860dd-8ecf-49f1-98b6-45e4a03066e8,2026-08-12,credit,SAL/KOTAK MAHINDRA BANK CARD,314650,S5074200,481266092586,original_csv
1838c5ed-95d4-4089-9631-b50f331a1736,41c87b36-5743-463e-84e6-65c5e7559966,2024-11-30,credit,RTGS/IFFCO TOKIO,1357490,U6919496,924901466426,original_csv
18463a22-70a5-4d84-9307-00c6d51f3186,e06f4ea4-62b5-44c8-bfe8-5a5e804548ff,2025-01-27,credit,REF/AXIS BANK CREDIT CARD,3608987,R8402637,239990412234,original_csv
1847496e-7199-45c4-badb-da83a09df3b6,c0d02983-0f7b-406a-bc6a-c0aa07947827,2025-06-13,debit,IMPS/HP GAS,-9773246,T7521388,993504609254,original_csv
1847b1f2-cc02-417f-be46-ad29e73fab9f,bfdcdc30-5dc4-4fac-9046-bd0076f5baff,2025-10-28,credit,ATM/CRED,1797991,U9100222,248803919198,original_csv
184c188e-2d72-4fb4-9c7f-ac8d5d2b239b,ec4321d8-e53d-43e9-9b31-2d616d4aefda,2026-03-20,debit,CHQ/AXIS MUTUAL FUND,-2833128,I1956802,967209968469,original_csv
184ec4aa-52a4-4b09-9731-76608efa4b5d,82576fdb-8eb9-421f-822a-0ee22e106eba,2024-11-27,credit,NEFT/ZOMATO,31145535,T9072948,610065344439,original_csv
1850d6d7-7b33-492f-8306-726cb738fcbf,3932a813-1154-4f52-95f6-ab09708d9084,2026-01-21,debit,IMPS/UTI MUTUAL FUND,-4576352,U8227933,,original_csv
18512bcd-d2a8-4a81-ab56-2d314f7f189f,1d98509d-37ac-4507-80ed-714e7ffd0cf5,2025-01-12,credit,REV/Lad and Sons,22396917,T2594218,725536794534,original_csv
1853b49d-487a-4eb1-8221-4bd41e8a12d5,0c437f33-8cd8-4c48-ac89-1214787a1e41,2024-07-06,credit,REF/Zachariah-Hayer,2882669,T3882271,,original_csv
18569473-d709-4aaa-b951-53db66cf9d11,f8dd41e5-bbb0-4b57-9280-37085de58ee9,2026-02-25,credit,LOAN/MIRAE ASSET,2337199,U4828450,,original_csv
1858780d-480e-4bc3-819b-3d68ff72b02b,0227b094-0428-4fa7-914f-45d1d62681ad,2026-08-28,credit,UTIL/PAYTM,4432193,T2940157,924418471081,original_csv
185925ab-903d-4f31-908c-4205603b3d57,addb7d2d-e8a6-48a2-a87d-2ef10ed3043c,2026-09-04,debit,FT/CCAVENUE,-1266768,T7114367,887487048421,original_csv
18611265-468d-4902-92b7-215123c705fc,0503af66-feb1-424b-a5b6-4267e8e5484c,2026-07-13,credit,WDL/ICICI PRUDENTIAL,1340832,N7576937,565577042608,original_csv
186f2116-c317-4a6d-b132-e3e3e5956be3,dafccddf-8c09-49ce-8276-c568b01de307,2024-11-03,debit,RET/PETROL PUMP,-30383595,I1026926,762027095445,original_csv
18707bd4-ee55-437d-a769-d135b803599a,eb12ea16-b538-492e-81b5-d9da577c5930,2024-07-19,debit,ATM/GOOGLE PAY,-44278154,I9753954,532222395117,original_csv
18747615-ea89-4d69-83a0-2bb0c83efd2d,ad261f78-08fe-4f7f-8046-aff840ffef64,2025-08-19,debit,DEP/FRANKLIN TEMPLETON,-4955800,U2658039,553641631541,original_csv
18797c9c-524f-474f-adeb-b134f5a3c142,640ea955-beb7-41be-98e6-4380c6b41265,2026-01-19,debit,NEFT/L&T MUTUAL FUND,-2676556,T3171521,648436907954,original_csv
187de097-d123-4172-b3ee-bdaea2147225,1f709a8d-df24-443c-aa1e-7dcd17464b75,2025-03-19,debit,TFR/MIRAE ASSET,-2824817,I2155810,467700858875,original_csv
187e06b6-2b1b-4214-a49b-02fb864409d5,5f767334-5cfe-4315-a240-0006e9381afa,2024-03-09,debit,ATM/BAJAJ FINANCE LTD,-4659778,R5402867,,original_csv
188461ff-6596-43d9-9e25-58e8f9be8c3f,3fbd09f5-c70f-400e-86d7-9abbfbb6c8a5,2025-03-27,debit,NEFT/MAHINDRA MANULIFE,-3756777,R1966470,163586036778,original_csv
18850979-3603-4232-8c59-04f1c72f4728,5f767334-5cfe-4315-a240-0006e9381afa,2026-03-14,debit,IMPS/MAX LIFE,-24032519,T6979328,,original_csv
188d156c-731c-4620-9920-0869fd6e8eba,8ac46ade-87c5-46aa-bbf3-879ca6bd5f56,2024-05-26,debit,RET/UNITED INDIA INSURANCE,-27367645,I3855223,567608357000,original_csv
188d6650-e68b-4946-97bb-5d065a848446,2a5a706f-ff6b-4463-ad39-0c567efb20f5,2025-06-15,debit,NEFT/QUANT MUTUAL FUND,-4723630,T5017954,792787464026,original_csv
18919f6d-10bd-4789-8fd0-acaa75cf2e70,69050edb-858f-4e67-aa54-7d9886550efd,2025-02-07,credit,TFR/PAYU,45814313,I9540714,950993443169,original_csv
1891d3ec-94ee-4ae6-92bb-c623d52537a9,ace5c2f3-95a3-4017-9f6c-ed8b6e7aeff9,2026-07-03,debit,RTGS/ZOMATO,-4867233,R2790961,958590752906,original_csv
18946514-1817-4115-bb55-e188322adea9,5229f7e0-b3e8-4c01-9e83-e90c9973281d,2024-05-08,debit,"ATM/Bir, Sama and Atwal",-19319690,S6432487,106194474654,original_csv
1895076f-bfbf-4e33-8169-595c1f02965e,d5580b48-14e8-4666-93cd-09f596e87389,2025-08-09,debit,REF/IFFCO TOKIO,-2030719,U1187201,372733989145,original_csv
189a5080-4ee1-43ca-b274-4e15a7af4be3,56e1777f-c4b1-480f-ad94-ba68f8a09db6,2025-01-04,debit,UTIL/NAVI MUTUAL FUND,-2758177,R1226522,965638324479,original_csv
18a5680b-2e45-4e8d-834e-becc350b7b87,cce9b8e1-50cf-48cb-8679-13fc9046710d,2024-02-24,debit,REF/ICICI LOMBARD,-2985166,S5837755,173752782024,original_csv
18a6c8ee-b956-40e1-a158-5532ec7556a4,c392d24c-2e1c-4bdd-a6fd-5f6570258eb8,2024-05-29,credit,ATM/BHARAT GAS,413245,,217546363950,original_csv
18a8b0be-3b2b-4809-b39f-c18bd878ba1f,cfecbc11-d4f2-4592-84f7-f11415674a84,2024-05-07,debit,REV/BARODA BNP PARIBAS,-26222217,,,original_csv
18aede29-edf5-435e-9aa3-0fcf40da4ae7,c0320e65-018b-41aa-bff0-95092feb855d,2024-02-06,debit,CHQ/Date and Sons,-1393933,U8142165,537837758807,original_csv
18b3b214-0c4d-4164-a397-af5bcc9b978d,237c6b41-bade-4128-8c76-51395857fa10,2025-01-31,debit,ATM/IRCTC,-6516356,R9584391,,original_csv
18b5a32b-2ae2-4a4e-bdca-2229b180d632,cf555686-d266-460e-9fd4-7c651fa38821,2024-01-20,debit,UTIL/AIRTEL PAYMENTS BANK,-1737469,I2860352,954402252588,original_csv
18b82a3e-da78-4601-95f9-03a5f6d3b18f,2a5693d5-2818-4c65-b4c9-5ce557f813d8,2025-03-08,credit,ATM/Sami and Sons,3729531,I9735527,359466602019,original_csv
18bbfc29-f0c9-4640-8207-6e4ae6e287cc,c03705d2-b645-46b8-a941-c301dd694bdc,2025-07-02,debit,RET/BAJAJ ALLIANZ,-26801,S8300958,798871858476,original_csv
18c2ad06-f6dc-4b58-bb25-9df15fc1997c,0f4f87bd-d40f-4a90-b401-8ee33f92d698,2025-11-03,credit,WDL/HDFC ERGO,237391,S9329006,872328607138,original_csv
18c4c187-4d7b-48c4-857c-499605d8d3ed,4dab0f07-d027-4f33-ac66-2af14c87aa3c,2026-02-02,debit,UTIL/SHELL,-23335943,R5629742,633767518098,original_csv
18c7e25d-ac06-4d53-ba66-30a64ac5e22f,05937dc7-bfa6-4188-a0c1-2ee7b502c51c,2025-10-25,debit,TFR/VODAFONE IDEA,-2985013,U5922054,509549278044,original_csv
18c8c465-61d2-47ac-8c8d-fc7dcaadef5d,958b6e9f-bc07-4fd6-8816-f987ff3592b9,2025-04-08,debit,CHG/CANARA ROBECO,-38304635,T5307965,,original_csv
18c9fe55-1cb2-4c49-89c0-8d97a31c31f7,df738101-4892-4d79-b7f1-e7fe1288fbec,2024-04-10,debit,POS/QUANT MUTUAL FUND,-1361408,N7997086,651877454645,original_csv
18cef397-8221-40ca-89e2-23b77f3e7ee3,8f48b1f4-16ff-4992-ab98-51dee7a6db1b,2024-04-13,debit,EMI/Sami Ltd,-19779447,N7648649,994071854726,original_csv
18cf98c7-6917-4c6d-979d-cce2d41db873,d8210330-cd9a-4b3c-ba16-469e0447bcdf,2024-03-14,debit,REF/NEW INDIA ASSURANCE,-44514662,U1894423,,original_csv
18d1092a-92f9-43d8-bb43-c582f24e42d0,95607974-40a9-4152-9086-55c365de1ed9,2025-12-30,credit,REF/BILLDESK,3390829,I2573640,256469077105,original_csv
18d1dfc6-1460-48b6-93a0-68a21460c983,8f459bcf-c3a1-43bc-9459-5a1c1c98227f,2026-03-12,debit,"RTGS/Ratta, Cheema and Sen",-1461079,U7755133,,original_csv
18dc6490-0681-432c-b982-c56d9c46aecc,277e4335-2303-43eb-b143-3a966c7cd19e,2026-08-21,debit,WDL/SBI MUTUAL FUND,-225926,R4409119,445500552333,original_csv
18df54d1-aae4-41cd-8cb3-2a7a6e2e359e,f16c564e-6f08-4e1a-92da-1d0467b4b8d1,2024-12-15,debit,SAL/TATA POWER,-2250493,U3788163,,original_csv
18eb2dd3-afb1-4355-9a59-7cfe5bea108c,ef81389e-e2c8-48f5-82e5-d91a977e838b,2025-10-24,debit,LOAN/IRCTC,-3577517,I8797179,,original_csv
18eded8a-78cf-4ab8-be9e-767d2fa4edbf,b68c7554-8484-4bcc-b322-5578a25f3774,2024-02-24,debit,TFR/AIRTEL PAYMENTS BANK,-1541506,S1213105,825742029079,original_csv
18f088b3-d99c-4dc6-992b-0e10e260dc34,20f81edb-f06c-475d-a173-5d935f7cacef,2025-05-15,credit,CHQ/PHONEPE,2230243,,,original_csv
18fa1987-1119-47af-b9ed-089eeade05c5,37109d84-1046-4a5f-9096-0223cc316f52,2024-11-11,debit,REV/ETMONEY MUTUAL FUND,-4131577,U3513535,277704771575,original_csv
1900b9cb-6d39-4f11-a17d-1a8fa1181cfe,2994f949-4ed5-4a33-924f-4f25c2c30d98,2026-03-18,debit,UTIL/INSTAMOJO,-48735877,T2874908,348433635306,original_csv
19029f2c-5d14-4c76-8121-f892347c40a6,80d4455f-a4ef-413c-b2a5-f1a95acec130,2024-04-06,debit,INT/SBI LIFE,-4739970,T8227468,,original_csv
19047405-979e-4731-ad04-f3aed3df7fb2,c9ae69c7-7998-488e-90e9-a5b8cb8f421f,2024-10-01,debit,WDL/QUANT MUTUAL FUND,-3327421,,463835656804,original_csv
1905a37e-e386-490e-9186-40050bf6867a,c03705d2-b645-46b8-a941-c301dd694bdc,2026-04-04,debit,POS/MSEB,-3190496,I2376738,863576166331,original_csv
1906d0da-61ab-4b3d-9a38-012bcf3aa032,52dd105a-f828-4d55-9ad6-f88518b3d189,2026-07-19,debit,CHQ/Brar Group,-674215,T1109240,806979413518,original_csv
1906ee6a-34bc-493a-b9e2-ca57e9fe4b53,ad194578-7ee2-429d-bea5-092d9938899a,2025-04-04,credit,POS/MIRAE ASSET,4236299,T9709246,624379083432,original_csv
1909f0d2-2100-4f2f-82d7-dc53a9d804b1,42d924ca-95ab-4bee-8da3-7ebda8080c05,2025-08-13,debit,LOAN/HDFC MUTUAL FUND,-610487,N4741611,514658106346,original_csv
1911c6b8-ca8d-497a-9a39-e3036a81e045,26a1d964-c0a9-44ac-bc52-e537675ad507,2024-12-18,debit,CHQ/DSP MUTUAL FUND,-2318825,R1344110,723275456856,original_csv
1913aca8-3b67-43e8-8861-e10853d2468b,0619290f-13a3-4a22-a702-439a46f14574,2025-07-16,credit,NEFT/INDANE GAS,2945781,I3916454,577725544543,original_csv
1913c277-6cb3-46e0-914b-46f79af2f77c,5e0e0e25-1345-469e-ab4a-12b5a854403a,2024-10-15,debit,DEP/L&T MUTUAL FUND,-1287229,R3746293,,original_csv
19152b3d-c4db-4b0c-b6f1-03396a3cb59a,46ab9e48-0bf2-4505-bb78-a8b6ed13ab8d,2024-11-07,debit,EMI/ORIENTAL INSURANCE,-904956,I7295082,,original_csv
19171ec6-318c-42b6-8ffd-eeda256902e8,8324b14b-4484-4493-9550-0fe71832961b,2026-03-31,debit,"ATM/Gill, Mohan and Ganesh",-4906080,T7395348,173150097525,original_csv
1919db7f-5233-4e38-b070-96295d7f5d59,0efaca19-38fe-4f83-8e37-7f3d4773e4b4,2024-11-26,credit,DEP/PETROL PUMP,35120265,R4589016,,original_csv
191b9205-4d44-4bed-972a-c4e1b78f93a3,0601adce-ce54-455b-8140-08513f2dc1d5,2024-12-26,credit,SAL/IRCTC,10904089,I6401234,857877430398,original_csv
1920a878-302c-4667-95a3-be6879d2f162,c56a6f4c-a210-41d8-a80a-eb6e0d3cae3b,2024-09-28,credit,RET/HDFC LIFE,545992,N1871292,870740544814,original_csv
19210eaa-14bc-4b6b-a20d-28dbd748d138,9f90e24f-45e0-41d2-bc9d-204b6b347ff5,2024-07-19,debit,DEP/AMAZON INDIA,-14235685,I7625316,,original_csv
192396e1-af20-4032-97f1-119661ba50a9,c822b274-6f2b-4dfd-8832-59afc4cf8df8,2024-05-22,credit,LOAN/Natarajan-Ray,1106534,T9514553,272261181180,original_csv
1928a0c9-6b64-404c-b110-8d56c945ac10,93c65463-aebf-4671-bee8-307b1dbbc953,2025-07-27,debit,UTIL/PETROL PUMP,-337749,S9655027,,original_csv
19297ccf-6673-453f-9e70-3452e969a5ee,bb9ad8d2-dc40-4297-a1fe-862ffd4b89f9,2024-06-10,credit,ATM/MAX LIFE,2858079,T7737748,,original_csv
1932e27f-e3ea-4aed-9c2f-b9e1d933a1b9,74eed7c3-106d-4081-a128-580aa8854146,2026-07-06,debit,ATM/BESCOM,-1203402,T4128661,451229022835,original_csv
19362c85-f958-4c5e-8a4d-744735315728,aa1ed953-8576-45c2-a953-c6a7606754a7,2025-01-23,credit,LOAN/CRED,3507270,S8058386,293101206137,original_csv
19391bb8-b6a3-499f-8948-3d3505ce272f,9db63a5a-4648-4f55-acd1-56a7daa72bb8,2026-03-05,credit,IMPS/PAYTM,3517369,S7122087,,original_csv
19395a82-2d49-40d8-81f5-91644b3a7881,1d1306d0-7146-471f-aacc-544ee5bea4d3,2024-01-26,debit,UPI/UNITED INDIA INSURANCE,-48853519,N9974823,,original_csv
1941f878-339d-493b-ab7b-f4035b68e1aa,fec62e42-25d1-439d-a45f-678e4799656a,2025-11-06,credit,UTIL/UBER INDIA,19661113,R6439518,308702906241,original_csv
1945e399-b31d-40f5-be19-af4fc8903af0,bdf764a7-6434-4e31-ad34-1949707f34f5,2024-04-24,credit,WDL/Subramaniam Group,182120,I9309593,998871531176,original_csv
194b8f35-daec-4e3d-ab4f-e17f0e7a13d8,e3e672d1-2c00-4d2b-96e0-61a87d53fb7d,2024-10-24,debit,"DEP/Mittal, Swaminathan and Rege",-3178787,N8098307,862836507415,original_csv
194ce83f-30f4-4fb8-9fd2-ee337e69ca19,311f6aa0-1e1a-4265-8e33-f281d0f1874d,2025-06-24,debit,REV/HP GAS,-4486283,S5420545,373689312569,original_csv
19522a13-0318-4dff-9a4b-6cfb77b1fd32,cf555686-d266-460e-9fd4-7c651fa38821,2024-02-15,debit,LOAN/HSBC MUTUAL FUND,-10801656,,619942646322,original_csv
1952e2aa-efb4-4bc8-bb4f-49c0bf29c526,b51f9dde-32e2-432d-beeb-e62cfa9dca51,2025-08-13,credit,REF/SUNDARAM MUTUAL FUND,13101290,S8154610,352848134331,original_csv
19554fcd-4bca-469c-bd4b-9a591ccebb93,bc9f6657-2b12-43b9-9321-9ae3dc457dd6,2024-04-09,credit,LOAN/ICICI PRUDENTIAL,4927455,S3993538,,original_csv
19599c14-a4a9-4673-bebe-8f13d9e485e3,fb97fce9-9cb4-4e78-aece-c8b73fc720e7,2025-12-05,credit,RET/UBER INDIA,1482464,I6204897,130994369076,original_csv
1959aaa6-de4e-490b-b30b-499535bc0321,7a3d8fad-e835-4869-b47b-1619f61293ec,2025-02-01,credit,RET/AMAZON INDIA,38472981,R8038297,918922244693,original_csv
