entry_id,account_id,payout_id,expected_date,direction,amount_minor,entry_kind
LED-LEGACY-0169,63d266fe-8f12-4972-ae7c-ff8123f54b1b,PAY-LEGACY-0169,2025-05-08,debit,1586089,vendor_payment
LED-LEGACY-0170,bb9813f9-df37-4c17-b4c4-139eac431df8,PAY-LEGACY-0170,2025-04-20,debit,3070167,vendor_payment
LED-LEGACY-0171,430494bf-57c8-43b2-b5d0-dfdec0a44bc9,PAY-LEGACY-0171,2024-03-03,debit,2606797,vendor_payment
LED-LEGACY-0172,78589274-f054-4ca9-9f11-760833f645c8,PAY-LEGACY-0172,2025-03-11,debit,4630873,vendor_payment
LED-LEGACY-0173,6b08e044-cb85-4a75-9428-3f050c8a81f7,PAY-LEGACY-0173,2026-05-08,debit,3447890,vendor_payment
LED-LEGACY-0174,b68c7554-8484-4bcc-b322-5578a25f3774,PAY-LEGACY-0174,2025-11-19,debit,2548878,vendor_payment
LED-LEGACY-0175,556c4c24-c740-4e60-8e98-a1d6246c035a,PAY-LEGACY-0175,2025-09-22,debit,10465560,vendor_payment
LED-LEGACY-0176,ccae42c2-ab85-4f3c-b813-cc9bcb2e8dc8,PAY-LEGACY-0176,2024-09-18,debit,38229305,vendor_payment
LED-LEGACY-0177,f596673a-a1df-42a7-bbe4-5e37ea77667f,PAY-LEGACY-0177,2024-01-28,debit,2028505,vendor_payment
LED-LEGACY-0178,f120a23c-605b-4ca5-a412-752ee027bdb1,PAY-LEGACY-0178,2024-09-10,debit,44208578,vendor_payment
LED-LEGACY-0179,91e3a3e1-9a67-4e1a-9dd8-b490a1cdfb7c,PAY-LEGACY-0179,2026-01-13,debit,2166613,vendor_payment
LED-LEGACY-0180,d21d432d-0883-412c-9c5c-51a984721f30,PAY-LEGACY-0180,2026-06-22,debit,2304494,vendor_payment
LED-LEGACY-0181,390e861a-4655-4aac-becd-765a07787fb5,PAY-LEGACY-0181,2025-08-15,debit,36756872,vendor_payment
LED-LEGACY-0182,ea589b74-b658-45ae-89fb-367fae02a2b5,PAY-LEGACY-0182,2024-09-24,debit,4205893,vendor_payment
LED-LEGACY-0183,65fe58e9-ad1d-43d3-888b-de63aaa01ac9,PAY-LEGACY-0183,2026-02-08,debit,2247856,vendor_payment
LED-LEGACY-0184,ed1d8db1-5d63-4ae9-b8a4-5a65c0332131,PAY-LEGACY-0184,2026-01-11,debit,42988513,vendor_payment
LED-LEGACY-0185,fa45e08c-ff79-4f4b-8be1-f89c44b35eda,PAY-LEGACY-0185,2025-05-08,debit,2134508,vendor_payment
LED-LEGACY-0186,9bb687af-0f26-4638-9853-d9fe13e35912,PAY-LEGACY-0186,2024-10-02,debit,3506614,vendor_payment
LED-LEGACY-0187,c76a2b82-ca10-472f-8adc-3e9a4bb1cdf2,PAY-LEGACY-0187,2025-02-26,debit,3209686,vendor_payment
LED-LEGACY-0188,ae54e151-bb12-4800-a83c-0e7e9df46a97,PAY-LEGACY-0188,2025-06-02,debit,37654896,vendor_payment
LED-LEGACY-0189,54799c32-a6a8-40e3-ad19-bfffe0c2fc98,PAY-LEGACY-0189,2026-02-25,debit,2455010,vendor_payment
LED-LEGACY-0190,9ce6efe3-df1e-44cd-bb82-a580825fef09,PAY-LEGACY-0190,2026-07-26,debit,29328847,vendor_payment
LED-LEGACY-0191,5bf4b01e-af84-4bfe-bbce-32cbde52ea30,PAY-LEGACY-0191,2024-05-10,debit,10447194,vendor_payment
LED-LEGACY-0192,898ab554-a2c8-4679-9e7c-ca6aad41e1d1,PAY-LEGACY-0192,2024-05-05,debit,730685,vendor_payment
LED-LEGACY-0193,ae54e151-bb12-4800-a83c-0e7e9df46a97,PAY-LEGACY-0193,2024-10-15,debit,1710980,vendor_payment
LED-LEGACY-0194,2f3993ce-6cd5-4af3-97d9-42ba87d3596e,PAY-LEGACY-0194,2025-08-04,debit,722705,vendor_payment
LED-LEGACY-0195,54f7f53d-dd82-4b8a-ae8e-d59a5dfe4973,PAY-LEGACY-0195,2024-05-19,debit,388008,vendor_payment
LED-LEGACY-0196,38969333-44b7-49a0-aa79-1b1f10fb40cf,PAY-LEGACY-0196,2025-05-05,debit,3749712,vendor_payment
LED-LEGACY-0197,cb350bfa-9e80-4e14-9644-f9112b9e1423,PAY-LEGACY-0197,2024-07-22,debit,1541725,vendor_payment
LED-LEGACY-0198,22d3b229-fdeb-4531-8988-1a8f710747bb,PAY-LEGACY-0198,2025-03-25,debit,2719297,vendor_payment
LED-LEGACY-0199,bb9ad8d2-dc40-4297-a1fe-862ffd4b89f9,PAY-LEGACY-0199,2024-01-09,debit,1259003,vendor_payment
LED-LEGACY-0200,bb028cc4-0d56-4169-8e07-12d3f2ae45f4,PAY-LEGACY-0200,2024-09-21,debit,2768705,vendor_payment
LED-LEGACY-0201,ebae3bf8-5a92-44d2-9924-43dcc6bc961a,PAY-LEGACY-0201,2024-10-01,debit,316433066,vendor_payment
LED-LEGACY-0202,6286db3d-abf1-46b2-9be9-7b876d7acd40,PAY-LEGACY-0202,2024-02-23,debit,33240077,vendor_payment
LED-LEGACY-0203,3bd38ef6-074f-4e0a-8e19-ff51af9bfaa7,PAY-LEGACY-0203,2024-03-01,debit,1415550,vendor_payment
LED-LEGACY-0204,1c362a91-1cfb-4717-b7b4-8d1234df913a,PAY-LEGACY-0204,2025-06-25,debit,4031200,vendor_payment
LED-LEGACY-0205,6200e535-71c7-42da-8195-c6f38356f04c,PAY-LEGACY-0205,2024-11-19,debit,1377909,vendor_payment
LED-LEGACY-0206,b7fe96c8-e78b-4003-8d1b-2288a70bffab,PAY-LEGACY-0206,2024-03-11,debit,4949941,vendor_payment
LED-LEGACY-0207,d46c0f1d-e60d-483d-8dee-b208357f82c0,PAY-LEGACY-0207,2024-01-24,debit,3376514,vendor_payment
LED-LEGACY-0208,41c87b36-5743-463e-84e6-65c5e7559966,PAY-LEGACY-0208,2025-05-14,debit,48766312,vendor_payment
LED-LEGACY-0209,40f14dc5-a1a3-4c49-b6e8-a2e4250f7ef5,PAY-LEGACY-0209,2026-05-15,debit,2385915,vendor_payment
LED-LEGACY-0210,cf2663b0-5ac1-4589-ac30-6fe975ddd431,PAY-LEGACY-0210,2025-10-05,debit,997144,vendor_payment
LED-LEGACY-0211,7a3d8fad-e835-4869-b47b-1619f61293ec,PAY-LEGACY-0211,2026-06-15,debit,48169581,vendor_payment
LED-LEGACY-0212,777a4f3f-1d75-4ee1-9310-dfcebbc3adc4,PAY-LEGACY-0212,2024-05-29,debit,40777522,vendor_payment
LED-LEGACY-0213,7bb5a807-794a-4ac9-8190-9bb10dbef00a,PAY-LEGACY-0213,2024-01-07,debit,2227006,vendor_payment
LED-LEGACY-0214,09f3add6-0c78-4a7c-a1c7-7a0300c53728,PAY-LEGACY-0214,2026-05-16,debit,4089425,vendor_payment
LED-LEGACY-0215,a2e28181-6b6c-49fb-80f0-0258a64558be,PAY-LEGACY-0215,2026-03-18,debit,4786502,vendor_payment
LED-LEGACY-0216,b4028684-7853-40f4-ae5b-af515b3b04d1,PAY-LEGACY-0216,2025-05-20,debit,37174762,vendor_payment
LED-LEGACY-0217,f7e1950e-6c5b-478a-8dc1-21339e3d273a,PAY-LEGACY-0217,2024-05-21,debit,3505819,vendor_payment
LED-LEGACY-0218,56a62284-b349-4b68-bd83-8368bc66328a,PAY-LEGACY-0218,2026-05-11,debit,476068,vendor_payment
LED-LEGACY-0219,8dbe06fb-db46-4e76-b4a6-42eb63c50d37,PAY-LEGACY-0219,2024-10-31,debit,2887132,vendor_payment
LED-LEGACY-0220,0619290f-13a3-4a22-a702-439a46f14574,PAY-LEGACY-0220,2024-08-17,debit,887806,vendor_payment
LED-LEGACY-0221,237c6b41-bade-4128-8c76-51395857fa10,PAY-LEGACY-0221,2026-01-21,debit,2377638,vendor_payment
LED-LEGACY-0222,3783cb87-5ced-440a-8c40-2f490407c4d0,PAY-LEGACY-0222,2026-05-23,debit,4135744,vendor_payment
LED-LEGACY-0223,3beca4c2-2dac-4ec5-a070-9bebf56658ba,PAY-LEGACY-0223,2024-01-11,debit,4509525,vendor_payment
LED-LEGACY-0224,f4ca551c-2b6e-46d5-a5d5-860c2621dc54,PAY-LEGACY-0224,2025-04-25,debit,710951,vendor_payment
LED-LEGACY-0225,b43bfecc-6a5d-46c6-9426-fa8332011322,PAY-LEGACY-0225,2024-03-02,debit,3526571,vendor_payment
LED-LEGACY-0226,ae4c9c76-2f0e-452d-89fc-378ae2540186,PAY-LEGACY-0226,2024-02-26,debit,929648,vendor_payment
LED-LEGACY-0227,f6efad84-9ae2-41d1-bbdf-68ffeaae9bb0,PAY-LEGACY-0227,2026-03-05,debit,2383119,vendor_payment
LED-LEGACY-0228,d03d7bcd-cb5b-449b-9731-484898a6bf3b,PAY-LEGACY-0228,2024-05-01,debit,3723979,vendor_payment
LED-LEGACY-0229,669c76aa-c991-4a94-a01b-0fe42985b440,PAY-LEGACY-0229,2026-04-14,debit,47298631,vendor_payment
LED-LEGACY-0230,5c94ab92-244f-4521-a2c1-2d56a987e2ce,PAY-LEGACY-0230,2025-08-30,debit,1267093,vendor_payment
LED-LEGACY-0231,f19f2bea-d411-4a51-a885-e80d6fbc8655,PAY-LEGACY-0231,2025-04-16,debit,1560382,vendor_payment
LED-LEGACY-0232,c50bfd5b-7383-4702-92d6-f81cbdbd8a12,PAY-LEGACY-0232,2024-08-28,debit,1071303,vendor_payment
LED-LEGACY-0233,8d924d79-9f45-4f08-98e3-51dbdf50de0e,PAY-LEGACY-0233,2025-09-23,debit,2001972,vendor_payment
LED-LEGACY-0234,a78dc517-d987-41f8-98a9-6d8bbfc362ed,PAY-LEGACY-0234,2026-04-30,debit,365022,vendor_payment
LED-LEGACY-0235,da8697b8-d1da-4dda-8aa2-e96894c6da46,PAY-LEGACY-0235,2024-11-11,debit,33877227,vendor_payment
LED-LEGACY-0236,b4fe3cb0-2d5d-41e8-a7cc-9797474d741e,PAY-LEGACY-0236,2025-09-21,debit,40270173,vendor_payment
LED-LEGACY-0237,9fb42c3a-c8a2-429c-8bd8-606da6e4be29,PAY-LEGACY-0237,2024-02-11,debit,1126981,vendor_payment
LED-LEGACY-0238,aa176bc8-d158-4108-986e-17aecbaa50b7,PAY-LEGACY-0238,2026-09-04,debit,27729810,vendor_payment
LED-LEGACY-0239,d13c023a-c1bc-4d14-85c4-9185fb305a5e,PAY-LEGACY-0239,2026-05-25,debit,4255973,vendor_payment
LED-LEGACY-0240,26a1d964-c0a9-44ac-bc52-e537675ad507,PAY-LEGACY-0240,2024-12-29,debit,4028439,vendor_payment
LED-LEGACY-0241,45393513-7052-4716-b29b-23508f10eb46,PAY-LEGACY-0241,2026-05-14,debit,4637951,vendor_payment
LED-LEGACY-0242,c822b274-6f2b-4dfd-8832-59afc4cf8df8,PAY-LEGACY-0242,2025-03-28,debit,38527084,vendor_payment
LED-LEGACY-0243,d7fdcf9a-e2bb-4ccd-b27c-0507d2e2d713,PAY-LEGACY-0243,2026-06-11,debit,49533574,vendor_payment
LED-LEGACY-0244,77122ccc-92a3-453d-b9b1-08a424fa98c2,PAY-LEGACY-0244,2024-01-28,debit,3165166,vendor_payment
LED-LEGACY-0245,62bf913b-3db1-4874-a293-54c8826ef87e,PAY-LEGACY-0245,2026-03-28,debit,47457274,vendor_payment
LED-LEGACY-0246,79e56634-f7fb-411f-95f1-0702cca38764,PAY-LEGACY-0246,2025-11-27,debit,1022750,vendor_payment
LED-LEGACY-0247,62bf913b-3db1-4874-a293-54c8826ef87e,PAY-LEGACY-0247,2025-07-28,debit,371313799,vendor_payment
LED-LEGACY-0248,dfc3c466-3dba-422b-9b18-048e6a572be1,PAY-LEGACY-0248,2025-02-13,debit,1200761,vendor_payment
LED-LEGACY-0249,076b3605-3eb2-4ee7-91ce-b9127f4b5e4e,PAY-LEGACY-0249,2024-10-18,debit,33124797,vendor_payment
LED-LEGACY-0250,59bc0ef4-f4eb-4dc3-aa47-5ab09e3b1973,PAY-LEGACY-0250,2025-02-21,debit,223003,vendor_payment
LED-LEGACY-0251,92b211b1-2a44-47f6-88cb-1195b0c856e6,PAY-LEGACY-0251,2025-06-04,debit,1383171,vendor_payment
LED-LEGACY-0252,6f769aa7-2b5c-4284-b4be-cc7b50f2e961,PAY-LEGACY-0252,2024-10-17,debit,22167699,vendor_payment
LED-LEGACY-0253,f717203b-9412-496a-a238-94da7af16031,PAY-LEGACY-0253,2024-01-22,debit,42875729,vendor_payment
LED-LEGACY-0254,eb5d043c-4a63-42e6-8579-63ba00d26958,PAY-LEGACY-0254,2025-06-10,debit,2155035,vendor_payment
LED-LEGACY-0255,3ccfe7dc-5771-4ce3-9824-7e2a7556a679,PAY-LEGACY-0255,2025-03-15,debit,401641,vendor_payment
LED-LEGACY-0256,53497714-f7f4-4250-b6ee-4638f1fb51e3,PAY-LEGACY-0256,2024-01-07,debit,1018009,vendor_payment
LED-LEGACY-0257,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,PAY-LEGACY-0257,2026-05-22,debit,3217186,vendor_payment
LED-LEGACY-0258,86888253-d238-48dd-b96d-85056c6e4c24,PAY-LEGACY-0258,2025-12-10,debit,2211621,vendor_payment
LED-LEGACY-0259,8d56eb92-e54b-488a-95ce-19940e0ae0d0,PAY-LEGACY-0259,2024-02-29,debit,1159214,vendor_payment
LED-LEGACY-0260,97a4037b-06f6-4364-913b-e2ab2886fd03,PAY-LEGACY-0260,2025-10-18,debit,2013037,vendor_payment
LED-LEGACY-0261,375588c7-60e6-40a8-a001-4510972b4564,PAY-LEGACY-0261,2025-06-28,debit,1924843,vendor_payment
LED-LEGACY-0262,73ee12b0-357f-4f69-ba90-4b0db4670350,PAY-LEGACY-0262,2026-05-03,debit,38268739,vendor_payment
LED-LEGACY-0263,1b0595df-e9b0-44af-9cdf-75f228f01bc6,PAY-LEGACY-0263,2024-02-07,debit,39979022,vendor_payment
LED-LEGACY-0264,9f90e24f-45e0-41d2-bc9d-204b6b347ff5,PAY-LEGACY-0264,2024-12-01,debit,4948094,vendor_payment
LED-LEGACY-0265,ec89ee2e-8b28-4857-b204-62d1619e6b01,PAY-LEGACY-0265,2024-08-27,debit,4418992,vendor_payment
LED-LEGACY-0266,80e27ef3-585a-47f2-aa20-b51a00948b43,PAY-LEGACY-0266,2026-05-12,debit,4465058,vendor_payment
LED-LEGACY-0267,911a3462-0ddd-4f83-a16d-4efa660ceff9,PAY-LEGACY-0267,2026-06-27,debit,224465,vendor_payment
LED-LEGACY-0268,7df40b31-ae02-430a-8120-d8726141ad3c,PAY-LEGACY-0268,2026-02-02,debit,1993780,vendor_payment
LED-LEGACY-0269,c1a4ca35-2f8a-4884-a706-e9b93381be05,PAY-LEGACY-0269,2024-12-17,debit,235354,vendor_payment
LED-LEGACY-0270,d4811528-f1af-4b97-b3dc-296b6338bfc7,PAY-LEGACY-0270,2026-06-03,debit,15749046,vendor_payment
LED-LEGACY-0271,193cb1f1-08a6-4b3c-9b9b-488da220c17b,PAY-LEGACY-0271,2025-11-30,debit,44986668,vendor_payment
LED-LEGACY-0272,ccfc8291-f289-452a-8647-93604ca05daa,PAY-LEGACY-0272,2026-08-25,debit,1954755,vendor_payment
LED-LEGACY-0273,0624e339-4696-4ba8-a8f8-fcc78f016d55,PAY-LEGACY-0273,2024-07-02,debit,12414163,vendor_payment
LED-LEGACY-0274,76953c0c-049e-46b4-8846-56757eefa501,PAY-LEGACY-0274,2024-12-13,debit,17841517,vendor_payment
LED-LEGACY-0275,6f8ca6fb-3642-4a8c-930a-8e5014d53be4,PAY-LEGACY-0275,2024-08-13,debit,10596841,vendor_payment
LED-LEGACY-0276,b60d8b54-96ff-4cff-9b87-1df0f461ccdb,PAY-LEGACY-0276,2025-01-11,debit,3494503,vendor_payment
LED-LEGACY-0277,56a62284-b349-4b68-bd83-8368bc66328a,PAY-LEGACY-0277,2025-03-15,debit,1983332,vendor_payment
LED-LEGACY-0278,7bfd8bde-c79b-4ac3-8274-b24e88232699,PAY-LEGACY-0278,2025-11-04,debit,47551823,vendor_payment
LED-LEGACY-0279,bb9ad8d2-dc40-4297-a1fe-862ffd4b89f9,PAY-LEGACY-0279,2026-01-11,debit,571281,vendor_payment
LED-LEGACY-0280,ae28ca07-7c66-4687-a328-9475e3fdc51a,PAY-LEGACY-0280,2025-04-08,debit,1459655,vendor_payment
LED-LEGACY-0281,c307e448-1347-4e63-b754-8b7d81fc0a45,PAY-LEGACY-0281,2024-10-26,debit,2055829,vendor_payment
LED-LEGACY-0282,7cb78858-4006-48e1-8ab4-b1d296b2224c,PAY-LEGACY-0282,2024-04-04,debit,2129685,vendor_payment
LED-LEGACY-0283,23ef3a14-47bf-408d-80fb-658c6b15fa76,PAY-LEGACY-0283,2026-04-29,debit,2141143,vendor_payment
LED-LEGACY-0284,a00d8daf-239f-49ab-92a6-d102f4fda33f,PAY-LEGACY-0284,2025-04-23,debit,239811,vendor_payment
LED-LEGACY-0285,fd4672a8-88e7-44cb-845a-4786854b500a,PAY-LEGACY-0285,2024-02-29,debit,4845055,vendor_payment
LED-LEGACY-0286,8f269d53-f39e-441d-9528-52eb55728d19,PAY-LEGACY-0286,2024-12-21,debit,2301195,vendor_payment
LED-LEGACY-0287,8d56eb92-e54b-488a-95ce-19940e0ae0d0,PAY-LEGACY-0287,2024-08-25,debit,806419,vendor_payment
LED-LEGACY-0288,640ea955-beb7-41be-98e6-4380c6b41265,PAY-LEGACY-0288,2025-07-21,debit,2471396,vendor_payment
LED-LEGACY-0289,be2c9747-336f-4a04-a9b6-646292a4cefa,PAY-LEGACY-0289,2025-05-16,debit,2351417,vendor_payment
LED-LEGACY-0290,db47513c-c872-4587-99cc-54b4aa9b05bb,PAY-LEGACY-0290,2026-07-24,debit,2158646,vendor_payment
LED-LEGACY-0291,5fe33445-794c-4dd6-ba39-45d634640dcc,PAY-LEGACY-0291,2025-11-03,debit,16409519,vendor_payment
LED-LEGACY-0292,9a81619d-4854-472e-8465-1b5837d1ad32,PAY-LEGACY-0292,2025-03-11,debit,468717,vendor_payment
LED-LEGACY-0293,9db63a5a-4648-4f55-acd1-56a7daa72bb8,PAY-LEGACY-0293,2024-03-02,debit,4081205,vendor_payment
LED-LEGACY-0294,1b27735c-a7ce-41e3-803d-5acf3e7701f6,PAY-LEGACY-0294,2024-12-12,debit,1617646,vendor_payment
LED-LEGACY-0295,b72af847-f82d-49cc-aae2-46fe04f8b5c7,PAY-LEGACY-0295,2026-02-09,debit,1025732,vendor_payment
LED-LEGACY-0296,f596673a-a1df-42a7-bbe4-5e37ea77667f,PAY-LEGACY-0296,2025-05-02,debit,2470999,vendor_payment
LED-LEGACY-0297,0efaca19-38fe-4f83-8e37-7f3d4773e4b4,PAY-LEGACY-0297,2025-07-17,debit,36601677,vendor_payment
LED-LEGACY-0298,eeacb7c8-4564-400f-afc2-251804f037e6,PAY-LEGACY-0298,2024-06-05,debit,3265108,vendor_payment
LED-LEGACY-0299,702b7d5e-a263-488a-ad6f-400aacc45f55,PAY-LEGACY-0299,2026-08-21,debit,4438999,vendor_payment
LED-LEGACY-0300,fc8fdbaa-e4ba-4d84-9836-c777090a4a4d,PAY-LEGACY-0300,2025-02-21,debit,3650955,vendor_payment
LED-LEGACY-0301,3a5a8b5d-7f04-4379-88b2-37941d9065a5,PAY-LEGACY-0301,2024-04-02,debit,2283246,vendor_payment
LED-LEGACY-0302,430494bf-57c8-43b2-b5d0-dfdec0a44bc9,PAY-LEGACY-0302,2026-03-12,debit,3518401,vendor_payment
LED-LEGACY-0303,ac43c3a5-17c5-4cad-b467-4ba53f0c92d4,PAY-LEGACY-0303,2026-07-23,debit,1528576,vendor_payment
LED-LEGACY-0304,0bf2535b-ab76-4a6f-b002-1f44dd1bb892,PAY-LEGACY-0304,2024-11-27,debit,27949998,vendor_payment
LED-LEGACY-0305,3af83361-dfe7-4f67-bff5-d9cf9de0e190,PAY-LEGACY-0305,2024-03-13,debit,1135625,vendor_payment
LED-LEGACY-0306,83e08921-1a92-4024-9cd8-dd25ea9f1b94,PAY-LEGACY-0306,2025-03-16,debit,843303,vendor_payment
LED-LEGACY-0307,eb12ea16-b538-492e-81b5-d9da577c5930,PAY-LEGACY-0307,2024-12-01,debit,1388172,vendor_payment
LED-LEGACY-0308,5a3c84cc-fbcb-4a71-8195-ea67f42d948b,PAY-LEGACY-0308,2026-08-21,debit,4138028,vendor_payment
LED-LEGACY-0309,51ac5ba7-c346-42d2-bff6-5609dfbf2067,PAY-LEGACY-0309,2024-04-15,debit,4795448,vendor_payment
LED-LEGACY-0310,428b740f-d721-4026-882b-d70c10825801,PAY-LEGACY-0310,2024-07-10,debit,1148158,vendor_payment
LED-LEGACY-0311,2b4896c5-9f3e-43d2-88c1-e5fee317bdd8,PAY-LEGACY-0311,2025-03-08,debit,952818,vendor_payment
LED-LEGACY-0312,a66ba050-2993-4694-8b4f-3ac2bd474900,PAY-LEGACY-0312,2024-10-24,debit,339100,vendor_payment
LED-LEGACY-0313,83b6eba9-0d63-4024-be74-a5c8ac353b8b,PAY-LEGACY-0313,2024-06-01,debit,4198901,vendor_payment
LED-LEGACY-0314,3080a538-4bf8-4b17-b5d2-18c7d6b4de41,PAY-LEGACY-0314,2026-06-01,debit,3799139,vendor_payment
LED-LEGACY-0315,26b376b0-2e9f-4c72-acaa-d15fabd8be95,PAY-LEGACY-0315,2026-08-29,debit,40423804,vendor_payment
LED-LEGACY-0316,48d33285-fee5-4eba-bc34-71023463d67e,PAY-LEGACY-0316,2024-10-27,debit,34798382,vendor_payment
LED-LEGACY-0317,375588c7-60e6-40a8-a001-4510972b4564,PAY-LEGACY-0317,2025-03-15,debit,4741987,vendor_payment
LED-LEGACY-0318,59f04141-2937-4394-b703-a44e0af85978,PAY-LEGACY-0318,2025-08-13,debit,1481273,vendor_payment
LED-LEGACY-0319,b7fe96c8-e78b-4003-8d1b-2288a70bffab,PAY-LEGACY-0319,2024-06-04,debit,37407965,vendor_payment
LED-LEGACY-0320,51ac5ba7-c346-42d2-bff6-5609dfbf2067,PAY-LEGACY-0320,2026-01-10,debit,4185450,vendor_payment
LED-LEGACY-0321,249c2b66-cabc-4c3e-9517-6ad4402faa0e,PAY-LEGACY-0321,2024-11-17,debit,1323826,vendor_payment
LED-LEGACY-0322,6dab9d8b-9604-4961-b487-d6d0c39ed282,PAY-LEGACY-0322,2024-11-04,debit,23610998,vendor_payment
LED-LEGACY-0323,e0a3482d-0592-4d6a-b8ca-48f41080a1c7,PAY-LEGACY-0323,2024-06-25,debit,15170872,vendor_payment
LED-LEGACY-0324,440efebd-9f25-439e-be93-409788161fc4,PAY-LEGACY-0324,2024-05-22,debit,2377968,vendor_payment
LED-LEGACY-0325,b860fd19-e0ab-48ac-a475-5c0ad4f5b278,PAY-LEGACY-0325,2026-01-16,debit,1410961,vendor_payment
LED-LEGACY-0326,7e75a696-19fb-4d0e-a6ce-3879d0262ebd,PAY-LEGACY-0326,2025-07-17,debit,2049471,vendor_payment
LED-LEGACY-0327,1087148a-97ed-4417-8f19-d0e4cd1ca471,PAY-LEGACY-0327,2026-04-09,debit,3517740,vendor_payment
LED-LEGACY-0328,7bfd8bde-c79b-4ac3-8274-b24e88232699,PAY-LEGACY-0328,2026-03-31,debit,4669978,vendor_payment
LED-LEGACY-0329,54f7f53d-dd82-4b8a-ae8e-d59a5dfe4973,PAY-LEGACY-0329,2026-04-18,debit,33218902,vendor_payment
LED-LEGACY-0330,35042072-84bc-4384-9e7f-301b0855432a,PAY-LEGACY-0330,2026-02-22,debit,15624503,vendor_payment
LED-LEGACY-0331,9547a959-508c-4734-9b7e-36a56b45c5b1,PAY-LEGACY-0331,2025-01-16,debit,1793608,vendor_payment
LED-LEGACY-0332,0015658b-6dd9-4631-91dd-bf8de3192e80,PAY-LEGACY-0332,2026-06-30,debit,4434869,vendor_payment
LED-LEGACY-0333,23ef3a14-47bf-408d-80fb-658c6b15fa76,PAY-LEGACY-0333,2025-02-14,debit,4955559,vendor_payment
LED-LEGACY-0334,f97fd87b-3e10-4676-b970-0720d69b6ab8,PAY-LEGACY-0334,2025-04-29,debit,2360763,vendor_payment
LED-LEGACY-0335,9cb860dd-8ecf-49f1-98b6-45e4a03066e8,PAY-LEGACY-0335,2025-08-23,debit,663855,vendor_payment
LED-LEGACY-0336,2930b5b6-2083-49f5-b3ec-c1c25f2239aa,PAY-LEGACY-0336,2025-05-30,debit,18542800,vendor_payment
LED-LEGACY-0337,144dd172-1b73-483d-a4c0-fd61f3103aaf,PAY-LEGACY-0337,2024-03-26,debit,1619946,vendor_payment
LED-LEGACY-0338,71e6f3d1-62c6-4426-90d1-fa69e0a711cd,PAY-LEGACY-0338,2025-11-03,debit,1624095,vendor_payment
LED-LEGACY-0339,3eeb1c92-ab1f-4d9d-ad7a-ba11a1f59e2c,PAY-LEGACY-0339,2024-11-07,debit,379947,vendor_payment
LED-LEGACY-0340,09c10c88-e16e-447f-b306-9bd8aa6e7d93,PAY-LEGACY-0340,2024-04-10,debit,29631145,vendor_payment
LED-LEGACY-0341,abcf6584-5d42-41ee-8c69-3f248c249c7c,PAY-LEGACY-0341,2025-08-12,debit,4621064,vendor_payment
LED-LEGACY-0342,076b3605-3eb2-4ee7-91ce-b9127f4b5e4e,PAY-LEGACY-0342,2024-12-02,debit,1314790,vendor_payment
LED-LEGACY-0343,d548fe27-7ed0-4c71-a445-12e7dc38dfab,PAY-LEGACY-0343,2026-01-04,debit,4082685,vendor_payment
LED-LEGACY-0344,df677ddf-f932-438a-bab4-caa6ce5fbc91,PAY-LEGACY-0344,2024-07-07,debit,577955,vendor_payment
LED-LEGACY-0345,876a6853-7675-48b7-9436-5171b0d4be52,PAY-LEGACY-0345,2025-03-28,debit,3972918,vendor_payment
LED-LEGACY-0346,3f3ba940-4192-4fa8-b520-77771a85c4b4,PAY-LEGACY-0346,2024-03-04,debit,4699177,vendor_payment
LED-LEGACY-0347,9c9f5e88-8cb5-42c6-b31e-d0f9bfbd5c32,PAY-LEGACY-0347,2026-05-08,debit,4856631,vendor_payment
LED-LEGACY-0348,0ca69cab-67bd-4c12-9190-8e1624623d84,PAY-LEGACY-0348,2024-08-20,debit,44964893,vendor_payment
LED-LEGACY-0349,01accd6e-8a03-4a9c-bae5-6fc06d861a96,PAY-LEGACY-0349,2026-08-16,debit,315371489,vendor_payment
LED-LEGACY-0350,705e160e-3f9a-464e-a036-d5c92c6b633d,PAY-LEGACY-0350,2026-06-23,debit,637551,vendor_payment
LED-LEGACY-0351,9bbbcf32-2d78-4441-809a-ea8d8a0e2b41,PAY-LEGACY-0351,2025-12-13,debit,3950395,vendor_payment
LED-LEGACY-0352,2b877d27-3ccb-4c14-bead-32c91d1304fb,PAY-LEGACY-0352,2024-12-25,debit,4898282,vendor_payment
LED-LEGACY-0353,1537abc6-144a-4cf5-8351-a0cd7aa96437,PAY-LEGACY-0353,2026-03-13,debit,4129223,vendor_payment
LED-LEGACY-0354,5b8aee27-2795-44bd-a142-6145d11609cf,PAY-LEGACY-0354,2024-11-29,debit,35767439,vendor_payment
LED-LEGACY-0355,29c7269a-db55-40d6-8921-ce02934e66cc,PAY-LEGACY-0355,2025-01-22,debit,46431632,vendor_payment
LED-LEGACY-0356,2544bb56-f675-4878-8e7f-fc502d48ecfc,PAY-LEGACY-0356,2026-07-17,debit,2615423,vendor_payment
LED-LEGACY-0357,dd755a32-ff24-4b6a-b6bb-cc307d14a2a6,PAY-LEGACY-0357,2025-12-11,debit,3796829,vendor_payment
LED-LEGACY-0358,1e335d27-d597-4e85-b697-6a72ea7bd5c9,PAY-LEGACY-0358,2025-06-09,debit,3660463,vendor_payment
