allocation_id,invoice_id,payout_id,amount_minor,allocation_date
6d222c1e-ef1d-513d-b935-28d9edf0e4b6,INV-LEGACY-0354,PAY-LEGACY-0354,35767439,2024-11-29
6d32d43a-e9cd-5a59-90c2-89054b38543f,INV-LEGACY-0358,PAY-LEGACY-0358,3660463,2025-06-09
6ddf777e-b78d-55e1-a278-458881ff4d7c,INV-LEGACY-0007,PAY-LEGACY-0007,611289,2025-07-20
6e175b26-e6fa-52bc-b820-589a56431093,INV-LEGACY-0101,PAY-LEGACY-0101,1769622,2024-11-25
6e83fe45-8572-5a25-bb17-7fc92d677a98,INV-LEGACY-0097,PAY-LEGACY-0097,1404487,2026-03-18
6e993402-4cfe-5f77-bf85-92ea16558656,INV-LEGACY-0133,PAY-LEGACY-0133,35840294,2026-07-06
6e9b5b9b-7a73-51f2-9758-b27fccb99359,INV-LEGACY-0171,PAY-LEGACY-0171,2606797,2024-03-03
702c5040-19e0-5045-b6fb-df2055480cc3,INV-LEGACY-0075,PAY-LEGACY-0075,2493552,2026-04-28
703903b9-9d68-594d-8c49-1064db351f4f,INV-LEGACY-0080,PAY-LEGACY-0080,2863613,2026-07-19
707a8122-ff82-5d0f-97b0-066bb5816c4b,INV-LEGACY-0109,PAY-LEGACY-0109,860527,2025-12-18
709388ef-b413-590a-b14a-54fd0a9fda1e,INV-LEGACY-0112,PAY-LEGACY-0112,3658355,2024-05-31
70a4276a-1c32-5d08-9392-0734bac27ee4,INV-LEGACY-0436,PAY-LEGACY-0436,3612646,2026-03-14
70cac8d2-6b3a-537e-ab46-1321bf3ef502,INV-LEGACY-0172,PAY-LEGACY-0172,4630873,2025-03-11
7166a229-6f55-5a29-b1f4-4cb8544ab8c4,INV-LEGACY-0340,PAY-LEGACY-0340,29631145,2024-04-10
7235f799-308e-585c-82cd-cea95e0d4b05,INV-LEGACY-0066,PAY-LEGACY-0066,3934653,2024-11-06
726ce010-4410-5cff-a844-d192afc6c794,INV-LEGACY-0476,PAY-LEGACY-0476,16499369,2026-06-24
74a871d2-929f-5c1a-b6d1-7bd590dfadc5,INV-LEGACY-0185,PAY-LEGACY-0185,2134508,2025-05-08
757c00e1-e837-5c30-8dfc-91a57f02b8a8,INV-LEGACY-0486,PAY-LEGACY-0486,3487796,2024-12-12
7693243d-53d7-50f4-818f-19a27684649b,INV-LEGACY-0457,PAY-LEGACY-0457,584250,2025-04-18
76adf6d6-b6a2-55c2-9bec-cdbbcecd7819,INV-LEGACY-0158,PAY-LEGACY-0158,2551120,2025-05-07
76d533e8-b015-56e4-b4d6-e5a8e6253261,INV-LEGACY-0209,PAY-LEGACY-0209,2385915,2026-05-15
77b63732-9221-55e9-aec7-cec4c3d418f0,INV-LEGACY-0207,PAY-LEGACY-0207,3376514,2024-01-24
780fefb3-1b55-592c-bcd6-1082d58a73fa,INV-LEGACY-0383,PAY-LEGACY-0383,1280982,2026-07-05
7820b581-72eb-5f9f-be21-c195ea132354,INV-LEGACY-0479,PAY-LEGACY-0479,3849523,2025-07-27
78422b75-d4e0-5cea-b6b9-7244ca5f6c3f,INV-LEGACY-0278,PAY-LEGACY-0278,47551823,2025-11-04
784f60c0-1ad9-52a6-9ba3-3717a01483f4,INV-LEGACY-0103,PAY-LEGACY-0103,3366465,2025-03-07
78bc775d-fe0a-5a21-bb4f-4626e14b9ca8,INV-LEGACY-0277,PAY-LEGACY-0277,1983332,2025-03-15
791b9127-c8fb-5ece-8ed3-2e75627c4abe,INV-LEGACY-0204,PAY-LEGACY-0204,4031200,2025-06-25
7a05a73a-b57e-5f04-b522-336f1c617e6b,INV-BATCH-2,PAY-BATCH-2,700000,2026-08-15
7aa932a9-c243-5eda-8c87-add81994c0ee,INV-LEGACY-0044,PAY-LEGACY-0044,3856371,2025-10-29
7acc9a4c-5bca-5820-9b65-df05b4eb26f8,INV-LEGACY-0180,PAY-LEGACY-0180,2304494,2026-06-22
7bc31996-8332-5ea6-b158-96d59723577e,INV-LEGACY-0117,PAY-LEGACY-0117,23438937,2024-06-21
7bfb9d8a-c1cd-52b8-91b5-8a5a57e83c5b,INV-LEGACY-0359,PAY-LEGACY-0359,3868453,2025-06-27
7d8340a6-296f-5d5f-b01d-0086df57d48b,INV-LEGACY-0094,PAY-LEGACY-0094,45863535,2025-10-11
7eb44fcb-bd0f-5549-8055-0e2fc3cbea73,INV-CLOUD-HISTORY-5,PAY-CLOUD-HISTORY-5,100000,2026-07-20
80e78b83-6564-5b3c-9280-90df07ec18d5,INV-LEGACY-0205,PAY-LEGACY-0205,1377909,2024-11-19
81044ccd-5a02-5be2-aa53-395d051bd2a4,INV-LEGACY-0374,PAY-LEGACY-0374,3397127,2024-02-19
816a5a83-e5aa-5adc-831a-6e62b5219e97,INV-LEGACY-0248,PAY-LEGACY-0248,1200761,2025-02-13
824ad131-351f-5a00-af02-854e0903ef1e,INV-LEGACY-0122,PAY-LEGACY-0122,1306300,2025-12-21
82db8db3-7aed-58af-bca1-a9dda46c6773,INV-LEGACY-0409,PAY-LEGACY-0409,44378752,2024-04-03
82ebb855-5eba-55c7-a8c6-7a8446c9dc0e,INV-LEGACY-0169,PAY-LEGACY-0169,1586089,2025-05-08
82f7e832-183e-592a-b1ae-274810b0d4e3,INV-LEGACY-0038,PAY-LEGACY-0038,4150065,2026-02-16
831f2b9b-4aee-5a88-a8a2-86a652093efd,INV-LEGACY-0284,PAY-LEGACY-0284,239811,2025-04-23
834803c7-26ea-52d8-9135-a8ac3be70b4e,INV-FEE,PAY-FEE,1000000,2026-08-15
8379fa15-2328-525d-9e86-361dff9cd52d,INV-LEGACY-0407,PAY-LEGACY-0407,4164006,2024-05-17
83b8da70-4842-5649-a1a5-80fc941247d5,INV-LEGACY-0125,PAY-LEGACY-0125,4974255,2026-01-20
83bb5d3b-19a0-5ca3-bcf8-d4c8ccc6d945,INV-LEGACY-0181,PAY-LEGACY-0181,36756872,2025-08-15
83f389b3-309e-5aee-b1bb-9c915d7be0ed,INV-LEGACY-0296,PAY-LEGACY-0296,2470999,2025-05-02
862afc8a-6e60-5675-b2c2-3afed8df2afd,INV-LEGACY-0272,PAY-LEGACY-0272,1954755,2026-08-25
8695f144-73f2-5476-8f40-51b630f6142d,INV-LEGACY-0195,PAY-LEGACY-0195,388008,2024-05-19
86b594fb-a4f1-5513-804b-eed0156ae16f,INV-LEGACY-0070,PAY-LEGACY-0070,37756265,2024-02-28
86e0cae9-ba59-5119-a991-1ae03d3fb542,INV-LEGACY-0008,PAY-LEGACY-0008,3351493,2025-10-23
86ecec59-9aaf-5b1e-a239-b521bb1f2ee3,INV-LEGACY-0116,PAY-LEGACY-0116,11289735,2025-05-18
8716e225-8f27-5495-a4f1-440b92c8cdcc,INV-LEGACY-0188,PAY-LEGACY-0188,37654896,2025-06-02
876ed0e8-8f5b-54b7-bf59-7fcdd57e893d,INV-LEGACY-0446,PAY-LEGACY-0446,3020149,2025-12-09
87d7198e-d334-5169-a97b-3be86e8588c8,INV-LEGACY-0316,PAY-LEGACY-0316,34798382,2024-10-27
87f596ed-ddd2-55d1-9869-c652ae06ec11,INV-LEGACY-0386,PAY-LEGACY-0386,374335,2025-03-07
87fb6a43-20a9-5999-afbd-28d0a1d5c230,INV-LEGACY-0000,PAY-LEGACY-0000,1228076,2025-01-10
892ce8ea-5d92-5552-b1e9-59c5e5ed305d,INV-LEGACY-0129,PAY-LEGACY-0129,23779945,2024-12-16
8968b41b-8b0c-5abc-841e-aa2231b21b3b,INV-LEGACY-0142,PAY-LEGACY-0142,3490521,2024-06-22
89795b22-9aa1-5370-a9eb-793f79743026,INV-LEGACY-0088,PAY-LEGACY-0088,160841,2024-03-24
8aa2e48b-4fdd-5626-a082-851f5c439148,INV-LEGACY-0223,PAY-LEGACY-0223,4509525,2024-01-11
8aacbd71-b61c-596e-8cb6-c03e2de83ac1,INV-LEGACY-0468,PAY-LEGACY-0468,13006466,2025-08-27
8aacf051-fba0-5520-beb2-cf21d4349676,INV-LEGACY-0078,PAY-LEGACY-0078,426154,2024-05-23
8baef6da-53bd-5227-b4cd-b7286b3b83b7,INV-LEGACY-0011,PAY-LEGACY-0011,49886607,2025-07-02
8c01c1f3-f52c-519c-adde-f64fc2c95eff,INV-LEGACY-0321,PAY-LEGACY-0321,1323826,2024-11-17
8c6e072d-448d-509a-9b23-1a7031f3ef62,INV-LEGACY-0234,PAY-LEGACY-0234,365022,2026-04-30
8c8294fc-2ae6-5a54-97af-a86f9af2a91b,INV-LEGACY-0043,PAY-LEGACY-0043,1143061,2025-03-03
8cc09e81-fe6f-54e9-b1e7-bf71ba05ae24,INV-LEGACY-0399,PAY-LEGACY-0399,2699507,2026-01-19
8ccf5a34-575a-5445-acfd-1619f3ca9ac6,INV-LEGACY-0218,PAY-LEGACY-0218,476068,2026-05-11
8cd8c283-5dc9-5200-815d-200896859400,INV-LEGACY-0206,PAY-LEGACY-0206,4949941,2024-03-11
8d22839b-b5bb-5991-85d8-1a78cd98bca3,INV-LEGACY-0288,PAY-LEGACY-0288,2471396,2025-07-21
8da28d6e-4795-5b9e-93bf-5bc2bdb4b798,INV-LEGACY-0150,PAY-LEGACY-0150,2010960,2024-01-06
8dd09f5f-d91b-52e8-b06f-75d71c62ba01,INV-LEGACY-0024,PAY-LEGACY-0024,1240402,2025-01-01
8e0487e8-1c3e-525d-8552-5e6a4ddb5447,INV-LEGACY-0047,PAY-LEGACY-0047,3487802,2025-09-27
90087ac6-5d16-5b04-b737-66856bd397b5,INV-LEGACY-0482,PAY-LEGACY-0482,1189531,2026-01-18
9011a63c-d76a-5b33-a470-120e765a4918,INV-LEGACY-0381,PAY-LEGACY-0381,26340770,2024-07-25
9047e484-6ff1-55dc-8e4b-afb7766a0f2f,INV-LEGACY-0393,PAY-LEGACY-0393,4013426,2025-06-12
919a8bfc-1532-55f4-85e3-895d0d5530d4,INV-LEGACY-0448,PAY-LEGACY-0448,3056234,2026-07-11
91fa989e-80c2-5b7b-94e3-ba8b38aac537,INV-LEGACY-0053,PAY-LEGACY-0053,49749126,2024-01-30
93ba74f2-367e-56a3-8f30-02cf724c9a81,INV-LEGACY-0175,PAY-LEGACY-0175,10465560,2025-09-22
93fa7a8a-f90b-54c9-9838-142665bc253c,INV-LEGACY-0257,PAY-LEGACY-0257,3217186,2026-05-22
948e49ad-631d-5ea1-a761-90bd531594e3,INV-LEGACY-0082,PAY-LEGACY-0082,3590880,2024-03-03
97e24075-eaa7-51af-9fa5-cdc1a62f4a2c,INV-LEGACY-0498,PAY-LEGACY-0498,2340009,2024-04-16
983a4c46-a9a0-526d-837a-1c6731447fb6,INV-LEGACY-0483,PAY-LEGACY-0483,31573644,2025-11-18
9866afa2-74e2-59b4-a76f-fce84ac52809,INV-LEGACY-0010,PAY-LEGACY-0010,3792502,2025-11-23
98f4b4cf-dcd9-5ccd-a766-4477d411809f,INV-LEGACY-0071,PAY-LEGACY-0071,3675133,2025-11-04
9920720f-70e1-5cf9-aa5f-7c84886f6470,INV-LEGACY-0402,PAY-LEGACY-0402,4418557,2025-07-06
99d6673d-b2ac-5f55-bda3-0c3223fb1d96,INV-LEGACY-0365,PAY-LEGACY-0365,2620530,2024-05-08
9ad32a06-7f65-53e1-91d2-460937f24f75,INV-LEGACY-0364,PAY-LEGACY-0364,2547302,2024-05-12
9b3716b0-946e-57fd-9797-94b5a34b633c,INV-LEGACY-0244,PAY-LEGACY-0244,3165166,2024-01-28
9b526b93-e478-5035-81dd-88b9c1185873,INV-LEGACY-0492,PAY-LEGACY-0492,4017596,2024-03-07
9c496dbe-da3b-5de7-841f-15f394615e02,INV-LEGACY-0308,PAY-LEGACY-0308,4138028,2026-08-21
9c8c6a7d-2fab-5e6f-a2b0-a07871d77092,INV-LEGACY-0029,PAY-LEGACY-0029,420891,2025-06-03
9cad9651-2387-5de9-819e-d88390204571,INV-LEGACY-0357,PAY-LEGACY-0357,3796829,2025-12-11
9d0066ac-8a72-595c-affc-e36871e462da,INV-LEGACY-0002,PAY-LEGACY-0002,1129332,2024-12-27
9d1b379f-732e-50c8-b38b-4f57dc40c763,INV-LEGACY-0231,PAY-LEGACY-0231,1560382,2025-04-16
9d7726f5-396a-5fc8-b254-2c47ef2a52b1,INV-LEGACY-0137,PAY-LEGACY-0137,4694651,2026-02-22
9ecfb78e-4503-5e04-9c4d-fb374f2aa1cd,INV-LEGACY-0398,PAY-LEGACY-0398,4236778,2024-06-28
9fd42aae-31dc-5f6a-8719-a243d4d459b8,INV-LEGACY-0299,PAY-LEGACY-0299,4438999,2026-08-21
a082adda-0816-58af-806d-eda1877b182b,INV-LEGACY-0261,PAY-LEGACY-0261,1924843,2025-06-28
a13630c3-c54b-5127-ace8-6cf7ae67fcef,INV-LEGACY-0368,PAY-LEGACY-0368,3304918,2024-04-03
a154b800-11e8-5643-8294-4a0296be4127,INV-EXACT,PAY-EXACT,1000000,2026-08-15
a1ce7cab-c2ee-5727-8b3e-03ba7cbfd538,INV-LEGACY-0287,PAY-LEGACY-0287,806419,2024-08-25
a266880b-7cbf-5635-bdc8-a8bb2739907b,INV-LEGACY-0328,PAY-LEGACY-0328,4669978,2026-03-31
a2835cf0-6c2a-5f1c-bbf8-52b7846533a2,INV-LEGACY-0085,PAY-LEGACY-0085,648990,2024-09-02
a2dfaedc-dd8a-5e2a-b4d1-bb99ea620b33,INV-LEGACY-0252,PAY-LEGACY-0252,22167699,2024-10-17
a310f14b-41b1-5c18-bc36-ae1a86b3eb42,INV-LEGACY-0470,PAY-LEGACY-0470,3256520,2024-09-04
a362d1a4-32d6-551b-ad70-ff2c5961d759,INV-LEGACY-0113,PAY-LEGACY-0113,4906167,2024-01-02
a393f8c0-62d4-5d00-901a-5ff5400113d4,INV-LEGACY-0003,PAY-LEGACY-0003,42277702,2025-06-27
a43f820c-929f-5b56-9a4b-f79782960f92,INV-LEGACY-0249,PAY-LEGACY-0249,33124797,2024-10-18
a48416b5-0177-5d2b-9b72-cc6b82442b02,INV-LEGACY-0135,PAY-LEGACY-0135,1214717,2024-01-10
a4beb87a-0d74-55b2-bb13-362da1fdb27b,INV-LEGACY-0233,PAY-LEGACY-0233,2001972,2025-09-23
a51c9c12-01db-58aa-a7f7-038d2d721789,INV-LEGACY-0362,PAY-LEGACY-0362,2481548,2025-08-12
a5341c70-2a26-5e10-941a-85195d0b6897,INV-LEGACY-0379,PAY-LEGACY-0379,91748,2026-08-06
a5822709-a982-51db-818f-efac0b4e77e9,INV-LEGACY-0170,PAY-LEGACY-0170,3070167,2025-04-20
a6d71e64-db8b-5822-9812-95fe0a6c6132,INV-LEGACY-0264,PAY-LEGACY-0264,4948094,2024-12-01
a75ad32d-055d-54e9-b737-5412740d7594,INV-LEGACY-0191,PAY-LEGACY-0191,10447194,2024-05-10
a77130ed-8ef9-5406-8b3c-7bf53b572f30,INV-FIRST-DAY,PAY-FIRST-DAY,10000,2026-08-01
a7bddc41-5c1b-5288-a016-5941326a4db2,INV-LEGACY-0493,PAY-LEGACY-0493,657714,2026-04-17
a7d7d390-bad0-527b-8c15-c4fdb9767746,INV-LEGACY-0305,PAY-LEGACY-0305,1135625,2024-03-13
a85896ae-f6a8-56c3-8a8f-b7f9bf6cd0ac,INV-LEGACY-0342,PAY-LEGACY-0342,1314790,2024-12-02
a8d7db36-48b3-5d11-a322-6c8462a06da8,INV-LEGACY-0363,PAY-LEGACY-0363,770500,2025-10-05
a99364c0-78ee-58c7-9722-db6975a95a02,INV-LEGACY-0146,PAY-LEGACY-0146,3619868,2024-11-19
a9f7b929-8727-5eb4-94ad-749cce6e578b,INV-LEGACY-0246,PAY-LEGACY-0246,1022750,2025-11-27
aa8b2a9e-08f2-5412-b549-747f8c2df0d9,INV-LEGACY-0165,PAY-LEGACY-0165,4246321,2025-09-14
ab189b97-2a8d-504e-82d9-ee391b842e82,INV-LEGACY-0489,PAY-LEGACY-0489,2744215,2025-01-04
ab1d1ee0-578c-5c7a-a899-b9da04fcce13,INV-RETRY,PAY-RETRY,150000,2026-08-15
abfec3f4-5281-5f0f-a513-5515fccfb345,INV-LEGACY-0334,PAY-LEGACY-0334,2360763,2025-04-29
ac5b8f21-7642-599b-b4f6-5814faf60f52,INV-LEGACY-0253,PAY-LEGACY-0253,42875729,2024-01-22
ac6cb60f-89b2-51d8-bbff-811b7462456b,INV-LEGACY-0355,PAY-LEGACY-0355,46431632,2025-01-22
acca5ed9-2d2f-5c97-ac96-723e732851e0,INV-LEGACY-0311,PAY-LEGACY-0311,952818,2025-03-08
ad79b220-6b27-5dc2-8a39-888ff36ce4a3,INV-LEGACY-0239,PAY-LEGACY-0239,4255973,2026-05-25
ad8483a7-3ddb-544a-a1b8-43dd3325947d,INV-LEGACY-0366,PAY-LEGACY-0366,4632580,2026-03-06
aecd6e9a-f78a-5798-b3fa-09466602bb14,INV-LEGACY-0472,PAY-LEGACY-0472,11379448,2026-08-23
af0852bd-178f-5a67-8cc3-5e386a295778,INV-LEGACY-0014,PAY-LEGACY-0014,3392034,2025-01-27
b0fa1a2a-392c-56c2-98c4-1845d718cb9a,INV-LEGACY-0062,PAY-LEGACY-0062,4986954,2026-05-25
b13941c5-b7de-5a17-b436-ab547b3cf3a8,INV-LEGACY-0335,PAY-LEGACY-0335,663855,2025-08-23
b1c959a2-7b3a-5e4b-b706-18977533f02c,INV-LEGACY-0312,PAY-LEGACY-0312,339100,2024-10-24
b256f6ee-a300-5d2b-8686-13969f062c87,INV-LEGACY-0474,PAY-LEGACY-0474,344968,2026-01-27
b25a471d-5cb5-5b7c-98f6-74160eaeb3f9,INV-PARTIAL,PAY-PARTIAL,400000,2026-08-15
b40f315f-a781-5ed0-b138-a36f436e1a3b,INV-LEGACY-0430,PAY-LEGACY-0430,16705541,2025-01-06
b487da48-c1dc-5941-afa5-6d17503a5ae0,INV-LEGACY-0310,PAY-LEGACY-0310,1148158,2024-07-10
b4c53917-594d-5129-bab7-27f1990b5281,INV-LEGACY-0055,PAY-LEGACY-0055,3740616,2025-12-17
b503b8a1-0be7-5958-b548-347812f3a648,INV-LEGACY-0270,PAY-LEGACY-0270,15749046,2026-06-03
b78407c8-2878-50ca-ad39-aa73d2161644,INV-CLOUD-HISTORY-6,PAY-CLOUD-HISTORY-6,100000,2026-07-24
b7e2e61a-573c-50fe-b549-a1debd817f56,INV-LEGACY-0210,PAY-LEGACY-0210,997144,2025-10-05
b897c230-691d-5aa1-87c5-096a002c75dd,INV-LEGACY-0237,PAY-LEGACY-0237,1126981,2024-02-11
b8fb1e46-5b6c-53d1-9e26-f929fadaea50,INV-LEGACY-0301,PAY-LEGACY-0301,2283246,2024-04-02
b91a4acb-7ff8-5b48-8eb3-506572dbb1cc,INV-LEGACY-0275,PAY-LEGACY-0275,10596841,2024-08-13
b9332fc5-bb88-5b21-b5cb-c6318b5b2e67,INV-LEGACY-0111,PAY-LEGACY-0111,5227312,2026-05-19
b978adfd-7d4a-5e09-980a-c3b669404418,INV-CLOUD-HISTORY-4,PAY-CLOUD-HISTORY-4,100000,2026-07-16
ba6d2f0e-1ef0-5d01-8f22-d8ec84ba128b,INV-LEGACY-0286,PAY-LEGACY-0286,2301195,2024-12-21
ba74717b-b6ec-5ac5-b49d-66e4ccdf732f,INV-LEGACY-0221,PAY-LEGACY-0221,2377638,2026-01-21
ba86db11-d713-5a48-9812-8d5a84d54633,INV-LEGACY-0352,PAY-LEGACY-0352,4898282,2024-12-25
baa3acb2-404a-5121-99f1-f2bb025b99f6,INV-LEGACY-0274,PAY-LEGACY-0274,17841517,2024-12-13
bae4e3ff-8aa6-542b-8826-a18cc51bc94b,INV-LEGACY-0076,PAY-LEGACY-0076,3839157,2025-12-21
baecdb24-578d-5c6c-85fb-23c1fa0f6919,INV-LEGACY-0245,PAY-LEGACY-0245,47457274,2026-03-28
bb8460d2-ff22-531f-98f7-c1a3c394ddb1,INV-LEGACY-0478,PAY-LEGACY-0478,2157246,2024-06-19
bbd38636-e195-5e0a-8804-cbe4659966d3,INV-LEGACY-0487,PAY-LEGACY-0487,4302254,2026-02-16
bc7a16eb-88aa-591c-baa7-c1d000105a49,INV-LEGACY-0273,PAY-LEGACY-0273,12414163,2024-07-02
bce66201-1cdd-53b3-827b-ec7f977b8547,INV-LEGACY-0028,PAY-LEGACY-0028,30113683,2024-06-05
bcf87f50-96b8-5d7e-a014-7502e0b9dc5d,INV-CLOUD-HISTORY-2,PAY-CLOUD-HISTORY-2,100000,2026-07-08
bdd94a7c-3dc6-5c08-8320-380a3b04040d,INV-LEGACY-0121,PAY-LEGACY-0121,153256,2025-07-10
be19b5d4-f8a5-58ef-9a97-676e8aee35f8,INV-LEGACY-0119,PAY-LEGACY-0119,2289437,2024-07-19
bfe8dd73-c9de-5539-bf45-f0e476858b5e,INV-MISSING-REF,PAY-MISSING-REF,45000,2026-08-15
bfede51e-906f-5287-9db0-96862a8ef6d2,INV-LEGACY-0320,PAY-LEGACY-0320,4185450,2026-01-10
c05305ab-0b8a-5d9b-81e5-00dae33cee7f,INV-LEGACY-0389,PAY-LEGACY-0389,3735106,2025-10-24
c064e82e-4bef-5751-ac56-0e1079e9ffda,INV-LEGACY-0400,PAY-LEGACY-0400,4959242,2025-10-03
c09b698e-cad5-51a4-9b44-819c94ef9006,INV-LEGACY-0290,PAY-LEGACY-0290,2158646,2026-07-24
c0e3c869-e658-5288-968d-1c98c9a387bd,INV-LEGACY-0167,PAY-LEGACY-0167,39116273,2025-12-23
c0e5f128-a460-55e8-8e94-f346efd73cc1,INV-LEGACY-0450,PAY-LEGACY-0450,1794789,2024-10-26
c1578f65-14db-57f0-aa3a-c48099e5c099,INV-LEGACY-0102,PAY-LEGACY-0102,3985405,2026-06-26
c1ad9e79-15ba-50d6-a921-e08db48f70e8,INV-LEGACY-0059,PAY-LEGACY-0059,1939638,2024-01-01
c2993268-c49e-54f7-bf88-083201802686,INV-LEGACY-0032,PAY-LEGACY-0032,10995017,2025-12-28
c440e892-66b4-5a98-80b9-be2c1852a6e3,INV-LEGACY-0485,PAY-LEGACY-0485,42628408,2025-09-01
c462fb0d-4c5f-58d8-9e8e-76db3b090685,INV-LEGACY-0304,PAY-LEGACY-0304,27949998,2024-11-27
c471fbc6-6bd5-5b24-8419-bc94f380bcee,INV-LEGACY-0283,PAY-LEGACY-0283,2141143,2026-04-29
c49f6445-ab7e-52b2-999a-383666e16073,INV-LEGACY-0153,PAY-LEGACY-0153,18522748,2024-02-09
c5c27427-7b7f-5efb-9d4b-eebfa69fb2d8,INV-LEGACY-0373,PAY-LEGACY-0373,32963570,2024-02-18
c5d68709-ef61-56f5-bf56-00325035a2b0,INV-LEGACY-0268,PAY-LEGACY-0268,1993780,2026-02-02
c6b9c356-8a3f-55d3-908a-464fbd2cff56,INV-LEGACY-0138,PAY-LEGACY-0138,2869253,2024-06-15
c78a432d-e6d8-5147-90d2-9accc1bf9b6b,INV-LEGACY-0254,PAY-LEGACY-0254,2155035,2025-06-10
c8e8e96d-b13f-552a-b1cb-89dd6619c12e,INV-LEGACY-0108,PAY-LEGACY-0108,3544466,2025-04-24
c940b2a2-529a-5a3c-8752-1aad2a2fb310,INV-LEGACY-0107,PAY-LEGACY-0107,312196,2024-01-18
c96e34ec-2590-5c70-92fc-41c488ddebc4,INV-THRESHOLD-EQUAL,PAY-THRESHOLD-EQUAL,5000000,2026-08-15
c9dfd202-e413-5f34-b6d5-45045b827a34,INV-LEGACY-0168,PAY-LEGACY-0168,2335919,2025-12-22
cbf378b9-c456-5366-84b8-dbc2bbb094d6,INV-LEGACY-0413,PAY-LEGACY-0413,27079443,2024-05-21
cd462d5c-e41c-59c1-9a70-4e2ada9a4c7a,INV-LEGACY-0306,PAY-LEGACY-0306,843303,2025-03-16
cda157b2-601a-5e44-99f6-07039bbfc6d9,INV-LEGACY-0339,PAY-LEGACY-0339,379947,2024-11-07
ce3358c8-fbb4-5dae-b93c-d03ee21d5abb,INV-LEGACY-0238,PAY-LEGACY-0238,27729810,2026-09-04
ceced4f2-7d7d-568d-aee0-f6023c14a2f3,INV-LEGACY-0361,PAY-LEGACY-0361,3059353,2025-10-20
cff24dd7-8e29-5fcd-be90-6c364597f58d,INV-LEGACY-0157,PAY-LEGACY-0157,254537871,2024-04-05
cff96a55-b735-5dd8-91a4-13b17c24be3b,INV-LEGACY-0387,PAY-LEGACY-0387,933611,2026-06-22
d02d912c-2ae0-5b1d-91d8-94658703942a,INV-LEGACY-0481,PAY-LEGACY-0481,2365899,2025-08-12
d096e92a-b3e5-5f70-957d-41358d2154f0,INV-LEGACY-0471,PAY-LEGACY-0471,3924043,2024-06-10
d0c3d1de-4719-52e0-9ee9-92381fab7fa5,INV-LEGACY-0346,PAY-LEGACY-0346,4699177,2024-03-04
d1902331-a18a-57ce-b9e6-4f9eccf970e7,INV-LEGACY-0429,PAY-LEGACY-0429,2559380,2026-07-31
d198f238-f1a8-5998-8ec9-205107983943,INV-LEGACY-0063,PAY-LEGACY-0063,15061451,2024-06-03
d1abd684-95bc-552a-a5be-761f4f733d65,INV-LEGACY-0009,PAY-LEGACY-0009,1558145,2024-07-02
d224e26d-4d2b-5f78-83b2-7a7599810ac8,INV-LEGACY-0225,PAY-LEGACY-0225,3526571,2024-03-02
d28f778e-9906-509a-b1c2-a1ee96b282b4,INV-LEGACY-0162,PAY-LEGACY-0162,23986401,2026-08-19
d2d709c7-cf46-5e56-a769-a296cd4d2808,INV-LEGACY-0282,PAY-LEGACY-0282,2129685,2024-04-04
d31b268a-e716-53a4-8469-37ed3cfa9ca8,INV-LEGACY-0395,PAY-LEGACY-0395,4452167,2024-07-22
d3bfedb8-039a-5473-8cb5-c853b5a453ae,INV-LEGACY-0208,PAY-LEGACY-0208,48766312,2025-05-14
d4f3ca97-3dc8-5299-aa20-97ed84cf0373,INV-LEGACY-0226,PAY-LEGACY-0226,929648,2024-02-26
d5382c50-bb2e-5747-91f7-d22c6eb940d3,INV-LEGACY-0425,PAY-LEGACY-0425,4090040,2024-02-05
d59dab0d-aa9f-5ad2-a3fd-503b3654224e,INV-LEGACY-0267,PAY-LEGACY-0267,224465,2026-06-27
d5d22a47-97b5-5921-b82b-df699d109cd4,INV-LEGACY-0453,PAY-LEGACY-0453,2431574,2024-09-09
d663e45a-d0ea-590d-8a6c-22140f0099b3,INV-LEGACY-0461,PAY-LEGACY-0461,155376,2025-09-09
d755d47a-0539-5024-bbbd-b6e628086c9a,INV-LEGACY-0467,PAY-LEGACY-0467,3267551,2024-10-25
d77b6fb3-2691-503a-bc7b-4827dbe02bf6,INV-LEGACY-0100,PAY-LEGACY-0100,2871571,2026-02-25
d837d215-bed0-5d79-8405-a13c74fccf4a,INV-LEGACY-0173,PAY-LEGACY-0173,3447890,2026-05-08
d86b6a6e-d067-590b-95d3-1f8f95a8c489,INV-LEGACY-0415,PAY-LEGACY-0415,30626949,2024-02-07
d8c64ddc-b2d8-5ae8-af55-251893ca8712,INV-LEGACY-0012,PAY-LEGACY-0012,3538184,2024-01-16
d8fa7981-413e-5f20-a85c-02a97e46133d,INV-LEGACY-0176,PAY-LEGACY-0176,38229305,2024-09-18
d95dd7d2-f49d-5f32-814a-7afae50ce9f2,INV-LEGACY-0131,PAY-LEGACY-0131,3967617,2025-02-22
db009524-803f-5ed9-9721-d1f4a83596aa,INV-LEGACY-0323,PAY-LEGACY-0323,15170872,2024-06-25
db996e57-e08f-5daa-a232-1ab232501a99,INV-LEGACY-0202,PAY-LEGACY-0202,33240077,2024-02-23
dd053a6b-5c0b-55cf-b8aa-32513e91e719,INV-LEGACY-0303,PAY-LEGACY-0303,1528576,2026-07-23
dd3f7957-a570-5bfd-955f-fdd7355d64ab,INV-LEGACY-0463,PAY-LEGACY-0463,45643267,2026-05-04
