payout_id,invoice_id,vendor_id,account_id,requested_date,settled_date,amount_minor,status,provenance
PAY-LEGACY-0102,INV-LEGACY-0102,cf12fc5b-6cbd-5c4d-a645-d8cb8ffc3364,93402ed2-92ad-42ef-a24a-46143fc9f316,2026-06-26,2026-06-26,3985405,succeeded,synthetic_extension_v1
PAY-LEGACY-0103,INV-LEGACY-0103,61d7d90d-5abe-5f59-a7db-4006b3832b7b,8dbede8d-0a89-45a6-a64c-d9a91f4a0eb3,2025-03-07,2025-03-07,3366465,succeeded,synthetic_extension_v1
PAY-LEGACY-0104,INV-LEGACY-0104,1dcd9d91-6524-598c-9bc4-13ae14df9657,ddf1162f-dc11-40ad-8c2c-3d897442bba7,2024-05-05,2024-05-05,149098,succeeded,synthetic_extension_v1
PAY-LEGACY-0105,INV-LEGACY-0105,34cf4669-d6e9-5cce-9dea-178bf3ae6c2e,87281040-201f-4bb5-8405-5346dd9359ae,2025-08-10,2025-08-10,333640,succeeded,synthetic_extension_v1
PAY-LEGACY-0106,INV-LEGACY-0106,6ff81d04-69f9-5ca1-b0d6-9b58a4098b61,0edd7cca-7ae2-401a-a282-4a5fb38bcfe9,2026-06-09,2026-06-09,4515398,succeeded,synthetic_extension_v1
PAY-LEGACY-0107,INV-LEGACY-0107,7a571bf0-4e3f-579e-984b-6cac68f79fa4,d2f492b7-9432-4091-acd8-86f09782b44b,2024-01-18,2024-01-18,312196,succeeded,synthetic_extension_v1
PAY-LEGACY-0108,INV-LEGACY-0108,6db5f047-b1cb-55f3-a343-da35c9d44f09,e7f3f167-537c-4ac6-a00b-2b0a7784efcf,2025-04-24,2025-04-24,3544466,succeeded,synthetic_extension_v1
PAY-LEGACY-0109,INV-LEGACY-0109,8c44d008-53f7-596a-b199-37f3269feea3,ff8f4ee5-45c3-4df7-9f6f-042a2e963c43,2025-12-18,2025-12-18,860527,succeeded,synthetic_extension_v1
PAY-LEGACY-0110,INV-LEGACY-0110,abfafefd-f1d4-562e-8578-673570ba6670,50dff58d-ba74-43a0-89d8-258270fc4c32,2025-07-18,2025-07-18,468064,succeeded,synthetic_extension_v1
PAY-LEGACY-0111,INV-LEGACY-0111,54719001-fd55-5f9d-8b4e-887178dd2f03,b68c7554-8484-4bcc-b322-5578a25f3774,2026-05-19,2026-05-19,5227312,succeeded,synthetic_extension_v1
PAY-LEGACY-0112,INV-LEGACY-0112,abd78957-0a17-5029-8fae-cdd76fd502a6,14221eaf-283e-4340-abc4-dd08b2941107,2024-05-31,2024-05-31,3658355,succeeded,synthetic_extension_v1
PAY-LEGACY-0113,INV-LEGACY-0113,afdd9e36-4fbe-547f-a211-8bdb6efaee17,5d8f4386-3b45-4e7a-8df2-a5cce5ced9f0,2024-01-02,2024-01-02,4906167,succeeded,synthetic_extension_v1
PAY-LEGACY-0114,INV-LEGACY-0114,b27be532-f849-53e0-b298-6c23a1f29e92,78589274-f054-4ca9-9f11-760833f645c8,2025-04-12,2025-04-12,4372440,succeeded,synthetic_extension_v1
PAY-LEGACY-0115,INV-LEGACY-0115,c212531e-e5ce-5540-b467-81a4b60e2fcb,430494bf-57c8-43b2-b5d0-dfdec0a44bc9,2026-08-04,2026-08-04,4463413,succeeded,synthetic_extension_v1
PAY-LEGACY-0116,INV-LEGACY-0116,46a82aad-9961-589b-a903-1393d8d4ba88,65ae893e-10dc-4f36-abf9-790a0b3496c0,2025-05-18,2025-05-18,11289735,succeeded,synthetic_extension_v1
PAY-LEGACY-0117,INV-LEGACY-0117,1dcd9d91-6524-598c-9bc4-13ae14df9657,f406fcbb-03e3-433e-8f04-abea2862a975,2024-06-21,2024-06-21,23438937,succeeded,synthetic_extension_v1
PAY-LEGACY-0118,INV-LEGACY-0118,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,30d8727c-1cfb-441b-8e22-5ddf29a79824,2026-06-11,2026-06-11,46046314,succeeded,synthetic_extension_v1
PAY-LEGACY-0119,INV-LEGACY-0119,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,9e27fb2a-2e2a-48c7-a53f-d0e45c8c1ab9,2024-07-19,2024-07-19,2289437,succeeded,synthetic_extension_v1
PAY-LEGACY-0120,INV-LEGACY-0120,f4429e57-7327-591d-a6e0-daa2dc7243ea,340589e5-37ca-4859-bdc9-8c297526717f,2024-04-05,2024-04-05,684024,succeeded,synthetic_extension_v1
PAY-LEGACY-0121,INV-LEGACY-0121,c1b1e75d-131d-5e69-86c5-c0c12e77406d,c20d7d41-e8cc-4d2e-911c-1313e9fd00ba,2025-07-10,2025-07-10,153256,succeeded,synthetic_extension_v1
PAY-LEGACY-0122,INV-LEGACY-0122,63d87a3d-61d1-5896-8685-ef82e2d0ff0c,3f069c93-3b01-4558-8402-1e25deeb0703,2025-12-21,2025-12-21,1306300,succeeded,synthetic_extension_v1
PAY-LEGACY-0123,INV-LEGACY-0123,4d0d97bf-e96c-55b8-b31b-3ca795aac941,271b3afd-ded8-4d9e-8064-50d10445fdfc,2024-08-12,2024-08-12,49992827,succeeded,synthetic_extension_v1
PAY-LEGACY-0124,INV-LEGACY-0124,c1004966-7336-5fbe-aafe-bf9edc5ee706,68cc4476-569c-4b97-9998-17c156746d50,2024-11-22,2024-11-22,35662303,succeeded,synthetic_extension_v1
PAY-LEGACY-0125,INV-LEGACY-0125,44225964-af60-5e05-8877-a71c5dae43a6,3c59dcd3-21ff-48c4-a1ed-e40aec2ad9cd,2026-01-20,2026-01-20,4974255,succeeded,synthetic_extension_v1
PAY-LEGACY-0126,INV-LEGACY-0126,c3ee90ed-404d-5b52-9dc6-1da94d6809b4,9094b1c8-aa5c-4e8a-b175-e8fb04eb5c36,2024-08-27,2024-08-27,1958541,succeeded,synthetic_extension_v1
PAY-LEGACY-0127,INV-LEGACY-0127,c3285bdf-fab8-51d3-8d1f-1caaca07a5e4,0e2d42b7-2fcb-4b08-87cc-d1667f6331b0,2026-06-05,2026-06-05,21649367,succeeded,synthetic_extension_v1
PAY-LEGACY-0128,INV-LEGACY-0128,e47ca9a4-e603-5649-afee-89dc4f38874b,452c86d2-f357-4481-b7dd-22be593cd13e,2025-11-16,2025-11-16,468736,succeeded,synthetic_extension_v1
PAY-LEGACY-0129,INV-LEGACY-0129,8dcd93b5-fcc4-5ec2-b4a5-b7f56c868c4e,7067d1d6-b41d-4057-a32d-36f6e53cdfe2,2024-12-16,2024-12-16,23779945,succeeded,synthetic_extension_v1
PAY-LEGACY-0130,INV-LEGACY-0130,8ad3ab75-1148-52cf-b7d9-e9f22926b24e,b0326d3d-ed36-4bf2-9c66-18a58738e298,2025-08-23,2025-08-23,2205301,succeeded,synthetic_extension_v1
PAY-LEGACY-0131,INV-LEGACY-0131,b15a9204-2fcd-51ff-a82f-71f28bb4f615,452c86d2-f357-4481-b7dd-22be593cd13e,2025-02-22,2025-02-22,3967617,succeeded,synthetic_extension_v1
PAY-LEGACY-0132,INV-LEGACY-0132,6890ddec-c75c-5441-980b-5b0c7953a44c,428b740f-d721-4026-882b-d70c10825801,2024-06-05,2024-06-05,3961732,succeeded,synthetic_extension_v1
PAY-LEGACY-0133,INV-LEGACY-0133,8eeb06f6-ac4a-502a-82ae-d92769fe3b88,0d66a827-c2ff-4a3c-841c-cf7233b52e5e,2026-07-06,2026-07-06,35840294,succeeded,synthetic_extension_v1
PAY-LEGACY-0134,INV-LEGACY-0134,f2076f54-1357-59de-8f38-194c67d4f1bf,82576fdb-8eb9-421f-822a-0ee22e106eba,2025-11-02,2025-11-02,2358062,succeeded,synthetic_extension_v1
PAY-LEGACY-0135,INV-LEGACY-0135,20ba8481-4838-57a8-85c4-600e334e994d,28b730c9-a94f-466c-8eb3-58d1ba039a28,2024-01-10,2024-01-10,1214717,succeeded,synthetic_extension_v1
PAY-LEGACY-0136,INV-LEGACY-0136,c3ee90ed-404d-5b52-9dc6-1da94d6809b4,4b6a834f-2b67-479f-864e-ffe472d86a69,2024-12-24,2024-12-24,14179593,succeeded,synthetic_extension_v1
PAY-LEGACY-0137,INV-LEGACY-0137,3045c937-d3d2-5d34-a1f6-1f3f4fd0a24c,dafccddf-8c09-49ce-8276-c568b01de307,2026-02-22,2026-02-22,4694651,succeeded,synthetic_extension_v1
PAY-LEGACY-0138,INV-LEGACY-0138,ee1ac8f9-e38c-552f-b69f-c85008cd8a55,97a4037b-06f6-4364-913b-e2ab2886fd03,2024-06-15,2024-06-15,2869253,succeeded,synthetic_extension_v1
PAY-LEGACY-0139,INV-LEGACY-0139,7b906924-60ee-52ed-8892-c41765745706,9e0c15f7-6e1e-468c-aedb-37fcce6194ab,2026-05-17,2026-05-17,377941,succeeded,synthetic_extension_v1
PAY-LEGACY-0140,INV-LEGACY-0140,c3c5af65-7bf1-5c62-9203-67d442c402f8,c8299ca1-c9cc-4a56-994c-204e0872dc92,2026-01-24,2026-01-24,27652225,succeeded,synthetic_extension_v1
PAY-LEGACY-0141,INV-LEGACY-0141,f2076f54-1357-59de-8f38-194c67d4f1bf,249c2b66-cabc-4c3e-9517-6ad4402faa0e,2024-10-12,2024-10-12,3757168,succeeded,synthetic_extension_v1
PAY-LEGACY-0142,INV-LEGACY-0142,e64b0d81-2f42-5b01-8b7f-21aaf64f8ba4,2cf85b23-11e5-484c-bcdd-e00dc3d274b5,2024-06-22,2024-06-22,3490521,succeeded,synthetic_extension_v1
PAY-LEGACY-0143,INV-LEGACY-0143,9e31f002-04dc-576f-b04a-7810aab351aa,cbe3b93c-1b15-4402-8173-2aa5cec4ee61,2025-02-22,2025-02-22,4878200,succeeded,synthetic_extension_v1
PAY-LEGACY-0144,INV-LEGACY-0144,5243a818-9d8e-5646-b3d1-2471cba98005,569c31ec-d861-47bb-9cf7-6020611e7c24,2025-01-14,2025-01-14,45403152,succeeded,synthetic_extension_v1
PAY-LEGACY-0145,INV-LEGACY-0145,f037e82c-74e9-5a3c-aaa3-daa26856de67,2b877d27-3ccb-4c14-bead-32c91d1304fb,2026-03-26,2026-03-26,2041848,succeeded,synthetic_extension_v1
PAY-LEGACY-0146,INV-LEGACY-0146,f2076f54-1357-59de-8f38-194c67d4f1bf,2a5693d5-2818-4c65-b4c9-5ce557f813d8,2024-11-19,2024-11-19,3619868,succeeded,synthetic_extension_v1
PAY-LEGACY-0147,INV-LEGACY-0147,1dcd9d91-6524-598c-9bc4-13ae14df9657,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,2024-09-11,2024-09-11,1192073,succeeded,synthetic_extension_v1
PAY-LEGACY-0148,INV-LEGACY-0148,7a571bf0-4e3f-579e-984b-6cac68f79fa4,63d266fe-8f12-4972-ae7c-ff8123f54b1b,2025-01-18,2025-01-18,518510,succeeded,synthetic_extension_v1
PAY-LEGACY-0149,INV-LEGACY-0149,cb594e5f-b964-5154-b88d-6a5b35a1b057,1fa3fa72-ccf2-4954-b861-55b98a6f7aa3,2026-08-23,2026-08-23,403544,succeeded,synthetic_extension_v1
PAY-LEGACY-0150,INV-LEGACY-0150,77167ec3-e35c-5dae-88bc-e1a85debe453,3f069c93-3b01-4558-8402-1e25deeb0703,2024-01-06,2024-01-06,2010960,succeeded,synthetic_extension_v1
PAY-LEGACY-0151,INV-LEGACY-0151,20ba8481-4838-57a8-85c4-600e334e994d,885ed7d4-83e5-46d5-9e4c-aaeeff02d15f,2026-07-13,2026-07-13,6706459,succeeded,synthetic_extension_v1
PAY-LEGACY-0152,INV-LEGACY-0152,fde58e48-cf68-524f-8d70-f1b18d897472,edd47b31-0547-4169-9e7f-57cb6356ca0e,2026-05-25,2026-05-25,3626525,succeeded,synthetic_extension_v1
PAY-LEGACY-0153,INV-LEGACY-0153,f4429e57-7327-591d-a6e0-daa2dc7243ea,a3a97df7-154e-42a0-9eeb-c3b8eb98bf59,2024-02-09,2024-02-09,18522748,succeeded,synthetic_extension_v1
PAY-LEGACY-0154,INV-LEGACY-0154,9e31f002-04dc-576f-b04a-7810aab351aa,0bf2535b-ab76-4a6f-b002-1f44dd1bb892,2026-08-28,2026-08-28,3607026,succeeded,synthetic_extension_v1
PAY-LEGACY-0155,INV-LEGACY-0155,733b9fc3-4b6c-5f12-a00e-730b011ecace,b72a1b09-4ba2-4b24-9435-e275de70d3c8,2025-07-07,2025-07-07,2702177,succeeded,synthetic_extension_v1
PAY-LEGACY-0156,INV-LEGACY-0156,b2fffdb3-e7f3-5e86-ad60-2b01d0b5230a,93cdf7ab-532c-4d1e-a443-a26b10046fce,2025-01-19,2025-01-19,2265736,succeeded,synthetic_extension_v1
PAY-LEGACY-0157,INV-LEGACY-0157,87a75965-a272-5a35-900e-1762ba9488ed,016d231d-2a78-4c5b-a582-076a904cf2f7,2024-04-05,2024-04-05,254537871,succeeded,synthetic_extension_v1
PAY-LEGACY-0158,INV-LEGACY-0158,8dcd93b5-fcc4-5ec2-b4a5-b7f56c868c4e,172212b3-46e0-4374-ae74-fa2e64d224b0,2025-05-07,2025-05-07,2551120,succeeded,synthetic_extension_v1
PAY-LEGACY-0159,INV-LEGACY-0159,15205565-6528-5522-9ba1-6c8a769002f2,f497c5bc-81d0-4b5e-a8f3-6b4666f0b010,2026-01-27,2026-01-27,3029995,succeeded,synthetic_extension_v1
PAY-LEGACY-0160,INV-LEGACY-0160,062379c9-df52-5839-ac2c-84c2f769737e,35042072-84bc-4384-9e7f-301b0855432a,2026-07-18,2026-07-18,3178838,succeeded,synthetic_extension_v1
PAY-LEGACY-0161,INV-LEGACY-0161,062191ca-fb59-5745-8ad0-f4e1b0f0614e,311f6aa0-1e1a-4265-8e33-f281d0f1874d,2026-01-18,2026-01-18,3471021,succeeded,synthetic_extension_v1
PAY-LEGACY-0162,INV-LEGACY-0162,3fe36217-513d-5d1e-a370-87ca79cb7dc7,e3fe1a73-0e43-4c63-9b49-233a92dca926,2026-08-19,2026-08-19,23986401,succeeded,synthetic_extension_v1
PAY-LEGACY-0163,INV-LEGACY-0163,cb594e5f-b964-5154-b88d-6a5b35a1b057,7e75a696-19fb-4d0e-a6ce-3879d0262ebd,2025-01-09,2025-01-09,2145232,succeeded,synthetic_extension_v1
PAY-LEGACY-0164,INV-LEGACY-0164,b36bfe66-2e9a-58ed-b8a4-8dd48ed80314,97a4037b-06f6-4364-913b-e2ab2886fd03,2024-07-30,2024-07-30,47538141,succeeded,synthetic_extension_v1
PAY-LEGACY-0165,INV-LEGACY-0165,03398435-d65f-54a1-88a2-e7df04f2ab90,38374f83-cb70-4f13-888e-f89ca37ae370,2025-09-14,2025-09-14,4246321,succeeded,synthetic_extension_v1
PAY-LEGACY-0166,INV-LEGACY-0166,ff023a33-f965-5f4c-992b-9e04c9d34202,07389c13-3832-4bc6-90e1-74598bf66e1a,2025-07-26,2025-07-26,248026177,succeeded,synthetic_extension_v1
PAY-LEGACY-0167,INV-LEGACY-0167,bdfdbeed-dd68-51d8-81d7-883bde84ff57,83e08921-1a92-4024-9cd8-dd25ea9f1b94,2025-12-23,2025-12-23,39116273,succeeded,synthetic_extension_v1
PAY-LEGACY-0168,INV-LEGACY-0168,8b83a2e0-357a-573e-94d5-89a73f03c83c,db364ca5-0951-433f-8ccb-560d5e79617f,2025-12-22,2025-12-22,2335919,succeeded,synthetic_extension_v1
PAY-LEGACY-0169,INV-LEGACY-0169,6db5f047-b1cb-55f3-a343-da35c9d44f09,63d266fe-8f12-4972-ae7c-ff8123f54b1b,2025-05-08,2025-05-08,1586089,succeeded,synthetic_extension_v1
PAY-LEGACY-0170,INV-LEGACY-0170,9e31f002-04dc-576f-b04a-7810aab351aa,bb9813f9-df37-4c17-b4c4-139eac431df8,2025-04-20,2025-04-20,3070167,succeeded,synthetic_extension_v1
PAY-LEGACY-0171,INV-LEGACY-0171,8c44d008-53f7-596a-b199-37f3269feea3,430494bf-57c8-43b2-b5d0-dfdec0a44bc9,2024-03-03,2024-03-03,2606797,succeeded,synthetic_extension_v1
PAY-LEGACY-0172,INV-LEGACY-0172,e670dcde-e3ef-5dc8-adc5-a9bb5a234e30,78589274-f054-4ca9-9f11-760833f645c8,2025-03-11,2025-03-11,4630873,succeeded,synthetic_extension_v1
PAY-LEGACY-0173,INV-LEGACY-0173,7d9808dd-3821-5fb9-b119-a0bd774ca03c,6b08e044-cb85-4a75-9428-3f050c8a81f7,2026-05-08,2026-05-08,3447890,succeeded,synthetic_extension_v1
PAY-LEGACY-0174,INV-LEGACY-0174,bd8e03c0-b540-5225-85ee-86af7c924b1d,b68c7554-8484-4bcc-b322-5578a25f3774,2025-11-19,2025-11-19,2548878,succeeded,synthetic_extension_v1
PAY-LEGACY-0175,INV-LEGACY-0175,48c17190-38a3-585c-ba2e-24946e092e9b,556c4c24-c740-4e60-8e98-a1d6246c035a,2025-09-22,2025-09-22,10465560,succeeded,synthetic_extension_v1
PAY-LEGACY-0176,INV-LEGACY-0176,7d9808dd-3821-5fb9-b119-a0bd774ca03c,ccae42c2-ab85-4f3c-b813-cc9bcb2e8dc8,2024-09-18,2024-09-18,38229305,succeeded,synthetic_extension_v1
PAY-LEGACY-0177,INV-LEGACY-0177,d33cc29d-f06a-5ab7-b008-951fcbdea952,f596673a-a1df-42a7-bbe4-5e37ea77667f,2024-01-28,2024-01-28,2028505,succeeded,synthetic_extension_v1
PAY-LEGACY-0178,INV-LEGACY-0178,54719001-fd55-5f9d-8b4e-887178dd2f03,f120a23c-605b-4ca5-a412-752ee027bdb1,2024-09-10,2024-09-10,44208578,succeeded,synthetic_extension_v1
PAY-LEGACY-0179,INV-LEGACY-0179,bdfdbeed-dd68-51d8-81d7-883bde84ff57,91e3a3e1-9a67-4e1a-9dd8-b490a1cdfb7c,2026-01-13,2026-01-13,2166613,succeeded,synthetic_extension_v1
PAY-LEGACY-0180,INV-LEGACY-0180,4dd192f2-9722-5707-a965-d53b52ec5e27,d21d432d-0883-412c-9c5c-51a984721f30,2026-06-22,2026-06-22,2304494,succeeded,synthetic_extension_v1
PAY-LEGACY-0181,INV-LEGACY-0181,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,390e861a-4655-4aac-becd-765a07787fb5,2025-08-15,2025-08-15,36756872,succeeded,synthetic_extension_v1
PAY-LEGACY-0182,INV-LEGACY-0182,e64b0d81-2f42-5b01-8b7f-21aaf64f8ba4,ea589b74-b658-45ae-89fb-367fae02a2b5,2024-09-24,2024-09-24,4205893,succeeded,synthetic_extension_v1
PAY-LEGACY-0183,INV-LEGACY-0183,bd8e03c0-b540-5225-85ee-86af7c924b1d,65fe58e9-ad1d-43d3-888b-de63aaa01ac9,2026-02-08,2026-02-08,2247856,succeeded,synthetic_extension_v1
PAY-LEGACY-0184,INV-LEGACY-0184,8674902d-2a3e-5926-9cad-29217ce4cc5d,ed1d8db1-5d63-4ae9-b8a4-5a65c0332131,2026-01-11,2026-01-11,42988513,succeeded,synthetic_extension_v1
PAY-LEGACY-0185,INV-LEGACY-0185,87a75965-a272-5a35-900e-1762ba9488ed,fa45e08c-ff79-4f4b-8be1-f89c44b35eda,2025-05-08,2025-05-08,2134508,succeeded,synthetic_extension_v1
PAY-LEGACY-0186,INV-LEGACY-0186,8d0d49ca-9dd9-5c8c-b9fe-e4cb65defe73,9bb687af-0f26-4638-9853-d9fe13e35912,2024-10-02,2024-10-02,3506614,succeeded,synthetic_extension_v1
PAY-LEGACY-0187,INV-LEGACY-0187,63f4d061-8523-5ba5-83df-01cd7055f359,c76a2b82-ca10-472f-8adc-3e9a4bb1cdf2,2025-02-26,2025-02-26,3209686,succeeded,synthetic_extension_v1
PAY-LEGACY-0188,INV-LEGACY-0188,c3ee90ed-404d-5b52-9dc6-1da94d6809b4,ae54e151-bb12-4800-a83c-0e7e9df46a97,2025-06-02,2025-06-02,37654896,succeeded,synthetic_extension_v1
PAY-LEGACY-0189,INV-LEGACY-0189,20ba8481-4838-57a8-85c4-600e334e994d,54799c32-a6a8-40e3-ad19-bfffe0c2fc98,2026-02-25,2026-02-25,2455010,succeeded,synthetic_extension_v1
PAY-LEGACY-0190,INV-LEGACY-0190,f4429e57-7327-591d-a6e0-daa2dc7243ea,9ce6efe3-df1e-44cd-bb82-a580825fef09,2026-07-26,2026-07-26,29328847,succeeded,synthetic_extension_v1
PAY-LEGACY-0191,INV-LEGACY-0191,76cfa4d5-58cd-5147-9114-6d2347852070,5bf4b01e-af84-4bfe-bbce-32cbde52ea30,2024-05-10,2024-05-10,10447194,succeeded,synthetic_extension_v1
PAY-LEGACY-0192,INV-LEGACY-0192,c1b1e75d-131d-5e69-86c5-c0c12e77406d,898ab554-a2c8-4679-9e7c-ca6aad41e1d1,2024-05-05,2024-05-05,730685,succeeded,synthetic_extension_v1
PAY-LEGACY-0193,INV-LEGACY-0193,abfafefd-f1d4-562e-8578-673570ba6670,ae54e151-bb12-4800-a83c-0e7e9df46a97,2024-10-15,2024-10-15,1710980,succeeded,synthetic_extension_v1
PAY-LEGACY-0194,INV-LEGACY-0194,bc2e61d3-b231-50d7-adf4-3d8cefc47608,2f3993ce-6cd5-4af3-97d9-42ba87d3596e,2025-08-04,2025-08-04,722705,succeeded,synthetic_extension_v1
PAY-LEGACY-0195,INV-LEGACY-0195,201f525a-3068-5046-b028-7def29460c9d,54f7f53d-dd82-4b8a-ae8e-d59a5dfe4973,2024-05-19,2024-05-19,388008,succeeded,synthetic_extension_v1
PAY-LEGACY-0196,INV-LEGACY-0196,b8412f27-5f6f-5b52-9764-cc61586ae013,38969333-44b7-49a0-aa79-1b1f10fb40cf,2025-05-05,2025-05-05,3749712,succeeded,synthetic_extension_v1
PAY-LEGACY-0197,INV-LEGACY-0197,a39f87b4-af54-56c4-9630-3a77a007a20e,cb350bfa-9e80-4e14-9644-f9112b9e1423,2024-07-22,2024-07-22,1541725,succeeded,synthetic_extension_v1
PAY-LEGACY-0198,INV-LEGACY-0198,bc6febd8-7473-5fe0-a8b5-fdf154c45313,22d3b229-fdeb-4531-8988-1a8f710747bb,2025-03-25,2025-03-25,2719297,succeeded,synthetic_extension_v1
PAY-LEGACY-0199,INV-LEGACY-0199,85be973f-397c-5091-a0cf-8a69af9538a6,bb9ad8d2-dc40-4297-a1fe-862ffd4b89f9,2024-01-09,2024-01-09,1259003,succeeded,synthetic_extension_v1
PAY-LEGACY-0200,INV-LEGACY-0200,f27aaedd-4c53-5c6f-9527-59387c250723,bb028cc4-0d56-4169-8e07-12d3f2ae45f4,2024-09-21,2024-09-21,2768705,succeeded,synthetic_extension_v1
PAY-LEGACY-0201,INV-LEGACY-0201,8ad3ab75-1148-52cf-b7d9-e9f22926b24e,ebae3bf8-5a92-44d2-9924-43dcc6bc961a,2024-10-01,2024-10-01,316433066,succeeded,synthetic_extension_v1
PAY-LEGACY-0202,INV-LEGACY-0202,3045c937-d3d2-5d34-a1f6-1f3f4fd0a24c,6286db3d-abf1-46b2-9be9-7b876d7acd40,2024-02-23,2024-02-23,33240077,succeeded,synthetic_extension_v1
PAY-LEGACY-0203,INV-LEGACY-0203,c85a13a5-eb0d-5389-b144-796391146dd1,3bd38ef6-074f-4e0a-8e19-ff51af9bfaa7,2024-03-01,2024-03-01,1415550,succeeded,synthetic_extension_v1
PAY-LEGACY-0204,INV-LEGACY-0204,c3ee90ed-404d-5b52-9dc6-1da94d6809b4,1c362a91-1cfb-4717-b7b4-8d1234df913a,2025-06-25,2025-06-25,4031200,succeeded,synthetic_extension_v1
PAY-LEGACY-0205,INV-LEGACY-0205,37fa3390-3c13-5b9d-91da-fd76fbb1f631,6200e535-71c7-42da-8195-c6f38356f04c,2024-11-19,2024-11-19,1377909,succeeded,synthetic_extension_v1
PAY-LEGACY-0206,INV-LEGACY-0206,f037e82c-74e9-5a3c-aaa3-daa26856de67,b7fe96c8-e78b-4003-8d1b-2288a70bffab,2024-03-11,2024-03-11,4949941,succeeded,synthetic_extension_v1
PAY-LEGACY-0207,INV-LEGACY-0207,58c8ca4c-8f64-5f76-afde-257dfee3eba4,d46c0f1d-e60d-483d-8dee-b208357f82c0,2024-01-24,2024-01-24,3376514,succeeded,synthetic_extension_v1
PAY-LEGACY-0208,INV-LEGACY-0208,840839a8-c7ea-5ee3-a49b-4add4123bfcc,41c87b36-5743-463e-84e6-65c5e7559966,2025-05-14,2025-05-14,48766312,succeeded,synthetic_extension_v1
PAY-LEGACY-0209,INV-LEGACY-0209,56f84b4c-e039-5f72-b3f7-41684d1e212a,40f14dc5-a1a3-4c49-b6e8-a2e4250f7ef5,2026-05-15,2026-05-15,2385915,succeeded,synthetic_extension_v1
PAY-LEGACY-0210,INV-LEGACY-0210,3045c937-d3d2-5d34-a1f6-1f3f4fd0a24c,cf2663b0-5ac1-4589-ac30-6fe975ddd431,2025-10-05,2025-10-05,997144,succeeded,synthetic_extension_v1
PAY-LEGACY-0211,INV-LEGACY-0211,cf12fc5b-6cbd-5c4d-a645-d8cb8ffc3364,7a3d8fad-e835-4869-b47b-1619f61293ec,2026-06-15,2026-06-15,48169581,succeeded,synthetic_extension_v1
PAY-LEGACY-0212,INV-LEGACY-0212,5abefc8a-a7ab-5b14-82be-80d66cee2257,777a4f3f-1d75-4ee1-9310-dfcebbc3adc4,2024-05-29,2024-05-29,40777522,succeeded,synthetic_extension_v1
PAY-LEGACY-0213,INV-LEGACY-0213,56f84b4c-e039-5f72-b3f7-41684d1e212a,7bb5a807-794a-4ac9-8190-9bb10dbef00a,2024-01-07,2024-01-07,2227006,succeeded,synthetic_extension_v1
PAY-LEGACY-0214,INV-LEGACY-0214,b7246714-7696-5218-97d3-ec9f16a96d23,09f3add6-0c78-4a7c-a1c7-7a0300c53728,2026-05-16,2026-05-16,4089425,succeeded,synthetic_extension_v1
PAY-LEGACY-0215,INV-LEGACY-0215,21433154-873b-5278-942c-b1731fd3c3cb,a2e28181-6b6c-49fb-80f0-0258a64558be,2026-03-18,2026-03-18,4786502,succeeded,synthetic_extension_v1
PAY-LEGACY-0216,INV-LEGACY-0216,6890ddec-c75c-5441-980b-5b0c7953a44c,b4028684-7853-40f4-ae5b-af515b3b04d1,2025-05-20,2025-05-20,37174762,succeeded,synthetic_extension_v1
PAY-LEGACY-0217,INV-LEGACY-0217,997cec34-5c60-56ac-a6b4-a3d4e25e3313,f7e1950e-6c5b-478a-8dc1-21339e3d273a,2024-05-21,2024-05-21,3505819,succeeded,synthetic_extension_v1
PAY-LEGACY-0218,INV-LEGACY-0218,dc76987f-d23e-545e-8544-9315d8870171,56a62284-b349-4b68-bd83-8368bc66328a,2026-05-11,2026-05-11,476068,succeeded,synthetic_extension_v1
PAY-LEGACY-0219,INV-LEGACY-0219,997cec34-5c60-56ac-a6b4-a3d4e25e3313,8dbe06fb-db46-4e76-b4a6-42eb63c50d37,2024-10-31,2024-10-31,2887132,succeeded,synthetic_extension_v1
PAY-LEGACY-0220,INV-LEGACY-0220,0abe02c5-6298-5e60-8222-19e57456cc9c,0619290f-13a3-4a22-a702-439a46f14574,2024-08-17,2024-08-17,887806,succeeded,synthetic_extension_v1
PAY-LEGACY-0221,INV-LEGACY-0221,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,237c6b41-bade-4128-8c76-51395857fa10,2026-01-21,2026-01-21,2377638,succeeded,synthetic_extension_v1
PAY-LEGACY-0222,INV-LEGACY-0222,1e7245ad-12eb-5c96-8d0a-dc1f95537f98,3783cb87-5ced-440a-8c40-2f490407c4d0,2026-05-23,2026-05-23,4135744,succeeded,synthetic_extension_v1
PAY-LEGACY-0223,INV-LEGACY-0223,785c0395-e985-5f7b-b465-fe76f488bedc,3beca4c2-2dac-4ec5-a070-9bebf56658ba,2024-01-11,2024-01-11,4509525,succeeded,synthetic_extension_v1
PAY-LEGACY-0224,INV-LEGACY-0224,2a46d6e0-9626-547a-9492-f77626fc9294,f4ca551c-2b6e-46d5-a5d5-860c2621dc54,2025-04-25,2025-04-25,710951,succeeded,synthetic_extension_v1
