transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
674b6928-db10-40f9-8acd-fe9dc40526c8,73d062f7-16bc-4397-a2b3-5fb01031618b,2025-06-24,debit,NEFT/NATIONAL INSURANCE,-329768.38,S4787478,
dfc3169b-6ed7-49aa-9979-a6a2d8f41724,d1172486-6205-41dd-8569-b37099511dcc,2025-10-24,credit,LOAN/MSEB,40626.37,T6613356,
e21fdad0-05ad-4d58-b393-a21a6863e0d3,75a9e689-5e05-4188-bd41-73fe7722b37d,2024-03-03,credit,FT/SELECTION ELECTRONICS,25906.5,S5131241,733811516679
1c05e4c8-ee9f-4ee9-8ca8-428836047249,2c851aa3-4abb-4ed4-a3c2-17ee69d718ea,2024-12-27,credit,DEP/Vig-Bhatt,14263.48,N2505983,661352597494
f63b97f0-059e-42c7-888b-91b4a40ef9f9,f6af3f60-db29-42f1-a181-77b0f59c57f7,2026-08-09,debit,FT/Kade-Mody,-271086.08,R7251596,
98aca25c-9e85-4bdc-a888-53776437ba10,35cbd0e1-fa1c-40da-bf3c-659fbdf26b5a,2025-12-15,debit,RET/UBER INDIA,-496299.19,U6006905,
d8a5edf0-79aa-408c-a82a-a21afc453f62,38969333-44b7-49a0-aa79-1b1f10fb40cf,2026-08-25,debit,"TFR/Swaminathan, Dora and Randhawa",-35496.98,T6172399,296659479966
331f913d-fe73-4c24-bb0d-352dec79b443,d2e19cc0-637f-4ccf-a3e5-6b2d47a1b452,2024-05-01,debit,CHQ/KOTAK MAHINDRA BANK CARD,-267556.12,N6724371,877311544352
66d9b477-3996-48d5-8802-a6f137e2a19b,714f968f-19e3-459c-9e50-e06a3f73d146,2024-06-13,credit,RET/Narayanan-Chand,338414.22,U6635441,514459721539
5402ac15-812d-4476-ae33-8a8cf7267c25,981f68a5-0e4b-4a99-9569-f4bc296f7b31,2024-04-07,debit,SAL/NAVI MUTUAL FUND,-26617.73,U5456885,422226875029
86437448-7f01-4097-9fac-0ece8da384ae,705e160e-3f9a-464e-a036-d5c92c6b633d,2024-10-13,credit,LOAN/BAJAJ FINANCE LTD,5653.34,U4307792,569008270076
7ce918c6-d075-4b1b-b267-3b5f625891ff,1b27735c-a7ce-41e3-803d-5acf3e7701f6,2025-04-13,debit,NEFT/ROYAL SUNDARAM,-30686.35,T4613008,122002121667
4b0cc1fd-cebf-4157-a9b5-ec0db4e468ab,a2e28181-6b6c-49fb-80f0-0258a64558be,2024-04-15,debit,RTGS/RELIANCE FRESH,-34238.57,N5715839,665652413739
e1ccc41d-4ce8-4a7e-ae90-55461c56e75d,408c962b-be0c-4836-acd3-fa211badfc66,2024-02-16,credit,UTIL/ICICI PRUDENTIAL,7959.12,U8427580,672823131772
c6bdd660-e55f-4b59-bc58-e28ea33432ac,46caa127-6326-4d6b-a238-f039889896e1,2025-09-25,debit,"CHQ/Bir, Chopra and Karan",-129262.67,S4273868,164643307732
ca06d4a6-ee05-4e16-a30a-5105a4ebcd4a,f25b46d1-9b0c-46f5-b0bf-7151e6de4203,2025-10-23,debit,DEP/FLIPKART,-47482.24,U1527931,408641603877
396e577d-a62c-4f7b-a877-46a6a6b84190,4cc93d65-f808-4292-b1dd-70a91ea19cb1,2025-01-24,debit,REF/PHONEPE,-45816.91,N3760840,372444141398
e823613e-a243-431f-9e65-83c458ccc3a6,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,2024-09-18,credit,RTGS/QUANT MUTUAL FUND,42886.91,I8029536,
a69c627e-b458-4071-80f2-368ca6da2441,f7d8ec06-0860-4a21-bf53-d90efa37c635,2024-12-01,debit,UTIL/SPENCER'S RETAIL,-27763.48,,
a7eb9517-8d65-4d7b-bb0c-3713276ce136,c8f56a19-21b1-4eb9-8110-74cc2b2f5d63,2026-06-23,debit,WDL/ORIENTAL INSURANCE,-5805.45,T1856577,
27090dd0-b2e5-4f26-9273-fc7de6834ace,223a73e5-3355-4a3c-b2e7-df8cbc6e742f,2026-06-16,debit,UTIL/INDANE GAS,-189608.59,U4339522,897790635371
fe2feb9f-ecf1-46e2-9551-ae78db9a3305,d050efa1-364e-4a09-88f4-5edc43f06218,2026-04-24,credit,RTGS/L&T MUTUAL FUND,6805.93,U4589647,640507617267
609fcbfa-7862-484e-93ff-ce9c55f176c3,ace5c2f3-95a3-4017-9f6c-ed8b6e7aeff9,2024-11-25,debit,TFR/Sundaram-Cherian,-88827.27,T5316347,401221190850
21aa51e3-9566-4b28-b4e4-e9708aaa909b,ef008986-aca8-4cba-bc4e-824828c8adac,2026-05-13,credit,WDL/OLA CABS,33650.79,U2158295,
1eda13aa-6db0-45c7-b350-87757fb96464,5bf4b01e-af84-4bfe-bbce-32cbde52ea30,2024-12-12,debit,RTGS/CASHFREE,-24189.86,R4221110,448702225797
fd5101b6-d79c-4924-91a4-fb86eed6ca26,a1d51934-64fb-453c-aac7-f0507be37524,2024-08-31,credit,SAL/SUNDARAM MUTUAL FUND,9744.24,R1567814,
5decaf14-c1e8-4b26-bbae-4ea04b76adc7,157df818-64a3-4d38-9a2b-5258b2db15fb,2024-05-25,credit,SAL/ICICI MUTUAL FUND,46349.65,U2596173,210781798244
ca1d0449-869f-46d6-a98d-a6170110be1f,e3fe1a73-0e43-4c63-9b49-233a92dca926,2026-03-17,debit,CHG/HDFC ERGO,-19920.07,T1801696,515651250048
ebd1bae1-5e5a-4018-8df9-9c691ea17da5,2930b5b6-2083-49f5-b3ec-c1c25f2239aa,2025-10-19,credit,RTGS/AXIS BANK CREDIT CARD,38193.75,U2712483,
c2c645d9-0a7f-484a-9098-dc839c81afe2,1a847de4-879e-4d6e-b84b-0b32dbb35cdd,2024-05-10,debit,LOAN/HDFC ERGO,-24442.07,I8908762,488322466403
05cdfab4-f0a0-425c-9431-65b6c9f8fefc,52ae27e2-bcff-4e49-9655-e8fe77fc1aa7,2025-09-17,credit,TFR/OLA CABS,401077.86,N7712253,440069176919
2cc7e2c9-585a-4cb6-bfba-7e0878a982e0,cbc4e3a6-84ae-4ab0-82a4-724df3f415b8,2025-06-11,debit,DEP/ADITYA BIRLA SUN LIFE,-41.41,I9630440,480834481492
be4854cc-f4d6-4fce-a175-4363a4c0e913,a36a9ff8-f379-4df6-9f1c-39d71396a787,2026-05-12,credit,EMI/BPCL,1499.96,U7867859,917910444232
82295bba-607a-481b-9873-8344ccee9d54,f8dd41e5-bbb0-4b57-9280-37085de58ee9,2026-05-28,credit,WDL/CRED,489198.63,S3714251,
c5551dbc-1daa-4bba-98e2-3ace26e2e188,d2a36808-4953-482c-a07d-b5e8a20b5d5b,2024-09-18,debit,UTIL/CHOLAMANDALAM MS,-40742.12,N1301277,
a61fe2b4-9651-4c15-8a77-c129d8b56e31,7a52a733-3c13-472a-8f60-8a2be9a74b3c,2026-06-02,credit,RET/BARODA BNP PARIBAS,17484.8,S7932160,607171990916
73744ca1-d050-46dd-bd4e-f2a0153e6eb4,8e9c769a-7566-431a-8ee5-cab10ef5bbb9,2025-07-16,credit,"LOAN/Mutti, Sood and Chad",27847.99,T3015832,899680529497
31123ace-eb45-4e7a-8222-8245e70e9120,6777b548-8f67-4874-9046-03a55364b9fa,2024-09-22,credit,UTIL/Mangal PLC,45123.65,U7889787,995588477338
2d563c30-7d2d-435c-9b82-64043e0363c1,422d6e3b-d174-4506-88b1-e189c32d0381,2024-05-09,debit,TFR/TATA MUTUAL FUND,-210871.57,R7503177,263699988709
4df91aeb-67f9-47d5-9a71-755d9bb2afc0,3932a813-1154-4f52-95f6-ab09708d9084,2025-10-27,debit,POS/OLA CABS,-126493.62,,
17ba9beb-bcab-4917-90c2-80d5dbbf2e70,a2e28181-6b6c-49fb-80f0-0258a64558be,2025-02-15,credit,"CHG/Kanda, Goyal and Murty",316035.16,,470224567310
3003b4d4-04b0-4e89-944f-2222fda428b1,979118e1-037a-4862-91b3-bcb6c3e9e82d,2025-03-11,credit,LOAN/BPCL,5424.36,S9223797,272046765050
6ff20888-b222-406d-8b21-b71b9bfd5f7f,db257b05-4059-4a28-8128-86d68a5c6158,2025-04-14,credit,NEFT/Dave-Bajwa,33758.84,R1777521,731355382231
4ed3f971-ee24-4440-bc15-90e3048793e8,5defcedd-3736-4255-b781-475defa45ad5,2026-01-17,debit,INT/Kannan Inc,-9898.75,I4831677,
9f8b959e-0260-4fef-99d2-b8da8d1801ad,95e456c6-6e2e-4af3-bc0d-362dad28db57,2026-01-08,debit,REV/RAZORPAY,-27334.85,R1371814,374198702529
7dee6230-5bf3-4214-b49a-150ee38bddcc,6d65668a-cb6e-4b6d-8636-e8f8b9056e16,2024-05-21,credit,ATM/ORIENTAL INSURANCE,6598.78,I1058715,200117798857
24a1948c-b55a-4db8-828b-e2a841a8e71e,900a43ae-c5a8-4f7a-b459-f7029fd04462,2025-08-29,debit,LOAN/CLEARTRIP,-3426533.67,N7880285,
847e03d9-988b-4ab7-b4a7-b2cb4221218f,804b8693-59a8-4c4e-abba-42b156ed0106,2025-05-10,debit,REF/ADITYA BIRLA SUN LIFE,-159107.69,S6528404,782072719325
f1041ed7-7fb7-42ba-aaf2-c2d4ce6e06a2,682eddb3-2059-4861-9b8e-02af14585dc8,2025-11-05,debit,SAL/BAJAJ ALLIANZ,-3172.26,U4780830,
6ac5f884-f534-4c65-a141-de3b3558cf42,ad33f5e0-2377-47bb-a797-25ec45979408,2025-02-24,credit,POS/MAX LIFE,474513.77,N1534684,986209567122
e905d7ce-fa0b-45c9-95aa-af619dc4aeef,144dd172-1b73-483d-a4c0-fd61f3103aaf,2024-11-13,debit,IMPS/IFFCO TOKIO,-18982.05,U3454699,703282951449
8244e228-22ab-4c31-951e-71d875e01dc0,2b445eb8-161f-4ec5-a738-658db663f492,2025-01-06,debit,"NEFT/Tiwari, Tailor and Barman",-2527.26,U9365060,731173176174
c033d5c4-da22-4913-ad2f-ca623bb6992e,8d56eb92-e54b-488a-95ce-19940e0ae0d0,2025-08-04,debit,WDL/ICICI BANK CREDIT CARD,-202473.28,R8177516,
b9a7938b-c8d9-48d7-8e6d-a65291d5de22,d8210330-cd9a-4b3c-ba16-469e0447bcdf,2025-06-05,credit,WDL/TNEB,91680.92,T9810575,
9eb27022-cdd4-4dba-9e34-d9222a0e464f,e5d18286-5349-4319-92ad-90bfddac4762,2025-09-22,debit,UPI/BPCL,-13713.23,I4307976,993727863727
07ea06b4-2178-400a-88b8-82d0f73b0950,1537abc6-144a-4cf5-8351-a0cd7aa96437,2026-01-29,credit,"REF/Tata, Kakar and Cherian",1029836.54,I5154400,256761806786
5ec682ca-26a7-4cab-8c11-56e1fc193395,1846f2cf-54b4-4716-b984-b51787b72217,2025-04-05,debit,SAL/Tak Ltd,-44890.55,I6670628,496525803704
03aa2c7b-34ab-446c-a44b-00269768899e,8f269d53-f39e-441d-9528-52eb55728d19,2024-01-04,debit,CHQ/HDFC MUTUAL FUND,-344735.14,,956842624196
04f9e7dc-3b8b-4802-991a-633945d587db,016d231d-2a78-4c5b-a582-076a904cf2f7,2026-07-30,credit,TFR/HPCL,2221833.07,U7224495,
70a8eeae-208c-47e5-bfaa-3f9d5b367f88,86888253-d238-48dd-b96d-85056c6e4c24,2025-03-11,debit,REV/ADITYA BIRLA SUN LIFE,-280611.46,N7589702,922066081277
5ba7a073-7577-4a6e-8083-bf52d94973e2,5768d04e-51b0-4074-9dcb-05c5ded6c3e4,2025-06-07,credit,"INT/Borra, Sastry and Devan",222660.87,R5936505,883878201539
29691c26-efda-48a7-b3c6-f57c8c67cf83,b18f9ab9-02e7-4828-8061-8a1a65e92600,2024-04-20,debit,WDL/SUNDARAM MUTUAL FUND,-172832.32,T3160390,424515076165
432d27cd-e5e6-4c1a-a0ed-e858388702c6,4e852020-d606-4d9b-a77f-dffdd30cc4f5,2025-10-06,debit,INT/OLA CABS,-35428.62,I4326453,
6aa63fb1-ca60-4791-80f6-8dbb2df9c044,9db63a5a-4648-4f55-acd1-56a7daa72bb8,2026-01-05,debit,REV/IFFCO TOKIO,-496463.21,I9826416,120443313117
17b6afa6-c65b-40ea-883e-f2fe63cae4f5,ad261f78-08fe-4f7f-8046-aff840ffef64,2026-05-11,credit,RET/Choudhury Ltd,1785.75,N1427325,611332525701
4bdbdda3-2270-4cbb-9dfb-5aadb30a7e3e,a8159276-30df-443c-8cb5-4cc4397551f2,2026-03-20,debit,"TFR/Zachariah, Bhasin and Krishna",-13988.08,S9451866,969739788656
555d8d6d-dc6c-4396-ba90-4dca80b3d63d,62d83e77-b09d-45b7-94d2-5a7ec555d739,2024-05-02,debit,RTGS/TATA AIA,-15524.65,S4316581,
c74fafdc-af39-461e-b731-f9bed763977d,458a0c44-50ce-4979-8d03-7212f1a100e7,2026-05-25,credit,WDL/SWIGGY,29599.6,I4564600,
77c42452-5c8f-440c-ba42-cc25f277e8e5,64f90861-ce96-4cbf-ab85-82e93583b2ec,2024-07-12,credit,DEP/BESCOM,11643.37,N3425164,405004973950
73e08712-2304-4637-889a-1953622ce62a,1c362a91-1cfb-4717-b7b4-8d1234df913a,2026-05-17,debit,UPI/AXIS MUTUAL FUND,-245259.88,T5536365,
5cf555e4-59ea-4244-b0a9-8c6a6f5a56e5,d1dfe909-9c49-4601-b469-b9d3f4afe73a,2024-08-02,debit,RET/INDIAN OIL,-19172.13,T8443535,460789843168
f8a75c6c-5432-4b01-be05-392734e9e9df,d4811528-f1af-4b97-b3dc-296b6338bfc7,2026-03-31,debit,POS/SPENCER'S RETAIL,-442.37,U6771854,712219485985
302813b3-282b-415e-bd9f-58ec157b4c2c,91e3a3e1-9a67-4e1a-9dd8-b490a1cdfb7c,2026-03-23,debit,NEFT/TNEB,-276863.94,T7076591,446091560513
aa3b64e5-f86b-4240-9d54-4ce70666fbda,68cc4476-569c-4b97-9998-17c156746d50,2025-06-21,credit,WDL/INDANE GAS,47109.76,U2948952,950968622657
59e72c99-f8f5-4ea4-9ae5-5db592a58afd,3d85259a-66d5-4588-b9e8-efd6ce8e7310,2025-07-11,debit,CHG/MSEB,-38815.26,T3931806,767939629109
681e955b-5168-429d-a3fb-da7781c9755c,84aea588-a248-4e1c-8b3d-401f9cef636b,2024-04-24,credit,EMI/PHONEPE,17738.32,I3704460,
974c023a-39ed-4b8e-9657-3fc6f105bce5,a78dc517-d987-41f8-98a9-6d8bbfc362ed,2024-10-30,credit,FT/MORE SUPERMARKET,24445.15,U7733957,
807514af-ecba-4f2f-95f5-48dcd88e4ca0,ee8d96d1-3126-4c6d-a1e7-ab5e0568dd44,2024-08-11,credit,UPI/CRED,50307.09,N7052190,877760684580
2ac56910-baab-4795-a9bc-8dd256f083e3,6d035a8e-7cc1-41f5-a7e8-95f7591a3e6b,2024-02-08,debit,SAL/BAJAJ ALLIANZ GENERAL,-152671.63,U3053788,
24d58cee-ad22-46ee-b778-1f4fafe40a6c,819fd155-48d9-4248-82fa-1593873e0c86,2024-07-07,credit,FT/UBER INDIA,425735.19,R3100017,
23de3d65-75ea-465d-a294-d0d9e56b4036,5fe33445-794c-4dd6-ba39-45d634640dcc,2024-02-11,debit,REV/DMART,-176055.68,S8326269,486845488487
230076ab-00df-49f3-9bf8-d98115d77b4c,5744f995-418a-474a-b8a2-e6c070aed27f,2024-08-30,credit,POS/RAZORPAY,21754.43,I6809677,860388925614
7dbbf77e-6f9f-4bd9-b3fa-fd240bc69e10,7f758804-877a-496d-9521-2f2a5155ee7b,2026-06-28,debit,ATM/RELIANCE GENERAL,-282455.23,R1289498,
40260069-d658-421c-bede-2d7c4d74af2c,65ae893e-10dc-4f36-abf9-790a0b3496c0,2026-03-10,debit,REV/RELIANCE GENERAL,-253882.2,U6276026,510402175446
851cda29-9202-4bd0-988a-c2a16980d4de,8ac46ade-87c5-46aa-bbf3-879ca6bd5f56,2025-08-26,debit,SAL/UTI MUTUAL FUND,-68432.1,I8739764,889839018225
b5e18fc8-866c-453b-b034-c1b7d2c28c26,65d3e0b7-def4-41d7-b629-6ed4a8a79ec7,2025-07-14,debit,FT/HDFC ERGO,-24866.56,R4611655,224535727114
4e214720-1861-4ad0-8bd2-dd630774dce3,ce6e3729-2020-4d5d-977f-41cf6232b6d6,2025-12-14,debit,CHQ/ICICI LOMBARD,-141079.12,U6480145,781860545645
3ad90f16-fc0e-4895-ab60-45fd459c1d70,d3b1c424-b318-4ada-88a6-a1638acba296,2024-12-03,credit,UPI/Keer-Bir,177248.43,U2507083,563614350424
6bbca046-6e9e-4169-9ec4-c9daa82aa845,77122ccc-92a3-453d-b9b1-08a424fa98c2,2026-07-21,debit,IMPS/ADANI ELECTRICITY,-1677.07,R4176138,628996655432
eaff52f1-7a62-4fec-90e2-05040e69bdf7,3ecdb1c4-7e03-4f36-b0d6-6fc0418fe89c,2025-07-22,debit,EMI/Din Inc,-39433.98,T3851080,924915700751
20ea28de-64de-4182-a86e-ef8e66c7b177,bfdcdc30-5dc4-4fac-9046-bd0076f5baff,2024-03-13,debit,CHQ/HDFC MUTUAL FUND,-44240.91,U3471350,924023297929
b3cd6710-532a-48b2-9262-0d84bf5c0184,f31c3608-fc83-42dc-bfd8-055ad3dc640e,2024-02-23,debit,SAL/SPENCER'S RETAIL,-1248556.85,N3443070,
6f9e694a-2733-4ca8-8152-c91034cb0090,911a3462-0ddd-4f83-a16d-4efa660ceff9,2024-11-05,debit,ATM/UBER INDIA,-4234.22,T6169100,669868522902
5f065eb1-a7c8-44fa-add4-95f2c8cf774b,f25b46d1-9b0c-46f5-b0bf-7151e6de4203,2024-05-08,debit,DEP/YATRA,-287915.49,S2280422,143290035218
70e6b687-3fd7-4688-8c95-db8e9db5443e,84aea588-a248-4e1c-8b3d-401f9cef636b,2025-08-22,credit,EMI/HDFC LIFE,490278.57,N1251742,
9c7bf59d-c419-419d-9d91-c743ace46297,8bdf7847-fc58-484b-b882-d0ddc337ba71,2024-09-22,debit,CHQ/SAMCO MUTUAL FUND,-6490.9,I6294222,511416661972
3f279536-c11f-4f28-8d9a-d66db82840b9,561d3328-f88f-47c3-b6cf-6d567ddfa23a,2025-09-01,debit,REV/BAJAJ FINANCE LTD,-2236.45,I5117244,777552780621
bfa36de2-ed8a-4234-9439-d79cb6476da9,04901130-4201-4370-b488-ed671c1f669c,2024-09-22,credit,RTGS/LIC OF INDIA,17476.6,S6462160,423023442971
bf068703-5abc-42fa-a200-a4b022d73118,55715ee0-332e-40c7-a917-391cd2703ad2,2024-09-17,debit,IMPS/INDIAN OIL,-32334.23,N2605129,501316110336
ff89aa3f-c125-4b23-8be6-33924ea28a44,1b0595df-e9b0-44af-9cdf-75f228f01bc6,2026-04-14,credit,ATM/INSTAMOJO,35623.75,S9804481,
14eb7179-8dea-4dda-9a21-756c7a223972,8d56eb92-e54b-488a-95ce-19940e0ae0d0,2025-05-04,debit,DEP/IFFCO TOKIO,-12833.62,T8137125,
645bd6d1-f5de-41ca-a16d-c938a6646b3a,42dd1427-4d29-4cf7-8b88-1465f67e33a4,2024-09-13,debit,REF/Dara Ltd,-30632.4,,177143593647
27ff1dec-ecfe-4030-9ee0-addef91bcd4f,d938473b-08fa-4ea0-8f8a-ffa73ccb27a7,2025-10-29,credit,UTIL/CCAVENUE,25132.12,N5731200,930536219983
5a405837-06e1-4ff1-bc9d-87f282b80bca,751889a0-7d83-4cab-9792-570394ed03ef,2025-03-03,debit,DEP/TATA AIG,-37568.03,I1662012,
890fb151-f697-40dd-b87f-daeb156e7bc5,68868939-a28c-4d11-8000-dbfc7c4f57cd,2025-09-09,credit,RTGS/BSES RAJDHANI,130758.79,S3355002,257047191640
76123253-0f84-4eee-90b2-6972d5a02958,53c3d56d-ef99-4f8e-af02-1ae3b6fea549,2024-10-11,credit,REF/BSES RAJDHANI,49156.96,,970093045525
19fd30b6-4c4f-4402-a008-1f306cc503a0,0e2d42b7-2fcb-4b08-87cc-d1667f6331b0,2025-02-20,credit,UPI/BAJAJ ALLIANZ,253220.59,U3544130,
3ef16b89-4a32-4f62-b3ee-f31c4ddc913f,b4fe3cb0-2d5d-41e8-a7cc-9797474d741e,2026-04-03,debit,IMPS/HSBC MUTUAL FUND,-273271.32,U5385724,859489113283
40f4aa53-f4a7-4f7a-b15f-90717e8cf7ec,6d980ef3-561d-4aad-976d-cb5aa49244e9,2026-04-02,debit,UTIL/Bhatia Inc,-26772.3,I2198057,383596050135
e0d4474e-309e-4559-b395-5beefc380bb3,85a5272e-8741-48a0-b6c7-ea10a0a8f624,2024-04-27,credit,UPI/KOTAK MUTUAL FUND,416.74,T8120420,665851983540
1c9c598f-cd2c-4210-bfc1-242665640dfb,82c32fb7-ce9b-406a-a4ab-5ea8e8376c0a,2025-08-17,debit,UPI/UTI MUTUAL FUND,-16024.54,T9586029,
ced0b2a3-3ed4-47f3-9d21-c02d7e44aac3,669c76aa-c991-4a94-a01b-0fe42985b440,2026-05-13,debit,EMI/AIRTEL PAYMENTS BANK,-8345.16,T1747066,399977567169
afa11b20-497f-44a4-9d09-87cb67ae3ad2,ec4321d8-e53d-43e9-9b31-2d616d4aefda,2024-01-25,credit,EMI/QUANT MUTUAL FUND,132088.71,U7652854,545050687024
d86d6455-216a-4016-a749-43046374c104,8702c538-5bcd-474e-8987-1a5f749c9064,2025-06-20,debit,"INT/Venkataraman, Khatri and Choud",-25184.22,R8727349,872020624683
8ed3729b-3692-4a68-bf84-6e41ae9f0afa,0143850d-fe0f-4640-8243-b1c7f33491e5,2025-07-30,debit,FT/ICICI BANK CREDIT CARD,-15018.7,R9910522,973190864743
6e09e211-22af-41d8-95ce-6cba5b8d97dd,3c49ccc9-e74c-4b55-b856-50ea20722f9e,2026-08-19,debit,REV/ORIENTAL INSURANCE,-49107.15,S2031504,717605976816
3922f17c-abbf-4c4a-b25c-375c2809d573,a88efb95-383d-4f47-8c28-dfff4b6e6b5a,2026-05-29,debit,TFR/SPENCER'S RETAIL,-41548.6,S1840533,772306005583
7ccaf5b9-c28d-44a8-8945-422b90dd22b5,d41e8693-3617-44e1-8ad7-49b5d5101659,2025-08-10,credit,EMI/SUNDARAM MUTUAL FUND,20030.28,N2382541,
3e769297-8038-4ad1-b43c-bb2cab311bb5,c20d7d41-e8cc-4d2e-911c-1313e9fd00ba,2025-07-10,debit,SAL/SUNDARAM MUTUAL FUND,-1532.56,U4220444,
153daba1-735b-4b78-bdcb-25f6947c6879,c8f56a19-21b1-4eb9-8110-74cc2b2f5d63,2024-05-06,credit,SAL/GROWW MUTUAL FUND,9808.97,R6999294,968508914527
68a07819-0b50-4375-94c0-83ca5a065d1b,3ee9a0ed-a264-4441-9a4a-f0b248dbc92e,2024-05-17,debit,IMPS/SHELL,-22743.52,S1164120,454523557640
1dfabdab-86d8-4e47-bdaf-5db6452c71af,f406fcbb-03e3-433e-8f04-abea2862a975,2024-03-09,debit,WDL/HDFC ERGO,-39669.36,T2386771,168854399990
8f40562e-7cf0-4f71-ad06-6d99c175202a,e3ef243a-c1b5-4f4e-8545-ffac2d3825c4,2026-04-18,credit,SAL/SWIGGY,137606.44,T7817229,272247045450
7bff3451-20b9-4e4e-bcf3-b3e8771be85c,26080f9f-a6b8-4212-a98c-0fb6c6d1cf27,2025-11-11,debit,CHQ/IRCTC,-48449.1,S4172825,834206281390
bcb3bb8e-30bc-4ceb-80ff-04c379c8717a,23ef3a14-47bf-408d-80fb-658c6b15fa76,2025-11-15,credit,TFR/HP GAS,212602.85,S9596088,
7b97f2bd-47df-4a44-81a7-b2ab4dba5da4,9bb687af-0f26-4638-9853-d9fe13e35912,2024-03-01,debit,CHQ/SHELL,-4703.51,S8312809,
133bc2ca-1766-4aca-8e42-46e4f784f960,e421d29d-0fff-4991-9421-1dbb2738e0aa,2024-03-03,credit,CHG/QUANT MUTUAL FUND,29524.43,T8520213,
6f6ae672-5160-4b4c-b459-38f22d677afb,69944fb0-b819-48a7-a977-820b99dfac36,2026-04-25,credit,"WDL/Krishna, Kapadia and Chokshi",21530.86,S5585596,855099072211
28099500-a8be-4281-9634-b0437537d4e6,01076b05-c492-4732-94a1-bb60a544a100,2025-10-18,debit,"RET/Rajagopalan, Mohan and Hari",-40055.32,S9728287,457075863633
33e320a3-0835-450a-b025-fb43bc4fd776,b72af847-f82d-49cc-aae2-46fe04f8b5c7,2026-08-17,credit,UTIL/BAJAJ ALLIANZ GENERAL,44354.79,S1812328,
bb57931c-bbf4-4b2f-803f-04bb335085c3,65d3e0b7-def4-41d7-b629-6ed4a8a79ec7,2025-02-20,debit,FT/TATA MUTUAL FUND,-14884.34,N1896954,639689686929
3bb1fc1c-192b-4acf-a084-49baff0deef7,01372a31-1eab-4eec-839d-15f5e2ca5a4c,2026-07-19,credit,POS/BARODA BNP PARIBAS,172956.54,R9150824,
0935da44-8288-41d3-88c0-7d5cf9762d17,c54ef01c-d389-485a-b7a5-5d97ffcef98d,2026-06-05,debit,REV/PETROL PUMP,-49110.9,N3298536,516390108403
9e91e6c0-52e6-48b4-90c7-b6db19acaa2b,070a5824-ab5c-434b-b386-470c4d3ad8dd,2025-09-07,debit,EMI/QUANT MUTUAL FUND,-15743.45,U6114990,454858316202
2f163d75-d47b-4bcc-bb30-75e5737d58de,efd855f6-79e7-4b89-804d-45341769ac0b,2024-12-20,credit,RET/SBI MUTUAL FUND,18283.28,N7892422,519775963970
afc7deb1-4c67-4eec-acec-d6ae650d8263,a3788c5f-0d0b-4f0d-988b-029a2684743c,2024-04-02,debit,"TFR/Bal, Balay and Batra",-10242.19,I6018606,518148611147
8ce4b4e9-34c5-434a-a185-b0ee33188329,4c61a31e-6c12-499c-b56a-470869d6beb4,2025-06-11,debit,LOAN/ZERODHA MUTUAL FUND,-27554.62,S1113950,561571542452
4cf26fb6-706e-4ce6-85a8-297cb7b77618,409b93af-80d2-4949-854f-b47f4123183b,2024-02-20,debit,FT/RAZORPAY,-27850.88,I2631230,503785281015
7ac51e4b-66b7-4b51-832b-da9615a00045,61917080-39d7-41c7-8dfc-c7e1354c6273,2024-01-01,debit,UTIL/ORIENTAL INSURANCE,-8698.29,R7343444,211501123577
4a1f6402-89f0-44d6-9560-65a419266bf2,537eecab-c40a-4ede-92ac-875b6ace012d,2024-02-23,credit,INT/TNEB,305010.95,S7550598,848524324844
8ce0f8de-a5c0-42ff-998a-58fc51ce8189,6200e535-71c7-42da-8195-c6f38356f04c,2025-11-23,debit,CHQ/BILLDESK,-43629.98,T6602585,918339282744
4f677cb3-c1b0-4541-89b0-bbf879e18781,3932a813-1154-4f52-95f6-ab09708d9084,2024-01-24,debit,CHQ/BSES RAJDHANI,-454341.51,N7056267,328080579607
a216dedc-8974-45f5-9807-d28a28c7ad21,0fa63173-e203-4c3c-ac5c-d891b309b309,2026-06-25,credit,UTIL/ROYAL SUNDARAM,283934.19,R2835713,471231589001
6dac78cd-dfb2-4914-943e-a4744b45e859,6d96833a-fc74-40e4-8098-dd344b23843d,2026-04-13,debit,UPI/Thaker Inc,-8158.56,,
01ff495f-a1f5-4eb2-9205-cc7812eeff15,4f2038bc-20a8-4151-9f96-16e2d31820eb,2025-09-26,credit,POS/PHONEPE WEALTH,35882.55,R8319800,298908968420
6e05d419-1298-48d9-899c-51b0fb0b6437,1089dadc-918f-44d3-9225-13a7e6fb41f7,2025-08-07,debit,UPI/NEW INDIA ASSURANCE,-195236.61,U6977410,154571117645
3ff9a932-77fc-4688-9954-afd49e295121,61917080-39d7-41c7-8dfc-c7e1354c6273,2026-03-28,debit,FT/BSNL,-16658.41,N3930429,697701417460
0885c846-c8fb-4e96-9ff7-9dd4243205b5,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,2026-03-06,debit,SAL/SWIGGY,-809.97,N8026189,450411640185
60c57581-bc9c-446f-b901-e061fadad843,7bbf3abf-c084-4ea0-92c6-7e0272bd4463,2026-04-19,debit,DEP/ICICI PRUDENTIAL,-41586.69,I5027855,360356447991
