reconciliation_id,transaction_id,status,reconciled_date
REC001647,TXN001647,unreconciled,
REC001648,TXN001648,reconciled,2026-08-05
REC001649,TXN001649,reconciled,2026-01-19
REC001650,TXN001650,reconciled,2025-12-09
REC001651,TXN001651,reconciled,2026-04-25
REC001652,TXN001652,reconciled,2025-12-24
REC001653,TXN001653,reconciled,2026-07-12
REC001654,TXN001654,pending,
REC001655,TXN001655,reconciled,2026-04-30
REC001656,TXN001656,reconciled,2025-12-29
REC001657,TXN001657,reconciled,2026-01-27
REC001658,TXN001658,reconciled,2026-03-06
REC001659,TXN001659,reconciled,2025-11-07
REC001660,TXN001660,reconciled,2026-04-09
REC001661,TXN001661,reconciled,2026-05-19
REC001662,TXN001662,reconciled,2025-12-23
REC001663,TXN001663,reconciled,2026-04-23
REC001664,TXN001664,reconciled,2026-08-21
REC001665,TXN001665,reconciled,2026-06-08
REC001666,TXN001666,reconciled,2026-06-01
REC001667,TXN001667,pending,
REC001668,TXN001668,unreconciled,
REC001669,TXN001669,reconciled,2025-09-27
REC001670,TXN001670,reconciled,2025-09-28
REC001671,TXN001671,reconciled,2025-09-21
REC001672,TXN001672,pending,
REC001673,TXN001673,reconciled,2025-10-27
REC001674,TXN001674,reconciled,2026-08-07
REC001675,TXN001675,reconciled,2026-08-30
REC001676,TXN001676,reconciled,2026-06-01
REC001677,TXN001677,pending,
REC001678,TXN001678,reconciled,2026-07-14
REC001679,TXN001679,reconciled,2026-02-26
REC001680,TXN001680,reconciled,2026-08-15
REC001681,TXN001681,reconciled,2025-08-18
REC001682,TXN001682,reconciled,2025-08-16
REC001683,TXN001683,reconciled,2026-01-03
REC001684,TXN001684,pending,
REC001685,TXN001685,reconciled,2025-09-22
REC001686,TXN001686,reconciled,2026-07-02
REC001687,TXN001687,reconciled,2025-10-05
REC001688,TXN001688,reconciled,2026-03-29
REC001689,TXN001689,reconciled,2026-02-03
REC001690,TXN001690,reconciled,2026-06-24
REC001691,TXN001691,reconciled,2026-01-07
REC001692,TXN001692,reconciled,2026-02-25
REC001693,TXN001693,unreconciled,
REC001694,TXN001694,pending,
REC001695,TXN001695,reconciled,2026-03-20
REC001696,TXN001696,reconciled,2026-02-14
REC001697,TXN001697,unreconciled,
REC001698,TXN001698,reconciled,2026-02-25
REC001699,TXN001699,reconciled,2026-06-11
REC001700,TXN001700,reconciled,2026-02-12
REC001701,TXN001701,pending,
REC001702,TXN001702,pending,
REC001703,TXN001703,reconciled,2025-08-13
REC001704,TXN001704,unreconciled,
REC001705,TXN001705,unreconciled,
REC001706,TXN001706,reconciled,2025-12-31
REC001707,TXN001707,reconciled,2025-10-09
REC001708,TXN001708,reconciled,2025-10-19
REC001709,TXN001709,reconciled,2026-08-18
REC001710,TXN001710,unreconciled,
REC001711,TXN001711,reconciled,2026-07-20
REC001712,TXN001712,reconciled,2026-03-07
REC001713,TXN001713,unreconciled,
REC001714,TXN001714,reconciled,2026-01-19
REC001715,TXN001715,reconciled,2026-01-03
REC001716,TXN001716,reconciled,2025-09-08
REC001717,TXN001717,reconciled,2026-04-15
REC001718,TXN001718,reconciled,2026-05-08
REC001719,TXN001719,reconciled,2026-09-11
REC001720,TXN001720,reconciled,2025-12-14
REC001721,TXN001721,unreconciled,
REC001722,TXN001722,reconciled,2025-09-27
REC001723,TXN001723,pending,
REC001724,TXN001724,unreconciled,
REC001725,TXN001725,unreconciled,
REC001726,TXN001726,reconciled,2026-06-27
REC001727,TXN001727,reconciled,2025-08-22
REC001728,TXN001728,unreconciled,
REC001729,TXN001729,unreconciled,
REC001730,TXN001730,reconciled,2025-12-13
REC001731,TXN001731,reconciled,2026-05-26
REC001732,TXN001732,unreconciled,
REC001733,TXN001733,reconciled,2026-04-06
REC001734,TXN001734,unreconciled,
REC001735,TXN001735,pending,
REC001736,TXN001736,reconciled,2026-05-05
REC001737,TXN001737,reconciled,2026-08-24
REC001738,TXN001738,reconciled,2026-03-27
REC001739,TXN001739,reconciled,2026-03-19
REC001740,TXN001740,reconciled,2026-04-18
REC001741,TXN001741,reconciled,2025-12-07
REC001742,TXN001742,reconciled,2026-05-31
REC001743,TXN001743,reconciled,2026-04-25
REC001744,TXN001744,unreconciled,
REC001745,TXN001745,reconciled,2026-09-05
REC001746,TXN001746,unreconciled,
REC001747,TXN001747,reconciled,2025-12-10
REC001748,TXN001748,reconciled,2026-09-13
REC001749,TXN001749,unreconciled,
REC001750,TXN001750,reconciled,2026-06-16
REC001751,TXN001751,reconciled,2026-03-16
REC001752,TXN001752,reconciled,2026-06-18
REC001753,TXN001753,reconciled,2026-07-25
REC001754,TXN001754,reconciled,2025-08-28
REC001755,TXN001755,reconciled,2026-04-24
REC001756,TXN001756,reconciled,2026-03-09
REC001757,TXN001757,reconciled,2026-07-23
REC001758,TXN001758,reconciled,2025-09-17
REC001759,TXN001759,reconciled,2026-08-09
REC001760,TXN001760,reconciled,2026-02-12
REC001761,TXN001761,pending,
REC001762,TXN001762,reconciled,2025-12-17
REC001763,TXN001763,reconciled,2026-09-08
REC001764,TXN001764,reconciled,2025-08-28
REC001765,TXN001765,reconciled,2026-03-02
REC001766,TXN001766,reconciled,2026-05-08
REC001767,TXN001767,reconciled,2026-07-20
REC001768,TXN001768,reconciled,2026-07-03
REC001769,TXN001769,unreconciled,
REC001770,TXN001770,reconciled,2026-02-19
REC001771,TXN001771,unreconciled,
REC001772,TXN001772,reconciled,2026-03-30
REC001773,TXN001773,unreconciled,
REC001774,TXN001774,reconciled,2026-03-20
REC001775,TXN001775,reconciled,2026-01-10
REC001776,TXN001776,reconciled,2026-05-19
REC001777,TXN001777,reconciled,2026-04-09
REC001778,TXN001778,reconciled,2025-08-27
REC001779,TXN001779,reconciled,2025-10-30
REC001780,TXN001780,unreconciled,
REC001781,TXN001781,reconciled,2026-05-18
REC001782,TXN001782,reconciled,2026-06-07
REC001783,TXN001783,reconciled,2026-02-18
REC001784,TXN001784,reconciled,2026-07-10
REC001785,TXN001785,pending,
REC001786,TXN001786,reconciled,2025-09-08
REC001787,TXN001787,reconciled,2026-08-24
REC001788,TXN001788,unreconciled,
REC001789,TXN001789,reconciled,2026-03-14
REC001790,TXN001790,pending,
REC001791,TXN001791,unreconciled,
REC001792,TXN001792,unreconciled,
REC001793,TXN001793,reconciled,2026-01-25
REC001794,TXN001794,unreconciled,
REC001795,TXN001795,pending,
REC001796,TXN001796,unreconciled,
REC001797,TXN001797,reconciled,2026-03-22
REC001798,TXN001798,reconciled,2026-02-06
REC001799,TXN001799,reconciled,2026-06-02
REC001800,TXN001800,pending,
REC001801,TXN001801,reconciled,2026-04-30
REC001802,TXN001802,pending,
REC001803,TXN001803,unreconciled,
REC001804,TXN001804,reconciled,2026-05-19
REC001805,TXN001805,unreconciled,
REC001806,TXN001806,unreconciled,
REC001807,TXN001807,reconciled,2026-08-18
REC001808,TXN001808,reconciled,2026-05-19
REC001809,TXN001809,unreconciled,
REC001810,TXN001810,reconciled,2026-01-19
REC001811,TXN001811,reconciled,2026-01-10
REC001812,TXN001812,pending,
REC001813,TXN001813,reconciled,2026-05-15
REC001814,TXN001814,unreconciled,
REC001815,TXN001815,unreconciled,
REC001816,TXN001816,reconciled,2026-03-19
REC001817,TXN001817,reconciled,2026-06-21
REC001818,TXN001818,pending,
REC001819,TXN001819,pending,
REC001820,TXN001820,reconciled,2026-07-05
REC001821,TXN001821,unreconciled,
REC001822,TXN001822,unreconciled,
REC001823,TXN001823,reconciled,2025-11-01
REC001824,TXN001824,unreconciled,
REC001825,TXN001825,reconciled,2025-11-27
REC001826,TXN001826,reconciled,2026-05-27
REC001827,TXN001827,reconciled,2025-11-19
REC001828,TXN001828,unreconciled,
REC001829,TXN001829,reconciled,2026-08-31
REC001830,TXN001830,reconciled,2025-11-17
REC001831,TXN001831,reconciled,2026-06-27
REC001832,TXN001832,unreconciled,
REC001833,TXN001833,reconciled,2025-12-26
REC001834,TXN001834,reconciled,2026-01-06
REC001835,TXN001835,reconciled,2026-01-05
REC001836,TXN001836,pending,
REC001837,TXN001837,pending,
REC001838,TXN001838,unreconciled,
REC001839,TXN001839,reconciled,2025-08-04
REC001840,TXN001840,reconciled,2026-07-19
REC001841,TXN001841,pending,
REC001842,TXN001842,reconciled,2026-01-15
REC001843,TXN001843,reconciled,2026-07-30
REC001844,TXN001844,reconciled,2026-07-28
REC001845,TXN001845,reconciled,2025-09-03
REC001846,TXN001846,pending,
REC001847,TXN001847,reconciled,2025-12-29
REC001848,TXN001848,unreconciled,
REC001849,TXN001849,reconciled,2026-05-22
REC001850,TXN001850,reconciled,2025-09-28
REC001851,TXN001851,reconciled,2026-06-14
REC001852,TXN001852,pending,
REC001853,TXN001853,reconciled,2026-05-29
REC001854,TXN001854,reconciled,2026-09-10
REC001855,TXN001855,reconciled,2026-07-14
REC001856,TXN001856,unreconciled,
REC001857,TXN001857,reconciled,2026-02-09
REC001858,TXN001858,reconciled,2025-12-21
REC001859,TXN001859,reconciled,2026-09-06
REC001860,TXN001860,reconciled,2025-08-23
REC001861,TXN001861,reconciled,2025-10-23
REC001862,TXN001862,reconciled,2026-01-31
REC001863,TXN001863,pending,
REC001864,TXN001864,reconciled,2026-05-28
REC001865,TXN001865,reconciled,2025-08-27
REC001866,TXN001866,reconciled,2025-11-16
REC001867,TXN001867,reconciled,2026-08-02
REC001868,TXN001868,unreconciled,
REC001869,TXN001869,unreconciled,
REC001870,TXN001870,unreconciled,
REC001871,TXN001871,pending,
REC001872,TXN001872,reconciled,2026-02-02
REC001873,TXN001873,reconciled,2026-06-12
REC001874,TXN001874,reconciled,2025-11-02
REC001875,TXN001875,pending,
REC001876,TXN001876,reconciled,2026-04-22
REC001877,TXN001877,reconciled,2025-11-30
REC001878,TXN001878,unreconciled,
REC001879,TXN001879,reconciled,2026-01-31
REC001880,TXN001880,reconciled,2026-07-06
REC001881,TXN001881,unreconciled,
REC001882,TXN001882,reconciled,2026-07-01
REC001883,TXN001883,reconciled,2025-12-27
REC001884,TXN001884,reconciled,2026-06-05
REC001885,TXN001885,reconciled,2026-02-19
REC001886,TXN001886,reconciled,2025-11-20
REC001887,TXN001887,reconciled,2026-09-03
REC001888,TXN001888,reconciled,2026-03-24
REC001889,TXN001889,reconciled,2026-06-09
REC001890,TXN001890,reconciled,2026-04-17
REC001891,TXN001891,reconciled,2025-11-02
REC001892,TXN001892,unreconciled,
REC001893,TXN001893,reconciled,2026-06-06
REC001894,TXN001894,unreconciled,
REC001895,TXN001895,reconciled,2026-08-15
REC001896,TXN001896,reconciled,2026-03-24
REC001897,TXN001897,reconciled,2025-12-03
REC001898,TXN001898,pending,
REC001899,TXN001899,reconciled,2026-08-22
REC001900,TXN001900,reconciled,2026-03-14
REC001901,TXN001901,unreconciled,
REC001902,TXN001902,pending,
REC001903,TXN001903,reconciled,2026-05-05
REC001904,TXN001904,reconciled,2026-03-12
REC001905,TXN001905,reconciled,2026-05-15
REC001906,TXN001906,pending,
REC001907,TXN001907,reconciled,2026-03-17
REC001908,TXN001908,reconciled,2026-08-10
REC001909,TXN001909,reconciled,2026-03-04
REC001910,TXN001910,reconciled,2026-08-30
REC001911,TXN001911,reconciled,2025-10-15
REC001912,TXN001912,unreconciled,
REC001913,TXN001913,reconciled,2026-07-31
REC001914,TXN001914,pending,
REC001915,TXN001915,reconciled,2026-03-31
REC001916,TXN001916,reconciled,2026-06-06
REC001917,TXN001917,reconciled,2025-08-27
REC001918,TXN001918,reconciled,2025-11-16
REC001919,TXN001919,reconciled,2026-05-18
REC001920,TXN001920,unreconciled,
REC001921,TXN001921,reconciled,2026-01-23
REC001922,TXN001922,reconciled,2026-07-27
REC001923,TXN001923,unreconciled,
REC001924,TXN001924,pending,
REC001925,TXN001925,reconciled,2026-05-12
REC001926,TXN001926,reconciled,2025-10-13
REC001927,TXN001927,unreconciled,
REC001928,TXN001928,reconciled,2026-05-22
REC001929,TXN001929,pending,
REC001930,TXN001930,reconciled,2025-09-13
REC001931,TXN001931,reconciled,2026-06-09
REC001932,TXN001932,reconciled,2026-05-06
REC001933,TXN001933,reconciled,2026-05-13
REC001934,TXN001934,pending,
REC001935,TXN001935,pending,
REC001936,TXN001936,reconciled,2026-02-20
REC001937,TXN001937,reconciled,2026-03-16
REC001938,TXN001938,unreconciled,
REC001939,TXN001939,reconciled,2026-04-11
REC001940,TXN001940,reconciled,2026-01-18
REC001941,TXN001941,reconciled,2026-01-08
REC001942,TXN001942,reconciled,2026-06-17
REC001943,TXN001943,reconciled,2026-05-18
REC001944,TXN001944,reconciled,2026-01-28
REC001945,TXN001945,reconciled,2026-05-16
REC001946,TXN001946,reconciled,2026-01-04
REC001947,TXN001947,unreconciled,
REC001948,TXN001948,unreconciled,
REC001949,TXN001949,reconciled,2025-12-22
REC001950,TXN001950,reconciled,2025-11-02
REC001951,TXN001951,reconciled,2026-01-06
REC001952,TXN001952,unreconciled,
REC001953,TXN001953,reconciled,2025-11-11
REC001954,TXN001954,unreconciled,
REC001955,TXN001955,reconciled,2026-05-25
REC001956,TXN001956,unreconciled,
REC001957,TXN001957,reconciled,2026-01-15
REC001958,TXN001958,reconciled,2026-06-06
REC001959,TXN001959,reconciled,2025-11-17
REC001960,TXN001960,reconciled,2025-11-24
REC001961,TXN001961,reconciled,2025-12-19
REC001962,TXN001962,reconciled,2026-03-06
REC001963,TXN001963,reconciled,2026-09-08
REC001964,TXN001964,reconciled,2025-09-03
REC001965,TXN001965,reconciled,2026-04-06
REC001966,TXN001966,reconciled,2025-08-16
REC001967,TXN001967,reconciled,2025-08-29
REC001968,TXN001968,reconciled,2026-08-17
REC001969,TXN001969,reconciled,2026-05-17
REC001970,TXN001970,reconciled,2026-02-24
REC001971,TXN001971,unreconciled,
REC001972,TXN001972,reconciled,2026-04-23
REC001973,TXN001973,reconciled,2025-10-16
REC001974,TXN001974,reconciled,2026-04-13
REC001975,TXN001975,reconciled,2026-07-07
REC001976,TXN001976,unreconciled,
REC001977,TXN001977,pending,
REC001978,TXN001978,reconciled,2026-08-09
REC001979,TXN001979,reconciled,2025-12-10
REC001980,TXN001980,pending,
REC001981,TXN001981,reconciled,2025-11-08
REC001982,TXN001982,reconciled,2026-01-31
REC001983,TXN001983,reconciled,2025-11-12
REC001984,TXN001984,reconciled,2025-11-29
REC001985,TXN001985,reconciled,2026-08-26
REC001986,TXN001986,reconciled,2026-02-25
REC001987,TXN001987,reconciled,2026-08-08
REC001988,TXN001988,reconciled,2026-04-19
REC001989,TXN001989,pending,
REC001990,TXN001990,reconciled,2026-08-29
REC001991,TXN001991,reconciled,2026-07-26
REC001992,TXN001992,reconciled,2026-01-31
REC001993,TXN001993,reconciled,2025-10-22
REC001994,TXN001994,reconciled,2026-03-09
REC001995,TXN001995,reconciled,2025-10-14
REC001996,TXN001996,reconciled,2026-06-06
REC001997,TXN001997,unreconciled,
REC001998,TXN001998,reconciled,2025-08-10
REC001999,TXN001999,reconciled,2025-09-22
REC002000,TXN002000,unreconciled,
REC002001,TXN002001,reconciled,2026-02-17
REC002002,TXN002002,reconciled,2026-04-07
REC002003,TXN002003,reconciled,2026-08-09
REC002004,TXN002004,unreconciled,
REC002005,TXN002005,reconciled,2026-01-26
REC002006,TXN002006,reconciled,2026-01-26
REC002007,TXN002007,unreconciled,
REC002008,TXN002008,reconciled,2026-09-09
REC002009,TXN002009,reconciled,2025-12-27
REC002010,TXN002010,reconciled,2026-01-06
REC002011,TXN002011,reconciled,2025-10-13
REC002012,TXN002012,reconciled,2026-09-03
REC002013,TXN002013,reconciled,2025-11-23
REC002014,TXN002014,reconciled,2026-07-14
REC002015,TXN002015,reconciled,2025-09-13
REC002016,TXN002016,pending,
REC002017,TXN002017,reconciled,2026-07-22
REC002018,TXN002018,reconciled,2025-12-17
REC002019,TXN002019,reconciled,2025-09-22
REC002020,TXN002020,pending,
REC002021,TXN002021,reconciled,2025-10-27
REC002022,TXN002022,reconciled,2026-09-03
REC002023,TXN002023,unreconciled,
REC002024,TXN002024,reconciled,2025-12-26
REC002025,TXN002025,unreconciled,
REC002026,TXN002026,pending,
REC002027,TXN002027,unreconciled,
REC002028,TXN002028,reconciled,2026-01-04
REC002029,TXN002029,reconciled,2025-09-18
REC002030,TXN002030,reconciled,2025-08-07
REC002031,TXN002031,reconciled,2025-12-29
REC002032,TXN002032,reconciled,2025-12-30
REC002033,TXN002033,reconciled,2026-05-12
REC002034,TXN002034,reconciled,2025-10-02
REC002035,TXN002035,reconciled,2026-05-25
REC002036,TXN002036,reconciled,2025-10-06
REC002037,TXN002037,reconciled,2026-02-08
REC002038,TXN002038,reconciled,2026-03-07
REC002039,TXN002039,unreconciled,
REC002040,TXN002040,reconciled,2025-11-18
REC002041,TXN002041,reconciled,2025-10-06
REC002042,TXN002042,unreconciled,
REC002043,TXN002043,unreconciled,
REC002044,TXN002044,unreconciled,
REC002045,TXN002045,unreconciled,
REC002046,TXN002046,reconciled,2025-08-09
REC002047,TXN002047,reconciled,2026-06-03
REC002048,TXN002048,reconciled,2025-09-29
REC002049,TXN002049,reconciled,2026-07-31
REC002050,TXN002050,reconciled,2026-04-02
REC002051,TXN002051,reconciled,2026-04-03
REC002052,TXN002052,unreconciled,
REC002053,TXN002053,reconciled,2026-09-10
REC002054,TXN002054,pending,
REC002055,TXN002055,reconciled,2025-10-25
REC002056,TXN002056,reconciled,2026-07-15
REC002057,TXN002057,reconciled,2026-08-05
REC002058,TXN002058,unreconciled,
REC002059,TXN002059,reconciled,2026-01-21
REC002060,TXN002060,reconciled,2026-08-12
REC002061,TXN002061,unreconciled,
REC002062,TXN002062,reconciled,2026-06-01
REC002063,TXN002063,reconciled,2025-09-28
REC002064,TXN002064,unreconciled,
REC002065,TXN002065,reconciled,2026-05-21
REC002066,TXN002066,reconciled,2025-08-30
REC002067,TXN002067,reconciled,2026-07-03
REC002068,TXN002068,reconciled,2025-11-19
REC002069,TXN002069,reconciled,2026-02-26
REC002070,TXN002070,reconciled,2026-03-24
REC002071,TXN002071,reconciled,2026-08-06
REC002072,TXN002072,unreconciled,
REC002073,TXN002073,pending,
REC002074,TXN002074,reconciled,2025-11-29
REC002075,TXN002075,pending,
REC002076,TXN002076,reconciled,2026-04-05
REC002077,TXN002077,reconciled,2026-04-03
REC002078,TXN002078,unreconciled,
REC002079,TXN002079,reconciled,2025-11-17
REC002080,TXN002080,unreconciled,
REC002081,TXN002081,reconciled,2026-05-18
REC002082,TXN002082,pending,
REC002083,TXN002083,reconciled,2025-08-10
REC002084,TXN002084,reconciled,2025-08-16
REC002085,TXN002085,pending,
REC002086,TXN002086,reconciled,2025-11-21
REC002087,TXN002087,pending,
REC002088,TXN002088,reconciled,2026-09-10
REC002089,TXN002089,unreconciled,
REC002090,TXN002090,reconciled,2025-12-07
REC002091,TXN002091,reconciled,2026-02-05
REC002092,TXN002092,reconciled,2026-06-30
REC002093,TXN002093,reconciled,2026-02-15
REC002094,TXN002094,reconciled,2026-01-20
REC002095,TXN002095,reconciled,2026-09-02
REC002096,TXN002096,reconciled,2026-06-02
REC002097,TXN002097,reconciled,2026-01-30
REC002098,TXN002098,unreconciled,
REC002099,TXN002099,reconciled,2025-09-17
REC002100,TXN002100,reconciled,2025-11-09
REC002101,TXN002101,reconciled,2026-01-25
REC002102,TXN002102,unreconciled,
REC002103,TXN002103,reconciled,2025-11-02
REC002104,TXN002104,reconciled,2026-07-16
REC002105,TXN002105,reconciled,2026-01-21
REC002106,TXN002106,reconciled,2026-07-23
REC002107,TXN002107,reconciled,2026-07-30
REC002108,TXN002108,reconciled,2026-06-07
REC002109,TXN002109,reconciled,2026-05-27
REC002110,TXN002110,reconciled,2026-03-08
REC002111,TXN002111,unreconciled,
REC002112,TXN002112,reconciled,2025-09-12
REC002113,TXN002113,reconciled,2026-05-16
REC002114,TXN002114,reconciled,2026-06-10
REC002115,TXN002115,reconciled,2026-03-12
REC002116,TXN002116,reconciled,2025-12-20
REC002117,TXN002117,unreconciled,
REC002118,TXN002118,reconciled,2025-10-13
REC002119,TXN002119,unreconciled,
REC002120,TXN002120,reconciled,2026-03-13
REC002121,TXN002121,reconciled,2026-06-14
REC002122,TXN002122,reconciled,2025-11-13
REC002123,TXN002123,unreconciled,
REC002124,TXN002124,unreconciled,
REC002125,TXN002125,pending,
REC002126,TXN002126,reconciled,2026-05-20
REC002127,TXN002127,reconciled,2025-11-14
REC002128,TXN002128,unreconciled,
REC002129,TXN002129,reconciled,2025-08-23
REC002130,TXN002130,reconciled,2025-08-08
REC002131,TXN002131,reconciled,2026-04-27
REC002132,TXN002132,pending,
REC002133,TXN002133,pending,
REC002134,TXN002134,unreconciled,
REC002135,TXN002135,reconciled,2025-09-08
REC002136,TXN002136,reconciled,2026-07-24
REC002137,TXN002137,reconciled,2026-07-08
REC002138,TXN002138,unreconciled,
REC002139,TXN002139,unreconciled,
REC002140,TXN002140,reconciled,2025-12-01
REC002141,TXN002141,unreconciled,
REC002142,TXN002142,reconciled,2025-10-29
REC002143,TXN002143,reconciled,2026-07-29
REC002144,TXN002144,reconciled,2026-06-09
REC002145,TXN002145,reconciled,2025-09-25
REC002146,TXN002146,pending,
REC002147,TXN002147,reconciled,2026-01-23
REC002148,TXN002148,reconciled,2026-07-08
REC002149,TXN002149,reconciled,2025-10-30
REC002150,TXN002150,unreconciled,
REC002151,TXN002151,unreconciled,
REC002152,TXN002152,reconciled,2026-05-22
REC002153,TXN002153,reconciled,2026-08-29
REC002154,TXN002154,reconciled,2026-07-03
REC002155,TXN002155,reconciled,2025-10-21
REC002156,TXN002156,reconciled,2025-09-13
REC002157,TXN002157,reconciled,2026-05-16
REC002158,TXN002158,unreconciled,
REC002159,TXN002159,reconciled,2025-08-14
REC002160,TXN002160,reconciled,2026-03-17
REC002161,TXN002161,reconciled,2025-11-06
REC002162,TXN002162,reconciled,2026-06-06
REC002163,TXN002163,reconciled,2026-07-26
REC002164,TXN002164,reconciled,2026-08-27
REC002165,TXN002165,reconciled,2025-12-04
REC002166,TXN002166,reconciled,2026-01-05
REC002167,TXN002167,pending,
REC002168,TXN002168,reconciled,2025-10-16
REC002169,TXN002169,reconciled,2026-04-23
REC002170,TXN002170,reconciled,2025-11-12
REC002171,TXN002171,unreconciled,
REC002172,TXN002172,reconciled,2025-11-06
REC002173,TXN002173,reconciled,2026-02-22
REC002174,TXN002174,reconciled,2026-08-21
REC002175,TXN002175,reconciled,2025-11-09
REC002176,TXN002176,pending,
REC002177,TXN002177,reconciled,2026-07-24
REC002178,TXN002178,reconciled,2025-10-30
REC002179,TXN002179,reconciled,2026-05-18
REC002180,TXN002180,pending,
REC002181,TXN002181,reconciled,2026-07-02
REC002182,TXN002182,unreconciled,
REC002183,TXN002183,unreconciled,
REC002184,TXN002184,reconciled,2026-03-21
REC002185,TXN002185,unreconciled,
REC002186,TXN002186,reconciled,2026-08-28
REC002187,TXN002187,reconciled,2025-08-15
REC002188,TXN002188,reconciled,2026-04-16
REC002189,TXN002189,reconciled,2026-02-06
REC002190,TXN002190,reconciled,2025-08-22
REC002191,TXN002191,reconciled,2025-09-26
REC002192,TXN002192,reconciled,2025-09-30
REC002193,TXN002193,pending,
REC002194,TXN002194,unreconciled,
REC002195,TXN002195,reconciled,2026-03-13
REC002196,TXN002196,pending,
REC002197,TXN002197,pending,
REC002198,TXN002198,reconciled,2025-09-09
REC002199,TXN002199,reconciled,2026-08-08
REC002200,TXN002200,reconciled,2026-07-08
REC002201,TXN002201,pending,
REC002202,TXN002202,unreconciled,
REC002203,TXN002203,unreconciled,
REC002204,TXN002204,reconciled,2026-08-14
REC002205,TXN002205,reconciled,2025-11-06
REC002206,TXN002206,reconciled,2025-09-08
REC002207,TXN002207,reconciled,2026-05-21
REC002208,TXN002208,pending,
REC002209,TXN002209,reconciled,2025-12-15
REC002210,TXN002210,reconciled,2026-06-01
REC002211,TXN002211,reconciled,2026-09-02
REC002212,TXN002212,reconciled,2025-10-19
REC002213,TXN002213,reconciled,2025-10-20
REC002214,TXN002214,reconciled,2026-07-22
REC002215,TXN002215,reconciled,2025-12-13
REC002216,TXN002216,reconciled,2025-08-30
REC002217,TXN002217,reconciled,2025-08-28
REC002218,TXN002218,reconciled,2025-09-27
REC002219,TXN002219,unreconciled,
REC002220,TXN002220,pending,
REC002221,TXN002221,reconciled,2026-05-15
REC002222,TXN002222,reconciled,2026-03-01
REC002223,TXN002223,unreconciled,
REC002224,TXN002224,unreconciled,
REC002225,TXN002225,pending,
REC002226,TXN002226,reconciled,2025-08-26
REC002227,TXN002227,reconciled,2026-03-12
REC002228,TXN002228,unreconciled,
REC002229,TXN002229,unreconciled,
REC002230,TXN002230,reconciled,2025-12-17
REC002231,TXN002231,reconciled,2026-06-22
REC002232,TXN002232,pending,
REC002233,TXN002233,reconciled,2026-04-10
REC002234,TXN002234,reconciled,2026-01-11
REC002235,TXN002235,unreconciled,
REC002236,TXN002236,reconciled,2026-08-14
REC002237,TXN002237,pending,
REC002238,TXN002238,reconciled,2025-08-21
REC002239,TXN002239,reconciled,2026-01-01
REC002240,TXN002240,reconciled,2026-04-09
REC002241,TXN002241,unreconciled,
REC002242,TXN002242,reconciled,2026-06-14
REC002243,TXN002243,reconciled,2026-05-19
REC002244,TXN002244,pending,
REC002245,TXN002245,pending,
REC002246,TXN002246,pending,
REC002247,TXN002247,unreconciled,
REC002248,TXN002248,reconciled,2025-09-08
REC002249,TXN002249,reconciled,2026-06-29
REC002250,TXN002250,pending,
REC002251,TXN002251,reconciled,2026-03-30
REC002252,TXN002252,unreconciled,
REC002253,TXN002253,reconciled,2026-02-10
REC002254,TXN002254,reconciled,2026-02-01
REC002255,TXN002255,pending,
REC002256,TXN002256,reconciled,2025-11-06
REC002257,TXN002257,unreconciled,
REC002258,TXN002258,reconciled,2026-04-08
REC002259,TXN002259,reconciled,2025-10-22
REC002260,TXN002260,reconciled,2026-05-14
REC002261,TXN002261,reconciled,2025-08-19
REC002262,TXN002262,reconciled,2026-06-27
REC002263,TXN002263,unreconciled,
REC002264,TXN002264,reconciled,2026-06-13
REC002265,TXN002265,reconciled,2026-03-24
REC002266,TXN002266,reconciled,2026-07-30
REC002267,TXN002267,reconciled,2025-10-27
REC002268,TXN002268,reconciled,2026-04-16
REC002269,TXN002269,reconciled,2026-06-01
REC002270,TXN002270,reconciled,2026-03-08
REC002271,TXN002271,reconciled,2026-04-17
REC002272,TXN002272,reconciled,2026-07-30
REC002273,TXN002273,reconciled,2026-08-13
REC002274,TXN002274,reconciled,2026-07-04
REC002275,TXN002275,reconciled,2026-07-06
REC002276,TXN002276,pending,
REC002277,TXN002277,reconciled,2025-10-20
REC002278,TXN002278,reconciled,2026-05-24
REC002279,TXN002279,unreconciled,
REC002280,TXN002280,reconciled,2026-05-08
REC002281,TXN002281,reconciled,2026-04-03
REC002282,TXN002282,reconciled,2026-04-04
REC002283,TXN002283,reconciled,2026-03-21
REC002284,TXN002284,reconciled,2025-12-20
REC002285,TXN002285,pending,
REC002286,TXN002286,reconciled,2025-11-30
REC002287,TXN002287,reconciled,2025-09-02
REC002288,TXN002288,reconciled,2025-09-27
REC002289,TXN002289,reconciled,2025-10-20
REC002290,TXN002290,reconciled,2026-04-26
REC002291,TXN002291,reconciled,2026-08-22
REC002292,TXN002292,reconciled,2025-12-13
REC002293,TXN002293,reconciled,2025-12-02
REC002294,TXN002294,unreconciled,
REC002295,TXN002295,pending,
REC002296,TXN002296,reconciled,2026-01-19
REC002297,TXN002297,reconciled,2026-08-30
REC002298,TXN002298,pending,
REC002299,TXN002299,reconciled,2026-07-12
REC002300,TXN002300,reconciled,2026-06-17
REC002301,TXN002301,reconciled,2025-12-30
REC002302,TXN002302,reconciled,2026-05-20
REC002303,TXN002303,reconciled,2026-06-22
REC002304,TXN002304,unreconciled,
